t_o r_p l_p r_v l_v
546916 4 5 0 0
546926 4 5 0 0
546936 4 5 0 0
546946 4 5 0 0
546956 4 5 0 0
546966 4 5 0 0
546976 4 5 0 0
546986 4 5 0 0
546996 4 5 0 0
547006 4 5 0 0
547016 4 5 0 0
547026 4 5 0 0
547036 4 5 0 0
547046 4 5 0 0
547056 4 5 0 0
547066 4 5 0 0
547076 4 5 0 0
547086 4 5 0 0
547096 4 5 0 0
547106 4 5 0 0
547116 4 5 0 0
547126 4 5 0 0
547136 4 5 0 0
547146 4 5 0 0
547156 4 5 0 0
547166 4 5 0 0
547176 4 5 0 0
547186 4 5 0 0
547196 4 5 0 0
547206 4 5 0 0
547216 4 5 0 0
547226 4 5 0 0
547236 4 5 0 0
547246 4 5 0 0
547256 4 5 0 0
547266 4 5 0 0
547276 4 5 0 0
547286 4 5 0 0
547296 4 5 0 0
547306 4 5 0 0
547316 4 5 0 0
547326 4 5 0 0
547336 4 5 0 0
547346 4 5 0 0
547356 4 5 0 0
547366 4 5 0 0
547376 4 5 0 0
547386 4 5 0 0
547396 4 5 0 0
547406 4 5 0 0
547416 4 5 0 0
547426 4 5 0 0
547436 4 5 0 0
547446 4 5 0 0
547456 4 5 0 0
547466 4 5 0 0
547476 4 5 0 0
547486 4 5 0 0
547496 4 5 0 0
547506 4 5 0 0
547516 4 5 0 0
547526 4 5 0 0
547536 4 5 0 0
547546 4 5 0 0
547556 4 5 0 0
547566 4 5 0 0
547576 4 5 0 0
547586 4 5 0 0
547596 4 5 0 0
547606 4 5 0 0
547616 4 5 0 0
547626 4 5 0 0
547636 4 5 0 0
547646 4 5 0 0
547656 4 5 0 0
547666 4 5 0 0
547676 4 5 0 0
547686 4 5 0 0
547696 4 5 0 0
547706 4 5 0 0
547716 4 5 0 0
547726 4 5 0 0
547736 4 5 0 0
547746 4 5 0 0
547756 4 5 0 0
547766 4 5 0 0
547776 4 5 0 0
547786 4 5 0 0
547796 4 5 0 0
547806 4 5 0 0
547816 4 5 0 0
547826 4 5 0 0
547836 4 5 0 0
547846 4 5 0 0
547856 4 5 0 0
547866 4 5 0 0
547876 4 5 0 0
547886 4 5 0 0
547896 4 5 0 0
547906 4 5 0 0
547916 4 5 0 0
547926 4 5 0 0
547936 4 5 0 0
547946 4 5 0 0
547956 4 5 0 0
547966 4 5 0 0
547976 4 5 0 0
547986 4 5 0 0
547996 4 5 0 0
548006 4 5 0 0
548016 4 5 0 0
548026 4 5 0 0
548036 4 5 0 0
548046 4 5 0 0
548056 4 5 0 0
548066 4 5 0 0
548076 4 5 0 0
548086 4 5 0 0
548096 4 5 0 0
548106 4 5 0 0
548116 4 5 0 0
548126 4 5 0 0
548136 4 5 0 0
548147 4 5 0 0
548157 4 5 0 0
548167 4 5 0 0
548177 4 5 0 0
548187 4 5 0 0
548197 4 5 0 0
548207 4 5 0 0
548216 4 5 0 0
548226 4 5 0 0
548236 4 5 0 0
548246 4 5 0 0
548256 4 5 0 0
548266 4 5 0 0
548276 4 5 0 0
548286 4 5 0 0
548296 4 5 0 0
548306 4 5 0 0
548316 4 5 0 0
548326 4 5 0 0
548336 4 5 0 0
548346 4 5 0 0
548356 4 5 0 0
548366 4 5 0 0
548376 4 5 0 0
548386 4 5 0 0
548396 4 5 0 0
548406 4 5 0 0
548416 4 5 0 0
548426 4 5 0 0
548436 4 5 0 0
548446 4 5 0 0
548456 4 5 0 0
548466 4 5 0 0
548476 4 5 0 0
548486 4 5 0 0
548496 4 5 0 0
548506 4 5 0 0
548516 4 5 0 0
548526 4 5 0 0
548536 4 5 0 0
548546 4 5 0 0
548556 4 5 0 0
548566 4 5 0 0
548576 4 5 0 0
548586 4 5 0 0
548596 4 5 0 0
548606 4 5 0 0
548616 4 5 0 0
548626 4 5 0 0
548636 4 5 0 0
548646 4 5 0 0
548656 4 5 0 0
548666 4 5 0 0
548676 4 5 0 0
548686 4 5 0 0
548696 4 5 0 0
548706 4 5 0 0
548716 4 5 0 0
548726 4 5 0 0
548736 4 5 0 0
548746 4 5 0 0
548756 4 5 0 0
548766 4 5 0 0
548776 4 5 0 0
548786 4 5 0 0
548796 4 5 0 0
548806 4 5 0 0
548816 4 5 0 0
548826 4 5 0 0
548836 4 5 0 0
548846 4 5 0 0
548856 4 5 0 0
548866 4 5 0 0
548876 4 5 0 0
548886 4 5 0 0
548896 4 5 0 0
548906 4 5 0 0
548916 4 5 0 0
548926 4 5 0 0
548936 4 5 0 0
548946 4 5 0 0
548956 4 5 0 0
548966 4 5 0 0
548976 4 5 0 0
548986 4 5 0 0
548996 4 5 0 0
549006 4 5 0 0
549016 4 5 0 0
549026 4 5 0 0
549036 4 5 0 0
549046 4 5 0 0
549056 4 5 0 0
549066 4 5 0 0
549076 4 5 0 0
549086 4 5 0 0
549096 4 5 0 0
549106 4 5 0 0
549116 4 5 0 0
549126 4 5 0 0
549136 4 5 0 0
549146 4 5 0 0
549156 4 5 0 0
549166 4 5 0 0
549176 4 5 0 0
549186 4 5 0 0
549196 4 5 0 0
549206 4 5 0 0
549216 4 5 0 0
549226 4 5 0 0
549236 4 5 0 0
549246 4 5 0 0
549256 4 5 0 0
549266 4 5 0 0
549276 4 5 0 0
549286 4 5 0 0
549296 4 5 0 0
549306 4 5 0 0
549316 4 5 0 0
549326 4 5 0 0
549336 4 5 0 0
549346 4 5 0 0
549356 4 5 0 0
549366 4 5 0 0
549376 4 5 0 0
549386 4 5 0 0
549396 4 5 0 0
549406 4 5 0 0
549416 4 5 0 0
549426 4 5 0 0
549436 4 5 0 0
549446 4 5 0 0
549456 4 5 0 0
549466 4 5 0 0
549476 4 5 0 0
549486 4 5 0 0
549496 4 5 0 0
549506 4 5 0 0
549516 4 5 0 0
549526 4 5 0 0
549536 4 5 0 0
549546 4 5 0 0
549556 4 5 0 0
549566 4 5 0 0
549576 4 5 0 0
549586 4 5 0 0
549596 4 5 0 0
549606 4 5 0 0
549616 4 5 0 0
549626 4 5 0 0
549636 4 5 0 0
549646 4 5 0 0
549656 4 5 0 0
549666 4 5 0 0
549676 4 5 0 0
549686 4 5 0 0
549696 4 5 0 0
549706 4 5 0 0
549716 4 5 0 0
549726 4 5 0 0
549736 4 5 0 0
549746 4 5 0 0
549756 4 5 0 0
549766 4 5 0 0
549776 4 5 0 0
549786 4 5 0 0
549796 4 5 0 0
549806 4 5 0 0
549816 4 5 0 0
549826 4 5 0 0
549836 4 5 0 0
549846 4 5 0 0
549856 4 5 0 0
549866 4 5 0 0
549876 4 5 0 0
549887 4 5 0 0
549897 4 5 0 0
549907 4 5 0 0
549917 4 5 0 0
549927 4 5 0 0
549937 4 5 0 0
549947 4 5 0 0
549956 4 5 0 0
549966 4 5 0 0
549976 4 5 0 0
549986 4 5 0 0
549996 4 5 0 0
550006 4 5 0 0
550016 4 5 0 0
550026 4 5 0 0
550036 4 5 0 0
550046 4 5 0 0
550056 4 5 0 0
550066 4 5 0 0
550076 4 5 0 0
550086 4 5 0 0
550096 4 5 0 0
550106 4 5 0 0
550116 4 5 0 0
550126 4 5 0 0
550136 4 5 0 0
550146 4 5 0 0
550156 4 5 0 0
550166 4 5 0 0
550176 4 5 0 0
550186 4 5 0 0
550196 4 5 0 0
550206 4 5 0 0
550216 4 5 0 0
550226 4 5 0 0
550236 4 5 0 0
550246 4 5 0 0
550256 4 5 0 0
550266 4 5 0 0
550276 4 5 0 0
550286 4 5 0 0
550296 4 5 0 0
550306 4 5 0 0
550316 4 5 0 0
550326 4 5 0 0
550336 4 5 0 0
550346 4 5 0 0
550356 4 5 0 0
550366 4 5 0 0
550376 4 5 0 0
550386 4 5 0 0
550396 4 5 0 0
550406 4 5 0 0
550416 4 5 0 0
550426 4 5 0 0
550436 4 5 0 0
550446 4 5 0 0
550456 4 5 0 0
550466 4 5 0 0
550476 4 5 0 0
550486 4 5 0 0
550496 4 5 0 0
550506 4 5 0 0
550516 4 5 0 0
550526 4 5 0 0
550536 4 5 0 0
550546 4 5 0 0
550556 4 5 0 0
550566 4 5 0 0
550576 4 5 0 0
550586 4 5 0 0
550596 4 5 0 0
550606 4 5 0 0
550616 4 5 0 0
550626 4 5 0 0
550636 4 5 0 0
550646 4 5 0 0
550656 4 5 0 0
550666 4 5 0 0
550676 4 5 0 0
550686 4 5 0 0
550696 4 5 0 0
550706 4 5 0 0
550716 4 5 0 0
550726 4 5 0 0
550736 4 5 0 0
550746 4 5 0 0
550756 4 5 0 0
550766 4 5 0 0
550776 4 5 0 0
550786 4 5 0 0
550796 4 5 0 0
550806 4 5 0 0
550816 4 5 0 0
550826 4 5 0 0
550836 4 5 0 0
550846 4 5 0 0
550856 4 5 0 0
550866 4 5 0 0
550876 4 5 0 0
550886 4 5 0 0
550896 4 5 0 0
550906 4 5 0 0
550916 4 5 0 0
550926 4 5 0 0
550936 4 5 0 0
550946 4 5 0 0
550956 4 5 0 0
550966 4 5 0 0
550976 4 5 0 0
550986 4 5 0 0
550996 4 5 0 0
551006 4 5 0 0
551016 4 5 0 0
551026 4 5 0 0
551036 4 5 0 0
551046 4 5 0 0
551056 4 5 0 0
551066 4 5 0 0
551076 4 5 0 0
551086 4 5 0 0
551096 4 5 0 0
551106 4 5 0 0
551116 4 5 0 0
551126 4 5 0 0
551136 4 5 0 0
551146 4 5 0 0
551156 4 5 0 0
551166 4 5 0 0
551176 4 5 0 0
551186 4 5 0 0
551196 4 5 0 0
551206 4 5 0 0
551216 4 5 0 0
551226 4 5 0 0
551236 4 5 0 0
551246 4 5 0 0
551256 4 5 0 0
551266 4 5 0 0
551276 4 5 0 0
551286 4 5 0 0
551296 4 5 0 0
551306 4 5 0 0
551316 4 5 0 0
551326 4 5 0 0
551336 4 5 0 0
551346 4 5 0 0
551356 4 5 0 0
551366 4 5 0 0
551376 4 5 0 0
551386 4 5 0 0
551396 4 5 0 0
551406 4 5 0 0
551416 4 5 0 0
551426 4 5 0 0
551436 4 5 0 0
551446 4 5 0 0
551456 4 5 0 0
551466 4 5 0 0
551476 4 5 0 0
551486 4 5 0 0
551496 4 5 0 0
551506 4 5 0 0
551516 4 5 0 0
551526 4 5 0 0
551536 4 5 0 0
551546 4 5 0 0
551556 4 5 0 0
551566 4 5 0 0
551576 4 5 0 0
551586 4 5 0 0
551596 4 5 0 0
551606 4 5 0 0
551616 4 5 0 0
551626 4 5 0 0
551637 4 5 0 0
551647 4 5 0 0
551657 4 5 0 0
551667 4 5 0 0
551677 4 5 0 0
551687 4 5 0 0
551696 4 5 0 0
551706 4 5 0 0
551716 4 5 0 0
551726 4 5 0 0
551736 4 5 0 0
551746 4 5 0 0
551756 4 5 0 0
551766 4 5 0 0
551776 4 5 0 0
551786 4 5 0 0
551796 4 5 0 0
551806 4 5 0 0
551816 4 5 0 0
551826 4 5 0 0
551836 4 5 0 0
551846 4 5 0 0
551856 4 5 0 0
551866 4 5 0 0
551876 4 5 0 0
551886 4 5 0 0
551896 4 5 0 0
551906 4 5 0 0
551916 4 5 0 0
551926 4 5 0 0
551936 4 5 0 0
551946 4 5 0 0
551956 4 5 0 0
551966 4 5 0 0
551976 4 5 0 0
551986 4 5 0 0
551996 4 5 0 0
552006 4 5 0 0
552016 4 5 0 0
552026 4 5 0 0
552036 4 5 0 0
552046 4 5 0 0
552056 4 5 0 0
552066 4 5 0 0
552076 4 5 0 0
552086 4 5 0 0
552096 4 5 0 0
552106 4 5 0 0
552116 4 5 0 0
552126 4 5 0 0
552136 4 5 0 0
552146 4 5 0 0
552156 4 5 0 0
552166 4 5 0 0
552176 4 5 0 0
552186 4 5 0 0
552196 4 5 0 0
552206 4 5 0 0
552216 4 5 0 0
552226 4 5 0 0
552236 4 5 0 0
552246 4 5 0 0
552256 4 5 0 0
552266 4 5 0 0
552276 4 5 0 0
552286 4 5 0 0
552296 4 5 0 0
552306 4 5 0 0
552316 4 5 0 0
552326 4 5 0 0
552336 4 5 0 0
552346 4 5 0 0
552356 4 5 0 0
552366 4 5 0 0
552376 4 5 0 0
552386 4 5 0 0
552396 4 5 0 0
552406 4 5 0 0
552416 4 5 0 0
552426 4 5 0 0
552436 4 5 0 0
552446 4 5 0 0
552456 4 5 0 0
552466 4 5 0 0
552476 4 5 0 0
552486 4 5 0 0
552496 4 5 0 0
552506 4 5 0 0
552516 4 5 0 0
552526 4 5 0 0
552536 4 5 0 0
552546 4 5 0 0
552556 4 5 0 0
552566 4 5 0 0
552576 4 5 0 0
552586 4 5 0 0
552596 4 5 0 0
552606 4 5 0 0
552616 4 5 0 0
552626 4 5 0 0
552636 4 5 0 0
552646 4 5 0 0
552656 4 5 0 0
552666 4 5 0 0
552676 4 5 0 0
552686 4 5 0 0
552696 4 5 0 0
552706 4 5 0 0
552716 4 5 0 0
552726 4 5 0 0
552736 4 5 0 0
552746 4 5 0 0
552756 4 5 0 0
552766 4 5 0 0
552776 4 5 0 0
552786 4 5 0 0
552796 4 5 0 0
552806 4 5 0 0
552816 4 5 0 0
552826 4 5 0 0
552836 4 5 0 0
552846 4 5 0 0
552856 4 5 0 0
552866 4 5 0 0
552876 4 5 0 0
552886 4 5 0 0
552896 4 5 0 0
552906 4 5 0 0
552916 4 5 0 0
552926 4 5 0 0
552936 4 5 0 0
552946 4 5 0 0
552956 4 5 0 0
552966 4 5 0 0
552976 4 5 0 0
552986 4 5 0 0
552996 4 5 0 0
553006 4 5 0 0
553016 4 5 0 0
553026 4 5 0 0
553036 4 5 0 0
553046 4 5 0 0
553056 4 5 0 0
553066 4 5 0 0
553076 4 5 0 0
553086 4 5 0 0
553096 4 5 0 0
553106 4 5 0 0
553116 4 5 0 0
553126 4 5 0 0
553136 4 5 0 0
553146 4 5 0 0
553156 4 5 0 0
553166 4 5 0 0
553176 4 5 0 0
553186 4 5 0 0
553196 4 5 0 0
553206 4 5 0 0
553216 4 5 0 0
553226 4 5 0 0
553236 4 5 0 0
553246 4 5 0 0
553256 4 5 0 0
553266 4 5 0 0
553276 4 5 0 0
553286 4 5 0 0
553296 4 5 0 0
553306 4 5 0 0
553316 4 5 0 0
553326 4 5 0 0
553336 4 5 0 0
553346 4 5 0 0
553356 4 5 0 0
553366 4 5 0 0
553376 4 5 0 0
553387 4 5 0 0
553397 4 5 0 0
553407 4 5 0 0
553417 4 5 0 0
553427 4 5 0 0
553437 4 5 0 0
553447 4 5 0 0
553456 4 5 0 0
553466 4 5 0 0
553476 4 5 0 0
553486 4 5 0 0
553496 4 5 0 0
553506 4 5 0 0
553516 4 5 0 0
553526 4 5 0 0
553536 4 5 0 0
553546 4 5 0 0
553556 4 5 0 0
553566 4 5 0 0
553576 4 5 0 0
553586 4 5 0 0
553596 4 5 0 0
553606 4 5 0 0
553616 4 5 0 0
553626 4 5 0 0
553636 4 5 0 0
553646 4 5 0 0
553656 4 5 0 0
553666 4 5 0 0
553676 4 5 0 0
553686 4 5 0 0
553696 4 5 0 0
553706 4 5 0 0
553716 4 5 0 0
553726 4 5 0 0
553736 4 5 0 0
553746 4 5 0 0
553756 4 5 0 0
553766 4 5 0 0
553776 4 5 0 0
553786 4 5 0 0
553796 4 5 0 0
553806 4 5 0 0
553816 4 5 0 0
553826 4 5 0 0
553836 4 5 0 0
553846 4 5 0 0
553856 4 5 0 0
553866 4 5 0 0
553876 4 5 0 0
553886 4 5 0 0
553896 4 5 0 0
553906 4 5 0 0
553916 4 5 0 0
553926 4 5 0 0
553936 4 5 0 0
553946 4 5 0 0
553956 4 5 0 0
553966 4 5 0 0
553976 4 5 0 0
553986 4 5 0 0
553996 4 5 0 0
554006 4 5 0 0
554016 4 5 0 0
554026 4 5 0 0
554036 4 5 0 0
554046 4 5 0 0
554056 4 5 0 0
554066 4 5 0 0
554076 4 5 0 0
554086 4 5 0 0
554096 4 5 0 0
554106 4 5 0 0
554116 4 5 0 0
554126 4 5 0 0
554136 4 5 0 0
554146 4 5 0 0
554156 4 5 0 0
554166 4 5 0 0
554176 4 5 0 0
554186 4 5 0 0
554196 4 5 0 0
554206 4 5 0 0
554216 4 5 0 0
554226 4 5 0 0
554236 4 5 0 0
554246 4 5 0 0
554256 4 5 0 0
554266 4 5 0 0
554276 4 5 0 0
554286 4 5 0 0
554296 4 5 0 0
554306 4 5 0 0
554316 4 5 0 0
554326 4 5 0 0
554336 4 5 0 0
554346 4 5 0 0
554356 4 5 0 0
554366 4 5 0 0
554376 4 5 0 0
554386 4 5 0 0
554396 4 5 0 0
554406 4 5 0 0
554416 4 5 0 0
554426 4 5 0 0
554436 4 5 0 0
554446 4 5 0 0
554456 4 5 0 0
554466 4 5 0 0
554476 4 5 0 0
554486 4 5 0 0
554496 4 5 0 0
554506 4 5 0 0
554516 4 5 0 0
554526 4 5 0 0
554536 4 5 0 0
554546 4 5 0 0
554556 4 5 0 0
554566 4 5 0 0
554576 4 5 0 0
554586 4 5 0 0
554596 4 5 0 0
554606 4 5 0 0
554616 4 5 0 0
554626 4 5 0 0
554636 4 5 0 0
554646 4 5 0 0
554656 4 5 0 0
554666 4 5 0 0
554676 4 5 0 0
554686 4 5 0 0
554696 4 5 0 0
554706 4 5 0 0
554716 4 5 0 0
554726 4 5 0 0
554736 4 5 0 0
554746 4 5 0 0
554756 4 5 0 0
554766 4 5 0 0
554776 4 5 0 0
554786 4 5 0 0
554796 4 5 0 0
554806 4 5 0 0
554816 4 5 0 0
554826 4 5 0 0
554836 4 5 0 0
554846 4 5 0 0
554856 4 5 0 0
554866 4 5 0 0
554876 4 5 0 0
554886 4 5 0 0
554896 4 5 0 0
554906 4 5 0 0
554916 4 5 0 0
554926 4 5 0 0
554936 4 5 0 0
554946 4 5 0 0
554956 4 5 0 0
554966 4 5 0 0
554976 4 5 0 0
554986 4 5 0 0
554996 4 5 0 0
555006 4 5 0 0
555016 4 5 0 0
555026 4 5 0 0
555036 4 5 0 0
555046 4 5 0 0
555056 4 5 0 0
555066 4 5 0 0
555076 4 5 0 0
555086 4 5 0 0
555096 4 5 0 0
555106 4 5 0 0
555116 4 5 0 0
555126 4 5 0 0
555136 4 5 0 0
555147 4 5 0 0
555157 4 5 0 0
555167 4 5 0 0
555177 4 5 0 0
555187 4 5 0 0
555197 4 5 0 0
555206 4 5 0 0
555216 4 5 0 0
555226 4 5 0 0
555236 4 5 0 0
555246 4 5 0 0
555256 4 5 0 0
555266 4 5 0 0
555276 4 5 0 0
555286 4 5 0 0
555296 4 5 0 0
555306 4 5 0 0
555316 4 5 0 0
555326 4 5 0 0
555336 4 5 0 0
555346 4 5 0 0
555356 4 5 0 0
555366 4 5 0 0
555376 4 5 0 0
555386 4 5 0 0
555396 4 5 0 0
555406 4 5 0 0
555416 4 5 0 0
555426 4 5 0 0
555436 4 5 0 0
555446 4 5 0 0
555456 4 5 0 0
555466 4 5 0 0
555476 4 5 0 0
555486 4 5 0 0
555496 4 5 0 0
555506 4 5 0 0
555516 4 5 0 0
555526 4 5 0 0
555536 4 5 0 0
555546 4 5 0 0
555556 4 5 0 0
555566 4 5 0 0
555576 4 5 0 0
555586 4 5 0 0
555596 4 5 0 0
555606 4 5 0 0
555616 4 5 0 0
555626 4 5 0 0
555636 4 5 0 0
555646 4 5 0 0
555656 4 5 0 0
555666 4 5 0 0
555676 4 5 0 0
555686 4 5 0 0
555696 4 5 0 0
555706 4 5 0 0
555716 4 5 0 0
555726 4 5 0 0
555736 4 5 0 0
555746 4 5 0 0
555756 4 5 0 0
555766 4 5 0 0
555776 4 5 0 0
555786 4 5 0 0
555796 4 5 0 0
555806 4 5 0 0
555816 4 5 0 0
555826 4 5 0 0
555836 4 5 0 0
555846 4 5 0 0
555856 4 5 0 0
555866 4 5 0 0
555876 4 5 0 0
555886 4 5 0 0
555896 4 5 0 0
555906 4 5 0 0
555916 4 5 0 0
555926 4 5 0 0
555936 4 5 0 0
555946 4 5 0 0
555956 4 5 0 0
555966 4 5 0 0
555976 4 5 0 0
555986 4 5 0 0
555996 4 5 0 0
556006 4 5 0 0
556016 4 5 0 0
556026 4 5 0 0
556036 4 5 0 0
556046 4 5 0 0
556056 4 5 0 0
556066 4 5 0 0
556076 4 5 0 0
556086 4 5 0 0
556096 4 5 0 0
556106 4 5 0 0
556116 4 5 0 0
556126 4 5 0 0
556136 4 5 0 0
556146 4 5 0 0
556156 4 5 0 0
556166 4 5 0 0
556176 4 5 0 0
556186 4 5 0 0
556196 4 5 0 0
556206 4 5 0 0
556216 4 5 0 0
556226 4 5 0 0
556236 4 5 0 0
556246 4 5 0 0
556256 4 5 0 0
556266 4 5 0 0
556276 4 5 0 0
556286 4 5 0 0
556296 4 5 0 0
556306 4 5 0 0
556316 4 5 0 0
556326 4 5 0 0
556336 4 5 0 0
556346 4 5 0 0
556356 4 5 0 0
556366 4 5 0 0
556376 4 5 0 0
556386 4 5 0 0
556396 4 5 0 0
556406 4 5 0 0
556416 4 5 0 0
556426 4 5 0 0
556436 4 5 0 0
556446 4 5 0 0
556456 4 5 0 0
556466 4 5 0 0
556476 4 5 0 0
556486 4 5 0 0
556496 4 5 0 0
556506 4 5 0 0
556516 4 5 0 0
556526 4 5 0 0
556536 4 5 0 0
556546 4 5 0 0
556556 4 5 0 0
556566 4 5 0 0
556576 4 5 0 0
556586 4 5 0 0
556596 4 5 0 0
556606 4 5 0 0
556616 4 5 0 0
556626 4 5 0 0
556636 4 5 0 0
556646 4 5 0 0
556656 4 5 0 0
556666 4 5 0 0
556676 4 5 0 0
556686 4 5 0 0
556696 4 5 0 0
556706 4 5 0 0
556716 4 5 0 0
556726 4 5 0 0
556736 4 5 0 0
556746 4 5 0 0
556756 4 5 0 0
556766 4 5 0 0
556776 4 5 0 0
556786 4 5 0 0
556796 4 5 0 0
556806 4 5 0 0
556816 4 5 0 0
556826 4 5 0 0
556836 4 5 0 0
556846 4 5 0 0
556856 4 5 0 0
556866 4 5 0 0
556877 4 5 0 0
556887 4 5 0 0
556897 4 5 0 0
556907 4 5 0 0
556917 4 5 0 0
556927 4 5 0 0
556936 4 5 0 0
556946 4 5 0 0
556956 4 5 0 0
556966 4 5 0 0
556976 4 5 0 0
556986 4 5 0 0
556996 4 5 0 0
557006 4 5 0 0
557016 4 5 0 0
557026 4 5 0 0
557036 4 5 0 0
557046 4 5 0 0
557056 4 5 0 0
557066 4 5 0 0
557076 4 5 0 0
557086 4 5 0 0
557096 4 5 0 0
557106 4 5 0 0
557116 4 5 0 0
557126 4 5 0 0
557136 4 5 0 0
557146 4 5 0 0
557156 4 5 0 0
557166 4 5 0 0
557176 4 5 0 0
557186 4 5 0 0
557196 4 5 0 0
557206 4 5 0 0
557216 4 5 0 0
557226 4 5 0 0
557236 4 5 0 0
557246 4 5 0 0
557256 4 5 0 0
557266 4 5 0 0
557276 4 5 0 0
557286 4 5 0 0
557296 4 5 0 0
557306 4 5 0 0
557316 4 5 0 0
557326 4 5 0 0
557336 4 5 0 0
557346 4 5 0 0
557356 4 5 0 0
557366 4 5 0 0
557376 4 5 0 0
557386 4 5 0 0
557396 4 5 0 0
557406 4 5 0 0
557416 4 5 0 0
557426 4 5 0 0
557436 4 5 0 0
557446 4 5 0 0
557456 4 5 0 0
557466 4 5 0 0
557476 4 5 0 0
557486 4 5 0 0
557496 4 5 0 0
557506 4 5 0 0
557516 4 5 0 0
557526 4 5 0 0
557536 4 5 0 0
557546 4 5 0 0
557556 4 5 0 0
557566 4 5 0 0
557576 4 5 0 0
557586 4 5 0 0
557596 4 5 0 0
557606 4 5 0 0
557616 4 5 0 0
557626 4 5 0 0
557636 4 5 0 0
557646 4 5 0 0
557656 4 5 0 0
557666 4 5 0 0
557676 4 5 0 0
557686 4 5 0 0
557696 4 5 0 0
557706 4 5 0 0
557716 4 5 0 0
557726 4 5 0 0
557736 4 5 0 0
557746 4 5 0 0
557756 4 5 0 0
557766 4 5 0 0
557776 4 5 0 0
557786 4 5 0 0
557796 4 5 0 0
557806 4 5 0 0
557816 4 5 0 0
557826 4 5 0 0
557836 4 5 0 0
557846 4 5 0 0
557856 4 5 0 0
557866 4 5 0 0
557876 4 5 0 0
557886 4 5 0 0
557896 4 5 0 0
557906 4 5 0 0
557916 4 5 0 0
557926 4 5 0 0
557936 4 5 0 0
557946 4 5 0 0
557956 4 5 0 0
557966 4 5 0 0
557976 4 5 0 0
557986 4 5 0 0
557996 4 5 0 0
558006 4 5 0 0
558016 4 5 0 0
558026 4 5 0 0
558036 4 5 0 0
558046 4 5 0 0
558056 4 5 0 0
558066 4 5 0 0
558076 4 5 0 0
558086 4 5 0 0
558096 4 5 0 0
558106 4 5 0 0
558116 4 5 0 0
558126 4 5 0 0
558136 4 5 0 0
558146 4 5 0 0
558156 4 5 0 0
558166 4 5 0 0
558176 4 5 0 0
558186 4 5 0 0
558196 4 5 0 0
558206 4 5 0 0
558216 4 5 0 0
558226 4 5 0 0
558236 4 5 0 0
558246 4 5 0 0
558256 4 5 0 0
558266 4 5 0 0
558276 4 5 0 0
558286 4 5 0 0
558296 4 5 0 0
558306 4 5 0 0
558316 4 5 0 0
558326 4 5 0 0
558336 4 5 0 0
558346 4 5 0 0
558356 4 5 0 0
558366 4 5 0 0
558376 4 5 0 0
558386 4 5 0 0
558396 4 5 0 0
558406 4 5 0 0
558416 4 5 0 0
558426 4 5 0 0
558436 4 5 0 0
558446 4 5 0 0
558456 4 5 0 0
558466 4 5 0 0
558476 4 5 0 0
558486 4 5 0 0
558496 4 5 0 0
558506 4 5 0 0
558516 4 5 0 0
558526 4 5 0 0
558536 4 5 0 0
558546 4 5 0 0
558556 4 5 0 0
558566 4 5 0 0
558576 4 5 0 0
558586 4 5 0 0
558596 4 5 0 0
558606 4 5 0 0
558616 4 5 0 0
558626 4 5 0 0
558636 4 5 0 0
558647 4 5 0 0
558657 4 5 0 0
558667 4 5 0 0
558677 4 5 0 0
558687 4 5 0 0
558697 4 5 0 0
558707 4 5 0 0
558716 4 5 0 0
558726 4 5 0 0
558736 4 5 0 0
558746 4 5 0 0
558756 4 5 0 0
558766 4 5 0 0
558776 4 5 0 0
558786 4 5 0 0
558796 4 5 0 0
558806 4 5 0 0
558816 4 5 0 0
558826 4 5 0 0
558836 4 5 0 0
558846 4 5 0 0
558856 4 5 0 0
558866 4 5 0 0
558876 4 5 0 0
558886 4 5 0 0
558896 4 5 0 0
558906 4 5 0 0
558916 4 5 0 0
558926 4 5 0 0
558936 4 5 0 0
558946 4 5 0 0
558956 4 5 0 0
558966 4 5 0 0
558976 4 5 0 0
558986 4 5 0 0
558996 4 5 0 0
559006 4 5 0 0
559016 4 5 0 0
559026 4 5 0 0
559036 4 5 0 0
559046 4 5 0 0
559056 4 5 0 0
559066 4 5 0 0
559076 4 5 0 0
559086 4 5 0 0
559096 4 5 0 0
559106 4 5 0 0
559116 4 5 0 0
559126 4 5 0 0
559136 4 5 0 0
559146 4 5 0 0
559156 4 5 0 0
559166 4 5 0 0
559176 4 5 0 0
559186 4 5 0 0
559196 4 5 0 0
559206 4 5 0 0
559216 4 5 0 0
559226 4 5 0 0
559236 4 5 0 0
559246 4 5 0 0
559256 4 5 0 0
559266 4 5 0 0
559276 4 5 0 0
559286 4 5 0 0
559296 4 5 0 0
559306 4 5 0 0
559316 4 5 0 0
559326 4 5 0 0
559336 4 5 0 0
559346 4 5 0 0
559356 4 5 0 0
559366 4 5 0 0
559376 4 5 0 0
559386 4 5 0 0
559396 4 5 0 0
559406 4 5 0 0
559416 4 5 0 0
559426 4 5 0 0
559436 4 5 0 0
559446 4 5 0 0
559456 4 5 0 0
559466 4 5 0 0
559476 4 5 0 0
559486 4 5 0 0
559496 4 5 0 0
559506 4 5 0 0
559516 4 5 0 0
559526 4 5 0 0
559536 4 5 0 0
559546 4 5 0 0
559556 4 5 0 0
559566 4 5 0 0
559576 4 5 0 0
559586 4 5 0 0
559596 4 5 0 0
559606 4 5 0 0
559616 4 5 0 0
