t_o r_p l_p r_v l_v
1387896 4 5 0 0
1387906 4 5 0 0
1387916 4 5 0 0
1387926 4 5 0 0
1387936 4 5 0 0
1387946 4 5 0 0
1387956 4 5 0 0
1387966 4 5 0 0
1387976 4 5 0 0
1387986 4 5 0 0
1387996 4 5 0 0
1388007 4 5 0 0
1388017 4 5 0 0
1388027 4 5 0 0
1388037 4 5 0 0
1388047 4 5 0 0
1388057 4 5 0 0
1388067 4 5 0 0
1388077 4 5 0 0
1388086 4 5 0 0
1388096 4 5 0 0
1388106 4 5 0 0
1388116 4 5 0 0
1388126 4 5 0 0
1388136 4 5 0 0
1388146 4 5 0 0
1388156 4 5 0 0
1388166 4 5 0 0
1388176 4 5 0 0
1388186 4 5 0 0
1388196 4 5 0 0
1388206 4 5 0 0
1388216 4 5 0 0
1388226 4 5 0 0
1388236 4 5 0 0
1388246 4 5 0 0
1388256 4 5 0 0
1388266 4 5 0 0
1388276 4 5 0 0
1388286 4 5 0 0
1388296 4 5 0 0
1388306 4 5 0 0
1388316 4 5 0 0
1388326 4 5 0 0
1388336 4 5 0 0
1388346 4 5 0 0
1388356 4 5 0 0
1388366 4 5 0 0
1388376 4 5 0 0
1388386 4 5 0 0
1388396 4 5 0 0
1388406 4 5 0 0
1388416 4 5 0 0
1388426 4 5 0 0
1388436 4 5 0 0
1388446 4 5 0 0
1388456 4 5 0 0
1388466 4 5 0 0
1388476 4 5 0 0
1388486 4 5 0 0
1388496 4 5 0 0
1388506 4 5 0 0
1388516 4 5 0 0
1388526 4 5 0 0
1388536 4 5 0 0
1388546 4 5 0 0
1388556 4 5 0 0
1388566 4 5 0 0
1388576 4 5 0 0
1388586 4 5 0 0
1388596 4 5 0 0
1388606 4 5 0 0
1388616 4 5 0 0
1388626 4 5 0 0
1388636 4 5 0 0
1388646 4 5 0 0
1388656 4 5 0 0
1388666 4 5 0 0
1388676 4 5 0 0
1388686 4 5 0 0
1388696 4 5 0 0
1388706 4 5 0 0
1388716 4 5 0 0
1388726 4 5 0 0
1388736 4 5 0 0
1388746 4 5 0 0
1388756 4 5 0 0
1388766 4 5 0 0
1388776 4 5 0 0
1388786 4 5 0 0
1388796 4 5 0 0
1388806 4 5 0 0
1388816 4 5 0 0
1388826 4 5 0 0
1388836 4 5 0 0
1388846 4 5 0 0
1388856 4 5 0 0
1388866 4 5 0 0
1388876 4 5 0 0
1388886 4 5 0 0
1388896 4 5 0 0
1388906 4 5 0 0
1388916 4 5 0 0
1388926 4 5 0 0
1388936 4 5 0 0
1388946 4 5 0 0
1388956 4 5 0 0
1388966 4 5 0 0
1388976 4 5 0 0
1388986 4 5 0 0
1388996 4 5 0 0
1389006 4 5 0 0
1389016 4 5 0 0
1389026 4 5 0 0
1389036 4 5 0 0
1389046 4 5 0 0
1389056 4 5 0 0
1389066 4 5 0 0
1389076 4 5 0 0
1389086 4 5 0 0
1389096 4 5 0 0
1389106 4 5 0 0
1389116 4 5 0 0
1389126 4 5 0 0
1389136 4 5 0 0
1389146 4 5 0 0
1389156 4 5 0 0
1389166 4 5 0 0
1389176 4 5 0 0
1389186 4 5 0 0
1389196 4 5 0 0
1389206 4 5 0 0
1389216 4 5 0 0
1389226 4 5 0 0
1389236 4 5 0 0
1389246 4 5 0 0
1389256 4 5 0 0
1389266 4 5 0 0
1389276 4 5 0 0
1389286 4 5 0 0
1389296 4 5 0 0
1389306 4 5 0 0
1389316 4 5 0 0
1389326 4 5 0 0
1389336 4 5 0 0
1389346 4 5 0 0
1389356 4 5 0 0
1389366 4 5 0 0
1389376 4 5 0 0
1389386 4 5 0 0
1389396 4 5 0 0
1389406 4 5 0 0
1389416 4 5 0 0
1389426 4 5 0 0
1389436 4 5 0 0
1389446 4 5 0 0
1389456 4 5 0 0
1389466 4 5 0 0
1389476 4 5 0 0
1389486 4 5 0 0
1389496 4 5 0 0
1389506 4 5 0 0
1389516 4 5 0 0
1389526 4 5 0 0
1389536 4 5 0 0
1389546 4 5 0 0
1389556 4 5 0 0
1389566 4 5 0 0
1389576 4 5 0 0
1389586 4 5 0 0
1389596 4 5 0 0
1389606 4 5 0 0
1389616 4 5 0 0
1389626 4 5 0 0
1389636 4 5 0 0
1389646 4 5 0 0
1389656 4 5 0 0
1389666 4 5 0 0
1389676 4 5 0 0
1389686 4 5 0 0
1389696 4 5 0 0
1389706 4 5 0 0
1389716 4 5 0 0
1389726 4 5 0 0
1389736 4 5 0 0
1389746 4 5 0 0
1389756 4 5 0 0
1389766 4 5 0 0
1389776 4 5 0 0
1389786 4 5 0 0
1389796 4 5 0 0
1389806 4 5 0 0
1389816 4 5 0 0
1389826 4 5 0 0
1389836 4 5 0 0
1389846 4 5 0 0
1389856 4 5 0 0
1389866 4 5 0 0
1389876 4 5 0 0
1389886 4 5 0 0
1389896 4 5 0 0
1389906 4 5 0 0
1389916 4 5 0 0
1389926 4 5 0 0
1389936 4 5 0 0
1389946 4 5 0 0
1389956 4 5 0 0
1389966 4 5 0 0
1389976 4 5 0 0
1389986 4 5 0 0
1389996 4 5 0 0
1390006 4 5 0 0
1390016 4 5 0 0
1390026 4 5 0 0
1390036 4 5 0 0
1390046 4 5 0 0
1390056 4 5 0 0
1390066 4 5 0 0
1390076 4 5 0 0
1390086 4 5 0 0
1390097 4 5 0 0
1390107 4 5 0 0
1390117 4 5 0 0
1390127 4 5 0 0
1390137 4 5 0 0
1390147 4 5 0 0
1390157 4 5 0 0
1390167 4 5 0 0
1390177 4 5 0 0
1390187 4 5 0 0
1390196 4 5 0 0
1390206 4 5 0 0
1390216 4 5 0 0
1390226 4 5 0 0
1390236 4 5 0 0
1390246 4 5 0 0
1390256 4 5 0 0
1390266 4 5 0 0
1390276 4 5 0 0
1390286 4 5 0 0
1390296 4 5 0 0
1390306 4 5 0 0
1390316 4 5 0 0
1390326 4 5 0 0
1390336 4 5 0 0
1390346 4 5 0 0
1390356 4 5 0 0
1390366 4 5 0 0
1390376 4 5 0 0
1390386 4 5 0 0
1390396 4 5 0 0
1390406 4 5 0 0
1390416 4 5 0 0
1390426 4 5 0 0
1390436 4 5 0 0
1390446 4 5 0 0
1390456 4 5 0 0
1390466 4 5 0 0
1390476 4 5 0 0
1390486 4 5 0 0
1390496 4 5 0 0
1390506 4 5 0 0
1390516 4 5 0 0
1390526 4 5 0 0
1390536 4 5 0 0
1390546 4 5 0 0
1390556 4 5 0 0
1390566 4 5 0 0
1390576 4 5 0 0
1390586 4 5 0 0
1390596 4 5 0 0
1390606 4 5 0 0
1390616 4 5 0 0
1390626 4 5 0 0
1390636 4 5 0 0
1390646 4 5 0 0
1390656 4 5 0 0
1390666 4 5 0 0
1390676 4 5 0 0
1390686 4 5 0 0
1390696 4 5 0 0
1390706 4 5 0 0
1390716 4 5 0 0
1390726 4 5 0 0
1390736 4 5 0 0
1390746 4 5 0 0
1390756 4 5 0 0
1390766 4 5 0 0
1390776 4 5 0 0
1390786 4 5 0 0
1390796 4 5 0 0
1390806 4 5 0 0
1390816 4 5 0 0
1390826 4 5 0 0
1390836 4 5 0 0
1390846 4 5 0 0
1390856 4 5 0 0
1390866 4 5 0 0
1390876 4 5 0 0
1390886 4 5 0 0
1390896 4 5 0 0
1390906 4 5 0 0
1390916 4 5 0 0
1390926 4 5 0 0
1390936 4 5 0 0
1390946 4 5 0 0
1390956 4 5 0 0
1390966 4 5 0 0
1390976 4 5 0 0
1390986 4 5 0 0
1390996 4 5 0 0
1391006 4 5 0 0
1391016 4 5 0 0
1391026 4 5 0 0
1391036 4 5 0 0
1391046 4 5 0 0
1391056 4 5 0 0
1391066 4 5 0 0
1391076 4 5 0 0
1391086 4 5 0 0
1391096 4 5 0 0
1391106 4 5 0 0
1391116 4 5 0 0
1391126 4 5 0 0
1391136 4 5 0 0
1391146 4 5 0 0
1391156 4 5 0 0
1391166 4 5 0 0
1391176 4 5 0 0
1391186 4 5 0 0
1391196 4 5 0 0
1391206 4 5 0 0
1391216 4 5 0 0
1391226 4 5 0 0
1391236 4 5 0 0
1391246 4 5 0 0
1391256 4 5 0 0
1391266 4 5 0 0
1391276 4 5 0 0
1391286 4 5 0 0
1391296 4 5 0 0
1391306 4 5 0 0
1391316 4 5 0 0
1391326 4 5 0 0
1391336 4 5 0 0
1391346 4 5 0 0
1391356 4 5 0 0
1391366 4 5 0 0
1391376 4 5 0 0
1391386 4 5 0 0
1391396 4 5 0 0
1391406 4 5 0 0
1391416 4 5 0 0
1391426 4 5 0 0
1391436 4 5 0 0
1391446 4 5 0 0
1391456 4 5 0 0
1391466 4 5 0 0
1391476 4 5 0 0
1391486 4 5 0 0
1391496 4 5 0 0
1391506 4 5 0 0
1391516 4 5 0 0
1391526 4 5 0 0
1391536 4 5 0 0
1391546 4 5 0 0
1391556 4 5 0 0
1391566 4 5 0 0
1391576 4 5 0 0
1391586 4 5 0 0
1391596 4 5 0 0
1391606 4 5 0 0
1391616 4 5 0 0
1391626 4 5 0 0
1391636 4 5 0 0
1391646 4 5 0 0
1391656 4 5 0 0
1391666 4 5 0 0
1391676 4 5 0 0
1391686 4 5 0 0
1391696 4 5 0 0
1391706 4 5 0 0
1391716 4 5 0 0
1391726 4 5 0 0
1391736 4 5 0 0
1391746 4 5 0 0
1391756 4 5 0 0
1391766 4 5 0 0
1391776 4 5 0 0
1391786 4 5 0 0
1391796 4 5 0 0
1391806 4 5 0 0
1391816 4 5 0 0
1391826 4 5 0 0
1391836 4 5 0 0
1391846 4 5 0 0
1391856 4 5 0 0
1391866 4 5 0 0
1391876 4 5 0 0
1391886 4 5 0 0
1391896 4 5 0 0
1391906 4 5 0 0
1391916 4 5 0 0
1391926 4 5 0 0
1391936 4 5 0 0
1391946 4 5 0 0
1391956 4 5 0 0
1391966 4 5 0 0
1391976 4 5 0 0
1391986 4 5 0 0
1391996 4 5 0 0
1392006 4 5 0 0
1392016 4 5 0 0
1392026 4 5 0 0
1392036 4 5 0 0
1392046 4 5 0 0
1392056 4 5 0 0
1392066 4 5 0 0
1392076 4 5 0 0
1392086 4 5 0 0
1392096 4 5 0 0
1392106 4 5 0 0
1392116 4 5 0 0
1392126 4 5 0 0
1392136 4 5 0 0
1392146 4 5 0 0
1392156 4 5 0 0
1392166 4 5 0 0
1392176 4 5 0 0
1392187 4 5 0 0
1392197 4 5 0 0
1392207 4 5 0 0
1392217 4 5 0 0
1392227 4 5 0 0
1392237 4 5 0 0
1392247 4 5 0 0
1392257 4 5 0 0
1392266 4 5 0 0
1392276 4 5 0 0
1392286 4 5 0 0
1392296 4 5 0 0
1392306 4 5 0 0
1392316 4 5 0 0
1392326 4 5 0 0
1392336 4 5 0 0
1392346 4 5 0 0
1392356 4 5 0 0
1392366 4 5 0 0
1392376 4 5 0 0
1392386 4 5 0 0
1392396 4 5 0 0
1392406 4 5 0 0
1392416 4 5 0 0
1392426 4 5 0 0
1392436 4 5 0 0
1392446 4 5 0 0
1392456 4 5 0 0
1392466 4 5 0 0
1392476 4 5 0 0
1392486 4 5 0 0
1392496 4 5 0 0
1392506 4 5 0 0
1392516 4 5 0 0
1392526 4 5 0 0
1392536 4 5 0 0
1392546 4 5 0 0
1392556 4 5 0 0
1392566 4 5 0 0
1392576 4 5 0 0
1392586 4 5 0 0
1392596 4 5 0 0
1392606 4 5 0 0
1392616 4 5 0 0
1392626 4 5 0 0
1392636 4 5 0 0
1392646 4 5 0 0
1392656 4 5 0 0
1392666 4 5 0 0
1392676 4 5 0 0
1392686 4 5 0 0
1392696 4 5 0 0
1392706 4 5 0 0
1392716 4 5 0 0
1392726 4 5 0 0
1392736 4 5 0 0
1392746 4 5 0 0
1392756 4 5 0 0
1392766 4 5 0 0
1392776 4 5 0 0
1392786 4 5 0 0
1392796 4 5 0 0
1392806 4 5 0 0
1392816 4 5 0 0
1392826 4 5 0 0
1392836 4 5 0 0
1392846 4 5 0 0
1392856 4 5 0 0
1392866 4 5 0 0
1392876 4 5 0 0
1392886 4 5 0 0
1392896 4 5 0 0
1392906 4 5 0 0
1392916 4 5 0 0
1392926 4 5 0 0
1392936 4 5 0 0
1392946 4 5 0 0
1392956 4 5 0 0
1392966 4 5 0 0
1392976 4 5 0 0
1392986 4 5 0 0
1392996 4 5 0 0
1393006 4 5 0 0
1393016 4 5 0 0
1393026 4 5 0 0
1393036 4 5 0 0
1393046 4 5 0 0
1393056 4 5 0 0
1393066 4 5 0 0
1393076 4 5 0 0
1393086 4 5 0 0
1393096 4 5 0 0
1393106 4 5 0 0
1393116 4 5 0 0
1393126 4 5 0 0
1393136 4 5 0 0
1393146 4 5 0 0
1393156 4 5 0 0
1393166 4 5 0 0
1393176 4 5 0 0
1393186 4 5 0 0
1393196 4 5 0 0
1393206 4 5 0 0
1393216 4 5 0 0
1393226 4 5 0 0
1393236 4 5 0 0
1393246 4 5 0 0
1393256 4 5 0 0
1393266 4 5 0 0
1393276 4 5 0 0
1393286 4 5 0 0
1393296 4 5 0 0
1393306 4 5 0 0
1393316 4 5 0 0
1393326 4 5 0 0
1393336 4 5 0 0
1393346 4 5 0 0
1393356 4 5 0 0
1393366 4 5 0 0
1393376 4 5 0 0
1393386 4 5 0 0
1393396 4 5 0 0
1393406 4 5 0 0
1393416 4 5 0 0
1393426 4 5 0 0
1393436 4 5 0 0
1393446 4 5 0 0
1393456 4 5 0 0
1393466 4 5 0 0
1393476 4 5 0 0
1393486 4 5 0 0
1393496 4 5 0 0
1393506 4 5 0 0
1393516 4 5 0 0
1393526 4 5 0 0
1393536 4 5 0 0
1393546 4 5 0 0
1393556 4 5 0 0
1393566 4 5 0 0
1393576 4 5 0 0
1393586 4 5 0 0
1393596 4 5 0 0
1393606 4 5 0 0
1393616 4 5 0 0
1393626 4 5 0 0
1393636 4 5 0 0
1393646 4 5 0 0
1393656 4 5 0 0
1393666 4 5 0 0
1393676 4 5 0 0
1393686 4 5 0 0
1393696 4 5 0 0
1393706 4 5 0 0
1393716 4 5 0 0
1393726 4 5 0 0
1393736 4 5 0 0
1393746 4 5 0 0
1393756 4 5 0 0
1393766 4 5 0 0
1393776 4 5 0 0
1393786 4 5 0 0
1393796 4 5 0 0
1393806 4 5 0 0
1393816 4 5 0 0
1393826 4 5 0 0
1393836 4 5 0 0
1393846 4 5 0 0
1393856 4 5 0 0
1393866 4 5 0 0
1393876 4 5 0 0
1393886 4 5 0 0
1393896 4 5 0 0
1393906 4 5 0 0
1393916 4 5 0 0
1393926 4 5 0 0
1393936 4 5 0 0
1393946 4 5 0 0
1393956 4 5 0 0
1393966 4 5 0 0
1393976 4 5 0 0
1393986 4 5 0 0
1393996 4 5 0 0
1394006 4 5 0 0
1394016 4 5 0 0
1394026 4 5 0 0
1394036 4 5 0 0
1394046 4 5 0 0
1394056 4 5 0 0
1394066 4 5 0 0
1394076 4 5 0 0
1394086 4 5 0 0
1394096 4 5 0 0
1394106 4 5 0 0
1394116 4 5 0 0
1394126 4 5 0 0
1394136 4 5 0 0
1394146 4 5 0 0
1394156 4 5 0 0
1394166 4 5 0 0
1394176 4 5 0 0
1394186 4 5 0 0
1394196 4 5 0 0
1394206 4 5 0 0
1394216 4 5 0 0
1394226 4 5 0 0
1394237 4 5 0 0
1394247 4 5 0 0
1394257 4 5 0 0
1394267 4 5 0 0
1394277 4 5 0 0
1394287 4 5 0 0
1394297 4 5 0 0
1394307 4 5 0 0
1394316 4 5 0 0
1394326 4 5 0 0
1394336 4 5 0 0
1394346 4 5 0 0
1394356 4 5 0 0
1394366 4 5 0 0
1394376 4 5 0 0
1394386 4 5 0 0
1394396 4 5 0 0
1394406 4 5 0 0
1394416 4 5 0 0
1394426 4 5 0 0
1394436 4 5 0 0
1394446 4 5 0 0
1394456 4 5 0 0
1394466 4 5 0 0
1394476 4 5 0 0
1394486 4 5 0 0
1394496 4 5 0 0
1394506 4 5 0 0
1394516 4 5 0 0
1394526 4 5 0 0
1394536 4 5 0 0
1394546 4 5 0 0
1394556 4 5 0 0
1394566 4 5 0 0
1394576 4 5 0 0
1394586 4 5 0 0
1394596 4 5 0 0
1394606 4 5 0 0
1394616 4 5 0 0
1394626 4 5 0 0
1394636 4 5 0 0
1394646 4 5 0 0
1394656 4 5 0 0
1394666 4 5 0 0
1394676 4 5 0 0
1394686 4 5 0 0
1394696 4 5 0 0
1394706 4 5 0 0
1394716 4 5 0 0
1394726 4 5 0 0
1394736 4 5 0 0
1394746 4 5 0 0
1394756 4 5 0 0
1394766 4 5 0 0
1394776 4 5 0 0
1394786 4 5 0 0
1394796 4 5 0 0
1394806 4 5 0 0
1394816 4 5 0 0
1394826 4 5 0 0
1394836 4 5 0 0
1394846 4 5 0 0
1394856 4 5 0 0
1394866 4 5 0 0
1394876 4 5 0 0
1394886 4 5 0 0
1394896 4 5 0 0
1394906 4 5 0 0
1394916 4 5 0 0
1394926 4 5 0 0
1394936 4 5 0 0
1394946 4 5 0 0
1394956 4 5 0 0
1394966 4 5 0 0
1394976 4 5 0 0
1394986 4 5 0 0
1394996 4 5 0 0
1395006 4 5 0 0
1395016 4 5 0 0
1395026 4 5 0 0
1395036 4 5 0 0
1395046 4 5 0 0
1395056 4 5 0 0
1395066 4 5 0 0
1395076 4 5 0 0
1395086 4 5 0 0
1395096 4 5 0 0
1395106 4 5 0 0
1395116 4 5 0 0
1395126 4 5 0 0
1395136 4 5 0 0
1395146 4 5 0 0
1395156 4 5 0 0
1395166 4 5 0 0
1395176 4 5 0 0
1395186 4 5 0 0
1395196 4 5 0 0
1395206 4 5 0 0
1395216 4 5 0 0
1395226 4 5 0 0
1395236 4 5 0 0
1395246 4 5 0 0
1395256 4 5 0 0
1395266 4 5 0 0
1395276 4 5 0 0
1395286 4 5 0 0
1395296 4 5 0 0
1395306 4 5 0 0
1395316 4 5 0 0
1395326 4 5 0 0
1395336 4 5 0 0
1395346 4 5 0 0
1395356 4 5 0 0
1395366 4 5 0 0
1395376 4 5 0 0
1395386 4 5 0 0
1395396 4 5 0 0
1395406 4 5 0 0
1395416 4 5 0 0
1395426 4 5 0 0
1395436 4 5 0 0
1395446 4 5 0 0
1395456 4 5 0 0
1395466 4 5 0 0
1395476 4 5 0 0
1395486 4 5 0 0
1395496 4 5 0 0
1395506 4 5 0 0
1395516 4 5 0 0
1395526 4 5 0 0
1395536 4 5 0 0
1395546 4 5 0 0
1395556 4 5 0 0
1395566 4 5 0 0
1395576 4 5 0 0
1395586 4 5 0 0
1395596 4 5 0 0
1395606 4 5 0 0
1395616 4 5 0 0
1395626 4 5 0 0
1395636 4 5 0 0
1395646 4 5 0 0
1395656 4 5 0 0
1395666 4 5 0 0
1395676 4 5 0 0
1395686 4 5 0 0
1395696 4 5 0 0
1395706 4 5 0 0
1395716 4 5 0 0
1395726 4 5 0 0
1395736 4 5 0 0
1395746 4 5 0 0
1395756 4 5 0 0
1395766 4 5 0 0
1395776 4 5 0 0
1395786 4 5 0 0
1395796 4 5 0 0
1395806 4 5 0 0
1395816 4 5 0 0
1395826 4 5 0 0
1395836 4 5 0 0
1395846 4 5 0 0
1395856 4 5 0 0
1395866 4 5 0 0
1395876 4 5 0 0
1395886 4 5 0 0
1395896 4 5 0 0
1395906 4 5 0 0
1395916 4 5 0 0
1395926 4 5 0 0
1395936 4 5 0 0
1395946 4 5 0 0
1395956 4 5 0 0
1395966 4 5 0 0
1395976 4 5 0 0
1395986 4 5 0 0
1395996 4 5 0 0
1396006 4 5 0 0
1396016 4 5 0 0
1396026 4 5 0 0
1396036 4 5 0 0
1396046 4 5 0 0
1396056 4 5 0 0
1396066 4 5 0 0
1396076 4 5 0 0
1396086 4 5 0 0
1396096 4 5 0 0
1396106 4 5 0 0
1396116 4 5 0 0
1396126 4 5 0 0
1396136 4 5 0 0
1396146 4 5 0 0
1396156 4 5 0 0
1396166 4 5 0 0
1396176 4 5 0 0
1396186 4 5 0 0
1396196 4 5 0 0
1396206 4 5 0 0
1396216 4 5 0 0
1396226 4 5 0 0
1396236 4 5 0 0
1396246 4 5 0 0
1396256 4 5 0 0
1396266 4 5 0 0
1396276 4 5 0 0
1396286 4 5 0 0
1396296 4 5 0 0
1396307 4 5 0 0
1396317 4 5 0 0
1396327 4 5 0 0
1396337 4 5 0 0
1396347 4 5 0 0
1396357 4 5 0 0
1396367 4 5 0 0
1396376 4 5 0 0
1396386 4 5 0 0
1396396 4 5 0 0
1396406 4 5 0 0
1396416 4 5 0 0
1396426 4 5 0 0
1396436 4 5 0 0
1396446 4 5 0 0
1396456 4 5 0 0
1396466 4 5 0 0
1396476 4 5 0 0
1396486 4 5 0 0
1396496 4 5 0 0
1396506 4 5 0 0
1396516 4 5 0 0
1396526 4 5 0 0
1396536 4 5 0 0
1396546 4 5 0 0
1396556 4 5 0 0
1396566 4 5 0 0
1396576 4 5 0 0
1396586 4 5 0 0
1396596 4 5 0 0
1396606 4 5 0 0
1396616 4 5 0 0
1396626 4 5 0 0
1396636 4 5 0 0
1396646 4 5 0 0
1396656 4 5 0 0
1396666 4 5 0 0
1396676 4 5 0 0
1396686 4 5 0 0
1396696 4 5 0 0
1396706 4 5 0 0
1396716 4 5 0 0
1396726 4 5 0 0
1396736 4 5 0 0
1396746 4 5 0 0
1396756 4 5 0 0
1396766 4 5 0 0
1396776 4 5 0 0
1396786 4 5 0 0
1396796 4 5 0 0
1396806 4 5 0 0
1396816 4 5 0 0
1396826 4 5 0 0
1396836 4 5 0 0
1396846 4 5 0 0
1396856 4 5 0 0
1396866 4 5 0 0
1396876 4 5 0 0
1396886 4 5 0 0
1396896 4 5 0 0
1396906 4 5 0 0
1396916 4 5 0 0
1396926 4 5 0 0
1396936 4 5 0 0
1396946 4 5 0 0
1396956 4 5 0 0
1396966 4 5 0 0
1396976 4 5 0 0
1396986 4 5 0 0
1396996 4 5 0 0
1397006 4 5 0 0
1397016 4 5 0 0
1397026 4 5 0 0
1397036 4 5 0 0
1397046 4 5 0 0
1397056 4 5 0 0
1397066 4 5 0 0
1397076 4 5 0 0
1397086 4 5 0 0
1397096 4 5 0 0
1397106 4 5 0 0
1397116 4 5 0 0
1397126 4 5 0 0
1397136 4 5 0 0
1397146 4 5 0 0
1397156 4 5 0 0
1397166 4 5 0 0
1397176 4 5 0 0
1397186 4 5 0 0
1397196 4 5 0 0
1397206 4 5 0 0
1397216 4 5 0 0
1397226 4 5 0 0
1397236 4 5 0 0
1397246 4 5 0 0
1397256 4 5 0 0
1397266 4 5 0 0
1397276 4 5 0 0
1397286 4 5 0 0
1397296 4 5 0 0
1397306 4 5 0 0
1397316 4 5 0 0
1397326 4 5 0 0
1397336 4 5 0 0
1397346 4 5 0 0
1397356 4 5 0 0
1397366 4 5 0 0
1397376 4 5 0 0
1397386 4 5 0 0
1397396 4 5 0 0
1397406 4 5 0 0
1397416 4 5 0 0
1397426 4 5 0 0
1397436 4 5 0 0
1397446 4 5 0 0
1397456 4 5 0 0
1397466 4 5 0 0
1397476 4 5 0 0
1397486 4 5 0 0
1397496 4 5 0 0
1397506 4 5 0 0
1397516 4 5 0 0
1397526 4 5 0 0
1397536 4 5 0 0
1397546 4 5 0 0
1397556 4 5 0 0
1397566 4 5 0 0
1397576 4 5 0 0
1397586 4 5 0 0
1397596 4 5 0 0
1397606 4 5 0 0
1397616 4 5 0 0
1397626 4 5 0 0
1397636 4 5 0 0
1397646 4 5 0 0
1397656 4 5 0 0
1397666 4 5 0 0
1397676 4 5 0 0
1397686 4 5 0 0
1397696 4 5 0 0
1397706 4 5 0 0
1397716 4 5 0 0
1397726 4 5 0 0
1397736 4 5 0 0
1397746 4 5 0 0
1397756 4 5 0 0
1397766 4 5 0 0
1397776 4 5 0 0
1397786 4 5 0 0
1397796 4 5 0 0
1397806 4 5 0 0
1397816 4 5 0 0
1397826 4 5 0 0
1397836 4 5 0 0
1397846 4 5 0 0
1397856 4 5 0 0
1397866 4 5 0 0
1397876 4 5 0 0
1397886 4 5 0 0
1397896 4 5 0 0
1397906 4 5 0 0
1397916 4 5 0 0
1397926 4 5 0 0
1397936 4 5 0 0
1397946 4 5 0 0
1397956 4 5 0 0
1397966 4 5 0 0
1397976 4 5 0 0
1397986 4 5 0 0
1397996 4 5 0 0
1398006 4 5 0 0
1398016 4 5 0 0
1398026 4 5 0 0
1398036 4 5 0 0
1398046 4 5 0 0
1398056 4 5 0 0
1398066 4 5 0 0
1398076 4 5 0 0
1398086 4 5 0 0
1398096 4 5 0 0
1398106 4 5 0 0
1398116 4 5 0 0
1398126 4 5 0 0
1398136 4 5 0 0
1398146 4 5 0 0
1398156 4 5 0 0
1398166 4 5 0 0
1398176 4 5 0 0
1398186 4 5 0 0
1398196 4 5 0 0
1398206 4 5 0 0
1398216 4 5 0 0
1398226 4 5 0 0
1398236 4 5 0 0
1398246 4 5 0 0
1398256 4 5 0 0
1398266 4 5 0 0
1398276 4 5 0 0
1398286 4 5 0 0
1398296 4 5 0 0
1398306 4 5 0 0
1398316 4 5 0 0
1398326 4 5 0 0
1398336 4 5 0 0
1398347 4 5 0 0
1398357 4 5 0 0
1398367 4 5 0 0
1398377 4 5 0 0
1398387 4 5 0 0
1398397 4 5 0 0
1398407 4 5 0 0
1398416 4 5 0 0
1398426 4 5 0 0
1398436 4 5 0 0
1398446 4 5 0 0
1398456 4 5 0 0
1398466 4 5 0 0
1398476 4 5 0 0
1398486 4 5 0 0
1398496 4 5 0 0
1398506 4 5 0 0
1398516 4 5 0 0
1398526 4 5 0 0
1398536 4 5 0 0
1398546 4 5 0 0
1398556 4 5 0 0
1398566 4 5 0 0
1398576 4 5 0 0
1398586 4 5 0 0
1398596 4 5 0 0
1398606 4 5 0 0
1398616 4 5 0 0
1398626 4 5 0 0
1398636 4 5 0 0
1398646 4 5 0 0
1398656 4 5 0 0
1398666 4 5 0 0
1398676 4 5 0 0
1398686 4 5 0 0
1398696 4 5 0 0
1398706 4 5 0 0
1398716 4 5 0 0
1398726 4 5 0 0
1398736 4 5 0 0
1398746 4 5 0 0
1398756 4 5 0 0
1398766 4 5 0 0
1398776 4 5 0 0
1398786 4 5 0 0
1398796 4 5 0 0
1398806 4 5 0 0
1398816 4 5 0 0
1398826 4 5 0 0
1398836 4 5 0 0
1398846 4 5 0 0
1398856 4 5 0 0
1398866 4 5 0 0
1398876 4 5 0 0
1398886 4 5 0 0
1398896 4 5 0 0
1398906 4 5 0 0
1398916 4 5 0 0
1398926 4 5 0 0
1398936 4 5 0 0
1398946 4 5 0 0
1398956 4 5 0 0
1398966 4 5 0 0
1398976 4 5 0 0
1398986 4 5 0 0
1398996 4 5 0 0
1399006 4 5 0 0
1399016 4 5 0 0
1399026 4 5 0 0
1399036 4 5 0 0
1399046 4 5 0 0
1399056 4 5 0 0
1399066 4 5 0 0
1399076 4 5 0 0
1399086 4 5 0 0
1399096 4 5 0 0
1399106 4 5 0 0
1399116 4 5 0 0
1399126 4 5 0 0
1399136 4 5 0 0
1399146 4 5 0 0
1399156 4 5 0 0
1399166 4 5 0 0
1399176 4 5 0 0
1399186 4 5 0 0
1399196 4 5 0 0
1399206 4 5 0 0
1399216 4 5 0 0
1399226 4 5 0 0
1399236 4 5 0 0
1399246 4 5 0 0
1399256 4 5 0 0
1399266 4 5 0 0
1399276 4 5 0 0
1399286 4 5 0 0
1399296 4 5 0 0
1399306 4 5 0 0
1399316 4 5 0 0
1399326 4 5 0 0
1399336 4 5 0 0
1399346 4 5 0 0
1399356 4 5 0 0
1399366 4 5 0 0
1399376 4 5 0 0
1399386 4 5 0 0
1399396 4 5 0 0
1399406 4 5 0 0
1399416 4 5 0 0
1399426 4 5 0 0
1399436 4 5 0 0
1399446 4 5 0 0
1399456 4 5 0 0
1399466 4 5 0 0
1399476 4 5 0 0
1399486 4 5 0 0
1399496 4 5 0 0
1399506 4 5 0 0
1399516 4 5 0 0
1399526 4 5 0 0
1399536 4 5 0 0
