t pos_x pos_y free_degree
1932196 -1116 -102055 1528
1932206 -1108 -102064 1764
1932216 -1099 -102073 1678
1932226 -1091 -102082 1300
1932236 -1082 -102091 1384
1932246 -1074 -102100 1520
1932256 -1065 -102110 1622
1932266 -1057 -102119 1622
1932276 -1048 -102128 1449
1932286 -1039 -102137 1468
1932296 -1030 -102147 1421
1932306 -1021 -102157 1695
1932316 -1012 -102167 1767
1932326 -1003 -102176 1274
1932336 -994 -102186 1255
1932346 -985 -102195 1440
1932356 -975 -102206 1460
1932366 -966 -102215 1746
1932376 -958 -102225 1693
1932386 -949 -102234 1629
1932396 -940 -102243 1779
1932406 -933 -102251 1907
1932416 -926 -102258 1839
1932426 -921 -102263 1767
1932436 -919 -102265 1714
1932446 -919 -102265 1752
1932456 -921 -102264 1658
1932466 -924 -102263 1682
1932476 -928 -102261 1705
1932486 -930 -102259 1705
1932496 -933 -102257 1971
1932506 -934 -102256 1721
1932516 -935 -102254 1943
1932526 -935 -102254 2020
1932536 -935 -102253 1988
1932546 -935 -102253 1935
1932556 -935 -102253 1985
1932566 -935 -102253 1976
1932576 -935 -102253 1977
1932586 -935 -102253 1879
1932596 -935 -102253 1904
1932606 -935 -102253 1881
1932616 -935 -102253 1973
1932626 -935 -102253 1962
1932636 -935 -102253 1974
1932646 -935 -102253 1864
1932656 -935 -102253 1882
1932666 -935 -102253 1968
1932676 -935 -102253 1887
1932686 -935 -102253 1895
1932696 -935 -102253 1958
1932706 -935 -102253 1876
1932716 -935 -102253 1897
1932726 -935 -102253 1977
1932736 -935 -102253 1977
1932746 -935 -102253 1985
1932756 -935 -102253 1897
1932766 -935 -102253 1970
1932776 -935 -102253 1973
1932786 -935 -102253 1843
1932796 -935 -102253 1972
1932806 -938 -102249 2031
1932816 -943 -102243 1739
1932826 -950 -102236 1735
1932836 -957 -102228 1896
1932846 -965 -102221 1597
1932856 -973 -102214 1800
1932866 -981 -102206 1601
1932876 -989 -102198 1475
1932886 -996 -102191 1544
1932896 -1003 -102183 1763
1932906 -1010 -102176 1448
1932916 -1017 -102169 1449
1932926 -1024 -102162 1966
1932936 -1032 -102154 1748
1932946 -1039 -102146 1748
1932956 -1047 -102137 1700
1932966 -1055 -102129 1525
1932976 -1063 -102121 1328
1932986 -1071 -102113 1654
1932996 -1079 -102105 1776
1933007 -1088 -102095 1569
1933016 -1095 -102087 1717
1933026 -1104 -102078 1841
1933036 -1112 -102069 1625
1933046 -1121 -102060 1508
1933057 -1131 -102050 1254
1933067 -1138 -102042 1383
1933077 -1147 -102033 1319
1933087 -1156 -102023 1348
1933097 -1166 -102012 1268
1933107 -1175 -102003 1857
1933117 -1184 -101994 1393
1933127 -1193 -101984 1332
1933137 -1203 -101974 1520
1933147 -1212 -101964 1520
1933157 -1221 -101954 1481
1933167 -1230 -101946 1031
1933177 -1239 -101938 1307
1933187 -1247 -101931 1123
1933196 -1254 -101924 1256
1933206 -1260 -101918 1145
1933216 -1264 -101914 1190
1933226 -1265 -101913 1376
1933236 -1265 -101913 1340
1933246 -1262 -101914 1415
1933256 -1259 -101917 1282
1933266 -1256 -101919 1231
1933276 -1253 -101921 1531
1933286 -1251 -101923 1185
1933296 -1251 -101924 1254
1933306 -1251 -101925 1195
1933316 -1251 -101925 1299
1933326 -1251 -101926 1283
1933336 -1251 -101926 1297
1933346 -1251 -101926 1213
1933356 -1252 -101925 1170
1933366 -1252 -101925 1216
1933376 -1252 -101925 1176
1933386 -1252 -101925 1226
1933396 -1252 -101925 1183
1933406 -1252 -101925 1152
1933416 -1252 -101925 1197
1933426 -1252 -101925 1205
1933436 -1252 -101925 1205
1933446 -1252 -101925 1214
1933456 -1252 -101925 1187
1933466 -1252 -101925 1150
1933476 -1252 -101925 1164
1933486 -1252 -101925 1132
1933496 -1252 -101925 1145
1933506 -1252 -101925 1145
1933516 -1252 -101925 1177
1933526 -1252 -101925 1191
1933536 -1252 -101925 1119
1933546 -1252 -101925 1189
1933556 -1251 -101925 1236
1933566 -1248 -101928 1234
1933576 -1242 -101935 1137
1933586 -1234 -101943 1239
1933596 -1226 -101950 1061
1933606 -1218 -101958 1378
1933616 -1211 -101966 1431
1933626 -1203 -101974 1663
1933636 -1195 -101982 1329
1933646 -1187 -101991 1305
1933656 -1180 -101999 1719
1933666 -1173 -102007 1727
1933676 -1166 -102014 1098
1933686 -1159 -102022 1354
1933696 -1152 -102030 1354
1933706 -1144 -102038 1375
1933716 -1137 -102047 1468
1933726 -1128 -102056 1449
1933736 -1120 -102064 1210
1933746 -1111 -102073 1737
1933756 -1103 -102081 1615
1933766 -1095 -102091 1626
1933776 -1086 -102100 1797
1933786 -1078 -102109 1799
1933796 -1069 -102119 1678
1933806 -1061 -102128 1412
1933816 -1052 -102136 1474
1933826 -1043 -102146 1603
1933836 -1034 -102155 1642
1933846 -1025 -102165 1527
1933856 -1017 -102174 1509
1933866 -1008 -102184 1606
1933876 -999 -102193 1313
1933886 -990 -102202 1506
1933896 -981 -102212 1506
1933906 -971 -102222 1588
1933916 -962 -102232 1700
1933926 -953 -102241 1409
1933936 -944 -102251 1739
1933946 -936 -102259 1656
1933956 -929 -102267 1578
1933966 -922 -102274 1396
1933976 -917 -102279 1703
1933986 -915 -102281 1507
1933996 -915 -102281 1592
1934006 -918 -102280 1576
1934016 -921 -102278 1364
1934026 -924 -102276 1408
1934036 -927 -102275 1391
1934046 -929 -102274 1368
1934056 -930 -102273 1342
1934066 -931 -102272 1424
1934076 -931 -102272 1404
1934086 -931 -102272 1459
1934096 -931 -102272 1360
1934106 -930 -102272 1378
1934116 -930 -102272 1423
1934126 -930 -102272 1442
1934136 -930 -102272 1442
1934146 -930 -102272 1385
1934156 -930 -102272 1427
1934166 -930 -102272 1476
1934176 -930 -102272 1451
1934186 -930 -102272 1371
1934196 -930 -102272 1415
1934206 -930 -102272 1383
1934216 -930 -102272 1478
1934226 -930 -102272 1480
1934236 -930 -102272 1457
1934246 -930 -102272 1449
1934256 -930 -102272 1394
1934266 -930 -102272 1424
1934276 -930 -102272 1413
1934286 -930 -102272 1462
1934296 -930 -102272 1432
1934306 -930 -102272 1458
1934316 -930 -102272 1442
1934326 -930 -102272 1430
1934336 -930 -102272 1436
1934346 -930 -102272 1440
1934356 -930 -102272 1472
1934366 -930 -102272 1444
1934376 -930 -102272 1444
1934386 -930 -102272 1443
1934396 -930 -102272 1439
1934406 -930 -102272 1419
1934416 -930 -102272 1465
1934426 -930 -102272 1443
1934436 -930 -102272 1444
1934446 -930 -102272 1436
1934456 -930 -102272 1442
1934466 -930 -102272 1450
1934476 -930 -102272 1430
1934486 -930 -102272 1439
1934496 -930 -102272 1435
1934506 -930 -102272 1441
1934516 -930 -102272 1381
1934526 -930 -102272 1422
1934536 -930 -102272 1432
1934546 -930 -102272 1432
1934556 -930 -102272 1441
1934566 -930 -102272 1430
1934576 -930 -102272 1433
1934586 -930 -102272 1426
1934596 -930 -102272 1428
1934606 -930 -102272 1458
1934616 -930 -102272 1416
1934626 -930 -102272 1432
1934636 -930 -102272 1430
1934646 -930 -102272 1440
1934656 -930 -102272 1384
1934666 -930 -102272 1436
1934676 -930 -102272 1464
1934686 -930 -102272 1400
1934696 -930 -102272 1434
1934706 -930 -102272 1427
1934716 -930 -102272 1383
1934726 -930 -102272 1364
1934736 -930 -102270 1453
1934746 -933 -102265 1503
1934756 -939 -102258 1526
1934766 -946 -102252 1673
1934776 -953 -102245 1673
1934786 -961 -102238 1537
1934796 -968 -102231 1829
1934806 -976 -102223 1641
1934816 -983 -102216 1853
1934826 -990 -102208 1493
1934836 -997 -102201 1730
1934846 -1004 -102194 1394
1934856 -1011 -102187 1691
1934866 -1018 -102179 1441
1934876 -1026 -102172 1253
1934886 -1033 -102164 1598
1934896 -1041 -102156 1565
1934906 -1049 -102147 1635
1934916 -1057 -102139 1436
1934926 -1065 -102131 1375
1934936 -1073 -102122 1754
1934946 -1081 -102114 1688
1934956 -1089 -102106 1583
1934966 -1098 -102097 1800
1934976 -1106 -102088 1630
1934986 -1115 -102079 1630
1934996 -1124 -102070 1576
1935006 -1132 -102061 1439
1935016 -1141 -102052 1308
1935026 -1150 -102042 1469
1935036 -1159 -102033 1404
1935046 -1168 -102023 1331
1935056 -1177 -102013 1179
1935066 -1186 -102004 1533
1935076 -1195 -101994 1603
1935086 -1205 -101985 1393
1935097 -1215 -101974 1537
1935107 -1223 -101966 1436
1935117 -1232 -101957 1213
1935127 -1240 -101950 1148
1935137 -1248 -101942 982
1935147 -1254 -101937 1081
1935157 -1258 -101933 1054
1935167 -1259 -101932 1110
1935177 -1258 -101933 1062
1935187 -1255 -101936 1062
1935197 -1251 -101938 1092
1935206 -1248 -101941 1100
1935217 -1245 -101943 1017
1935226 -1244 -101945 1040
1935236 -1243 -101947 1180
1935247 -1243 -101948 1124
1935256 -1243 -101949 1058
1935266 -1243 -101949 1089
1935276 -1243 -101949 1085
1935286 -1244 -101949 1068
1935296 -1244 -101948 1077
1935306 -1244 -101948 1097
1935316 -1244 -101948 1127
1935326 -1244 -101948 1052
1935336 -1244 -101948 1107
1935346 -1244 -101948 1050
1935356 -1244 -101948 1057
1935366 -1244 -101948 1106
1935376 -1244 -101948 1093
1935386 -1244 -101948 1060
1935396 -1244 -101948 1092
1935406 -1244 -101948 1069
1935416 -1244 -101948 1100
1935426 -1244 -101948 1108
1935436 -1244 -101948 1119
1935446 -1244 -101948 1080
1935456 -1244 -101948 1068
1935466 -1244 -101948 1111
1935476 -1244 -101948 1093
1935486 -1244 -101948 1090
1935496 -1244 -101948 1123
1935506 -1244 -101948 1099
1935516 -1244 -101948 1091
1935526 -1244 -101948 1066
1935536 -1244 -101948 1131
1935546 -1244 -101948 1131
1935556 -1244 -101948 1074
1935566 -1244 -101948 1091
1935576 -1244 -101948 1105
1935586 -1244 -101948 1128
1935596 -1244 -101948 1081
1935606 -1244 -101948 1129
1935616 -1244 -101948 1137
1935626 -1244 -101948 1089
1935636 -1244 -101948 1085
1935646 -1244 -101948 1114
1935656 -1244 -101948 1107
1935666 -1244 -101948 1086
1935676 -1244 -101948 1071
1935686 -1244 -101948 1121
1935696 -1244 -101948 1120
1935706 -1244 -101948 1082
1935716 -1244 -101948 1133
1935726 -1244 -101948 1118
1935736 -1244 -101948 1078
1935746 -1244 -101948 1086
1935756 -1244 -101948 1125
1935766 -1244 -101948 1083
1935776 -1244 -101948 1074
1935786 -1244 -101948 1105
1935796 -1244 -101948 1085
1935806 -1244 -101948 1015
1935816 -1245 -101949 1190
1935826 -1246 -101954 1166
1935836 -1246 -101960 1303
1935846 -1246 -101968 1387
1935856 -1246 -101978 1283
1935866 -1246 -101990 1224
1935876 -1246 -102003 1123
1935886 -1245 -102018 1151
1935896 -1245 -102034 867
1935906 -1244 -102051 1050
1935916 -1244 -102069 1050
1935926 -1243 -102087 1180
1935936 -1243 -102104 1044
1935946 -1242 -102122 1173
1935956 -1242 -102139 1281
1935966 -1242 -102156 1127
1935976 -1242 -102173 1431
1935986 -1242 -102191 1735
1935996 -1242 -102209 1140
1936006 -1241 -102227 1070
1936016 -1241 -102245 1070
1936026 -1241 -102263 965
1936036 -1241 -102281 1161
1936046 -1240 -102300 799
1936056 -1240 -102319 515
1936066 -1240 -102339 1278
1936076 -1239 -102359 1414
1936086 -1239 -102378 1459
1936096 -1238 -102399 1496
1936106 -1238 -102419 1250
1936116 -1237 -102439 1600
1936126 -1236 -102459 1529
1936136 -1236 -102479 1465
1936146 -1235 -102499 1520
1936156 -1235 -102520 1529
1936166 -1234 -102541 1222
1936176 -1233 -102562 1544
1936186 -1233 -102582 1442
1936196 -1232 -102603 1655
1936206 -1232 -102625 1059
1936216 -1231 -102645 1059
1936226 -1231 -102667 1150
1936236 -1231 -102687 1081
1936246 -1230 -102708 726
1936256 -1230 -102730 1427
1936266 -1229 -102751 1399
1936276 -1228 -102773 819
1936286 -1228 -102795 860
1936296 -1227 -102816 1264
1936306 -1227 -102838 1129
1936316 -1226 -102859 898
1936326 -1226 -102881 1293
1936336 -1226 -102903 1120
1936346 -1225 -102925 901
1936356 -1225 -102947 950
1936366 -1224 -102969 833
1936376 -1223 -102992 964
1936386 -1223 -103014 1335
1936396 -1223 -103036 872
1936406 -1222 -103058 1108
1936416 -1222 -103080 1108
1936426 -1221 -103102 1465
1936436 -1221 -103125 1425
1936446 -1221 -103147 949
1936456 -1220 -103169 1043
1936466 -1220 -103192 1257
1936476 -1220 -103214 1289
1936486 -1219 -103237 1778
1936496 -1219 -103259 1256
1936506 -1218 -103282 1421
1936516 -1218 -103304 1353
1936526 -1218 -103327 1421
1936536 -1217 -103349 1173
1936546 -1217 -103372 1064
1936556 -1217 -103394 1356
1936566 -1216 -103417 1283
1936576 -1216 -103439 1192
1936586 -1216 -103462 1196
1936596 -1215 -103485 1508
1936606 -1214 -103509 1258
1936616 -1214 -103531 1258
1936626 -1213 -103555 1391
1936636 -1212 -103578 1190
1936646 -1212 -103600 1290
1936656 -1211 -103624 1274
1936666 -1210 -103647 1500
1936676 -1210 -103670 1189
1936686 -1209 -103693 1353
1936696 -1208 -103716 1250
1936706 -1207 -103739 1326
1936716 -1207 -103762 1129
1936726 -1206 -103785 1313
1936736 -1205 -103808 950
1936746 -1205 -103831 1015
1936756 -1204 -103855 1159
1936766 -1203 -103878 1665
1936776 -1202 -103901 1061
1936786 -1202 -103924 1193
1936796 -1201 -103948 1050
1936806 -1200 -103970 1050
1936816 -1199 -103994 926
1936826 -1198 -104018 961
1936836 -1198 -104041 1094
1936846 -1197 -104064 1091
1936856 -1196 -104087 1035
1936866 -1195 -104110 901
1936876 -1195 -104134 961
1936886 -1194 -104157 1158
1936896 -1193 -104180 843
1936906 -1193 -104203 1142
1936916 -1192 -104226 1183
1936926 -1191 -104250 1255
1936936 -1191 -104274 1366
1936946 -1190 -104297 1300
1936956 -1189 -104321 1298
1936966 -1188 -104344 1397
1936976 -1188 -104367 1334
1936986 -1187 -104391 1457
1936996 -1186 -104415 1336
1937006 -1185 -104438 1336
1937016 -1184 -104462 1284
1937026 -1184 -104485 1024
1937036 -1183 -104508 1165
1937046 -1182 -104532 1086
1937056 -1181 -104555 941
1937066 -1180 -104579 877
1937076 -1180 -104603 782
1937086 -1179 -104626 911
1937096 -1178 -104650 1517
1937106 -1177 -104673 1378
1937116 -1176 -104697 1319
1937127 -1175 -104720 1256
1937137 -1175 -104744 1491
1937147 -1174 -104767 881
1937157 -1173 -104794 1095
1937167 -1173 -104817 1069
1937177 -1172 -104841 1425
1937187 -1171 -104864 1329
1937197 -1170 -104888 1043
1937207 -1169 -104911 1043
1937217 -1169 -104935 993
1937227 -1168 -104958 878
1937237 -1168 -104983 995
1937247 -1167 -105006 912
1937256 -1166 -105030 1001
1937266 -1166 -105053 834
1937276 -1165 -105077 1295
1937286 -1165 -105100 1215
1937296 -1164 -105123 755
1937306 -1163 -105147 1238
1937316 -1163 -105170 1063
1937326 -1162 -105193 633
1937336 -1162 -105214 859
1937346 -1161 -105238 1035
1937356 -1161 -105261 836
1937366 -1161 -105287 723
1937376 -1160 -105310 841
1937386 -1160 -105334 862
1937396 -1159 -105357 862
1937406 -1159 -105380 1127
1937416 -1158 -105404 1183
1937426 -1158 -105427 1038
1937436 -1157 -105452 1322
1937446 -1157 -105475 1195
1937456 -1156 -105499 1072
1937466 -1156 -105523 1245
1937476 -1155 -105547 890
1937486 -1155 -105570 1291
1937496 -1154 -105594 1225
1937506 -1154 -105617 1103
1937516 -1153 -105641 1068
1937526 -1153 -105664 938
1937536 -1153 -105688 1384
1937546 -1152 -105711 1085
1937556 -1152 -105734 1227
1937566 -1152 -105758 748
1937576 -1151 -105781 1059
1937586 -1151 -105805 824
1937596 -1150 -105829 994
1937606 -1150 -105851 994
1937616 -1150 -105875 978
1937626 -1149 -105899 1733
1937636 -1148 -105922 888
1937646 -1148 -105946 1867
1937656 -1147 -105969 1088
1937666 -1147 -105992 954
1937676 -1147 -106016 960
1937686 -1146 -106040 826
1937696 -1145 -106063 417
1937706 -1145 -106087 1453
1937716 -1144 -106111 1254
1937726 -1144 -106134 1232
1937736 -1143 -106158 957
1937746 -1142 -106181 1237
1937756 -1142 -106205 1345
1937766 -1141 -106229 764
1937776 -1140 -106252 1469
1937786 -1139 -106276 1095
1937796 -1139 -106299 1345
1937806 -1138 -106322 1345
1937816 -1137 -106346 1198
1937826 -1136 -106369 915
1937836 -1135 -106393 889
1937846 -1135 -106417 1597
1937856 -1134 -106441 1474
1937866 -1133 -106464 1437
1937876 -1132 -106488 833
1937886 -1131 -106512 1553
1937896 -1130 -106536 1288
1937906 -1129 -106560 1010
1937916 -1128 -106583 893
1937926 -1127 -106606 682
1937936 -1127 -106629 816
1937946 -1126 -106653 621
1937956 -1125 -106676 628
1937966 -1125 -106699 605
1937976 -1124 -106723 738
1937986 -1123 -106746 866
1937996 -1122 -106770 1123
1938006 -1122 -106793 1123
1938016 -1121 -106817 1027
1938026 -1120 -106840 1030
1938036 -1119 -106864 814
1938046 -1118 -106888 728
1938056 -1117 -106911 1043
1938066 -1116 -106935 875
1938076 -1116 -106959 953
1938086 -1115 -106982 1271
1938096 -1114 -107006 1058
1938106 -1114 -107030 943
1938116 -1113 -107054 879
1938126 -1112 -107077 1137
1938136 -1111 -107100 1091
1938146 -1111 -107124 789
1938156 -1110 -107148 785
1938166 -1109 -107171 739
1938176 -1109 -107194 976
1938186 -1108 -107218 1160
1938196 -1107 -107242 861
1938206 -1107 -107265 861
1938216 -1106 -107288 775
1938226 -1106 -107312 731
1938236 -1105 -107336 966
1938246 -1104 -107359 872
1938256 -1104 -107384 1043
1938266 -1103 -107408 1062
1938276 -1102 -107431 788
1938286 -1102 -107455 1228
1938296 -1101 -107478 1219
1938306 -1101 -107501 994
1938316 -1100 -107525 1034
1938326 -1100 -107548 1004
1938336 -1099 -107572 1199
1938346 -1099 -107596 1095
1938356 -1098 -107619 1193
1938366 -1098 -107643 1330
1938376 -1097 -107667 1348
1938386 -1096 -107691 1218
1938396 -1096 -107714 1218
1938406 -1095 -107738 1200
1938416 -1095 -107762 1275
1938426 -1094 -107784 1273
1938436 -1094 -107808 1273
1938446 -1094 -107832 1016
1938456 -1093 -107856 1306
1938466 -1093 -107879 1183
1938476 -1093 -107903 1162
1938486 -1092 -107927 1105
1938496 -1092 -107949 1124
1938506 -1092 -107973 1469
1938516 -1091 -107997 1245
1938526 -1091 -108020 1444
1938536 -1091 -108044 1410
1938546 -1090 -108068 1421
1938556 -1090 -108091 1127
1938566 -1090 -108114 1214
1938576 -1089 -108138 1061
1938586 -1089 -108162 683
1938596 -1089 -108185 683
1938606 -1088 -108208 1123
1938616 -1088 -108231 1161
1938626 -1088 -108254 861
1938636 -1088 -108278 1081
1938646 -1087 -108301 1060
1938656 -1087 -108325 1264
1938666 -1086 -108348 1271
1938676 -1086 -108372 1262
1938686 -1085 -108395 964
1938696 -1084 -108419 1222
1938706 -1084 -108442 1155
1938716 -1083 -108466 1433
1938726 -1082 -108490 1219
1938736 -1081 -108513 1317
1938746 -1081 -108537 1190
1938756 -1080 -108561 1041
1938766 -1079 -108584 1074
1938776 -1078 -108608 1127
1938786 -1078 -108632 1081
1938796 -1077 -108655 1081
1938806 -1076 -108678 1293
1938816 -1075 -108701 1244
1938826 -1075 -108725 1136
1938836 -1074 -108749 1297
1938846 -1073 -108773 1223
1938856 -1072 -108797 1173
1938866 -1071 -108820 1247
1938876 -1070 -108844 1092
1938886 -1069 -108868 1300
1938896 -1068 -108892 1187
1938906 -1067 -108915 976
1938916 -1067 -108939 1096
1938926 -1066 -108962 1224
1938936 -1066 -108986 1267
1938946 -1065 -109009 1188
1938956 -1064 -109033 1243
1938966 -1064 -109056 1168
1938976 -1063 -109080 1073
1938986 -1062 -109104 1178
1938996 -1062 -109127 1178
1939006 -1061 -109150 1064
1939016 -1060 -109174 1128
1939026 -1059 -109197 1106
1939036 -1058 -109221 592
1939046 -1058 -109245 572
1939056 -1057 -109268 1140
1939066 -1056 -109292 1444
1939076 -1055 -109316 1614
1939086 -1054 -109340 1209
1939096 -1054 -109364 1383
1939106 -1053 -109387 1228
1939116 -1053 -109411 1130
1939126 -1052 -109435 1565
1939136 -1051 -109458 1451
1939146 -1050 -109482 1072
1939157 -1049 -109508 1255
1939167 -1048 -109529 1022
1939177 -1048 -109552 974
1939187 -1047 -109580 1028
1939197 -1046 -109603 1028
1939207 -1045 -109627 921
1939217 -1044 -109650 846
1939227 -1043 -109673 1058
1939237 -1043 -109697 1165
1939247 -1042 -109720 1133
1939257 -1041 -109744 1031
1939267 -1040 -109768 1172
1939277 -1040 -109791 966
1939286 -1039 -109815 752
1939296 -1039 -109839 723
1939306 -1039 -109862 773
1939316 -1038 -109886 732
1939326 -1038 -109909 918
1939336 -1037 -109933 1042
1939346 -1036 -109957 920
1939356 -1036 -109980 824
1939366 -1036 -110000 885
1939376 -1035 -110027 1068
1939386 -1035 -110047 1068
1939396 -1035 -110074 737
1939406 -1034 -110098 1397
1939416 -1034 -110121 1501
1939426 -1033 -110145 1457
1939436 -1033 -110168 1258
1939446 -1033 -110191 948
1939456 -1033 -110214 1254
1939466 -1032 -110239 1050
1939476 -1032 -110262 1763
1939486 -1032 -110285 1699
1939496 -1031 -110309 1515
1939506 -1031 -110333 1414
1939516 -1030 -110356 1517
1939526 -1030 -110380 1284
1939536 -1029 -110404 1662
1939546 -1029 -110427 1614
1939556 -1029 -110450 1708
1939566 -1028 -110474 1649
1939576 -1028 -110498 1649
1939586 -1028 -110521 1502
1939596 -1027 -110545 1299
1939606 -1027 -110568 1398
1939616 -1027 -110592 1506
1939626 -1026 -110616 1624
1939636 -1026 -110639 1524
1939646 -1025 -110663 1228
1939656 -1025 -110687 1165
1939666 -1024 -110711 1257
1939676 -1023 -110734 1016
1939686 -1023 -110758 1107
1939696 -1022 -110781 949
1939706 -1022 -110805 972
1939716 -1021 -110829 1224
1939726 -1020 -110852 1509
1939736 -1020 -110876 1128
1939746 -1020 -110900 1271
1939756 -1019 -110923 1232
1939766 -1019 -110947 1064
1939776 -1018 -110970 1064
1939786 -1017 -110994 1104
1939796 -1016 -111018 984
1939806 -1016 -111041 1101
1939816 -1015 -111065 1142
1939826 -1014 -111088 1066
1939836 -1013 -111112 883
1939846 -1012 -111135 1114
1939856 -1011 -111159 1185
1939866 -1011 -111183 1221
1939876 -1010 -111206 1520
1939886 -1009 -111230 1288
1939896 -1008 -111254 1497
1939906 -1007 -111278 1391
1939916 -1006 -111301 1640
1939926 -1005 -111325 1274
1939936 -1005 -111348 1439
1939946 -1004 -111372 1390
1939956 -1003 -111396 1264
1939966 -1002 -111419 1250
1939976 -1001 -111443 1250
1939986 -1001 -111466 1376
1939996 -1000 -111490 1444
1940006 -999 -111514 1188
1940016 -998 -111537 1080
1940026 -997 -111561 991
1940036 -996 -111585 1091
1940046 -996 -111608 1360
1940056 -995 -111631 1258
1940066 -995 -111655 1236
1940076 -994 -111679 1213
1940086 -993 -111702 1101
1940096 -992 -111726 1328
1940106 -991 -111750 1221
1940116 -991 -111773 1182
1940126 -990 -111797 1299
1940136 -989 -111821 1129
1940146 -988 -111845 1185
1940156 -987 -111869 1584
1940166 -987 -111893 1168
1940176 -986 -111916 1168
1940186 -985 -111940 1298
1940196 -985 -111963 1115
1940206 -984 -111987 1081
1940216 -983 -112011 966
1940226 -982 -112034 1131
1940236 -982 -112058 1243
1940246 -981 -112081 1231
1940256 -981 -112105 1099
1940266 -980 -112128 1168
1940276 -979 -112152 1168
1940286 -979 -112176 1211
1940296 -978 -112200 1264
1940306 -978 -112223 1254
1940316 -977 -112246 1270
1940326 -977 -112270 1333
1940336 -976 -112294 1257
1940346 -975 -112317 1332
1940356 -974 -112341 1310
1940366 -974 -112365 1239
1940376 -974 -112388 1038
1940386 -973 -112412 1234
1940396 -973 -112436 1369
1940406 -972 -112459 1318
1940416 -971 -112483 1376
1940426 -971 -112507 1423
1940436 -970 -112530 1439
1940446 -970 -112553 1108
1940456 -970 -112577 1137
1940466 -969 -112601 970
1940476 -969 -112624 970
1940486 -969 -112648 1074
1940496 -968 -112672 1116
1940506 -968 -112696 1025
1940516 -968 -112719 1082
1940526 -967 -112742 1123
1940536 -967 -112766 1186
1940546 -967 -112789 1133
1940556 -966 -112813 1380
1940566 -966 -112837 1163
1940576 -966 -112860 1232
1940586 -966 -112883 1098
1940596 -965 -112907 1163
1940606 -965 -112931 966
1940616 -965 -112954 1134
1940626 -965 -112978 1058
1940636 -965 -113001 948
1940646 -964 -113024 1033
1940656 -964 -113048 1366
1940666 -963 -113072 908
1940676 -963 -113095 908
1940686 -962 -113119 1102
1940696 -962 -113142 1088
1940706 -961 -113165 1213
1940716 -961 -113189 1367
1940726 -960 -113212 1182
1940736 -959 -113236 1120
1940746 -959 -113259 769
1940756 -958 -113283 1043
1940766 -958 -113307 1167
1940776 -957 -113331 706
1940786 -956 -113354 763
1940796 -955 -113378 655
1940806 -954 -113402 612
1940816 -953 -113425 964
1940826 -953 -113449 880
1940836 -952 -113473 1018
1940846 -951 -113496 1163
1940856 -950 -113520 1063
1940866 -949 -113544 923
1940876 -949 -113567 923
1940886 -948 -113591 994
1940896 -947 -113615 844
1940906 -946 -113639 1117
1940916 -946 -113663 1122
1940926 -945 -113686 1148
1940936 -944 -113710 1060
1940946 -943 -113733 1273
1940956 -942 -113757 1266
1940966 -941 -113781 1088
1940976 -941 -113804 992
1940986 -940 -113828 1193
1940996 -939 -113851 1244
1941006 -939 -113875 1231
1941016 -938 -113899 1171
1941026 -937 -113922 1471
1941036 -936 -113946 1179
1941046 -936 -113969 1314
1941056 -935 -113993 1090
1941066 -934 -114016 1090
1941076 -934 -114040 1254
1941086 -933 -114064 1254
1941096 -932 -114088 1247
1941106 -931 -114111 1425
1941116 -931 -114135 1178
1941126 -930 -114158 1009
1941136 -929 -114182 1264
1941146 -928 -114206 1240
1941157 -927 -114234 1322
1941167 -926 -114254 1376
1941177 -925 -114278 1283
1941187 -924 -114302 1061
1941197 -924 -114328 1026
1941207 -923 -114351 983
1941217 -922 -114376 1176
1941227 -921 -114399 1412
1941237 -920 -114423 1119
1941247 -919 -114447 1124
1941257 -919 -114471 1124
1941267 -918 -114493 1128
1941277 -917 -114517 1088
1941287 -916 -114541 1101
1941296 -916 -114565 664
1941306 -915 -114588 1157
1941316 -915 -114612 1535
1941326 -914 -114636 1251
1941336 -914 -114659 1082
1941346 -913 -114683 1212
1941356 -913 -114706 1102
1941366 -912 -114727 1140
1941376 -912 -114751 1138
1941386 -912 -114774 919
1941396 -911 -114801 909
1941406 -911 -114824 769
1941416 -910 -114848 999
1941426 -910 -114872 1091
1941436 -909 -114895 1200
1941446 -909 -114918 1200
1941456 -908 -114942 1132
1941466 -908 -114966 973
1941476 -908 -114989 1037
1941486 -907 -115013 1259
1941496 -907 -115036 1031
1941506 -907 -115059 925
1941516 -907 -115083 1017
1941526 -906 -115107 975
1941536 -906 -115130 994
1941546 -905 -115154 980
1941556 -905 -115178 991
1941566 -904 -115201 974
1941576 -904 -115225 888
1941586 -904 -115248 930
1941596 -903 -115273 895
1941606 -903 -115296 887
1941616 -903 -115319 739
1941626 -902 -115343 783
1941636 -902 -115367 1182
1941646 -902 -115390 1054
1941656 -902 -115414 1054
1941666 -901 -115437 804
1941676 -901 -115461 671
1941686 -900 -115484 935
1941696 -900 -115508 979
1941706 -899 -115531 982
1941716 -898 -115555 1141
1941726 -898 -115580 1203
1941736 -897 -115603 1069
1941746 -896 -115627 1002
1941756 -896 -115651 1066
1941766 -895 -115675 973
1941776 -894 -115699 1149
1941786 -894 -115723 1205
1941796 -893 -115747 1120
1941806 -893 -115770 1149
1941816 -892 -115794 1284
1941826 -892 -115817 1218
1941836 -891 -115841 1413
