t pos_x pos_y free_degree
1975736 -6387 -148950 1136
1975746 -6387 -148970 1002
1975756 -6387 -148990 1372
1975766 -6386 -149010 1207
1975776 -6386 -149029 1377
1975786 -6385 -149047 1255
1975796 -6385 -149061 1406
1975806 -6385 -149074 1234
1975816 -6385 -149085 1424
1975826 -6384 -149094 1397
1975836 -6384 -149102 1281
1975846 -6384 -149108 1321
1975856 -6383 -149113 1379
1975866 -6383 -149116 1404
1975876 -6383 -149118 1324
1975886 -6383 -149118 1322
1975896 -6383 -149118 1435
1975906 -6383 -149117 1365
1975916 -6383 -149116 1426
1975926 -6383 -149115 1370
1975936 -6383 -149115 1389
1975946 -6383 -149115 1306
1975956 -6383 -149116 1378
1975966 -6383 -149117 1407
1975976 -6382 -149117 1416
1975986 -6382 -149117 1408
1975996 -6382 -149117 1354
1976006 -6382 -149117 1398
1976016 -6382 -149117 1346
1976026 -6382 -149117 1324
1976036 -6382 -149117 1390
1976046 -6382 -149117 1361
1976056 -6382 -149117 1385
1976066 -6382 -149117 1385
1976076 -6382 -149117 1395
1976086 -6382 -149117 1383
1976096 -6382 -149117 1379
1976106 -6382 -149117 1359
1976116 -6382 -149117 1389
1976126 -6382 -149117 1328
1976136 -6382 -149117 1370
1976146 -6382 -149117 1380
1976156 -6382 -149117 1336
1976166 -6382 -149117 1338
1976176 -6382 -149117 1358
1976186 -6382 -149117 1326
1976196 -6382 -149117 1352
1976206 -6382 -149117 1406
1976216 -6382 -149117 1383
1976226 -6382 -149117 1357
1976236 -6382 -149117 1342
1976246 -6382 -149117 1397
1976256 -6382 -149117 1346
1976266 -6382 -149117 1342
1976276 -6382 -149117 1395
1976286 -6382 -149117 1392
1976296 -6382 -149117 1373
1976306 -6382 -149117 1367
1976316 -6382 -149117 1406
1976326 -6382 -149117 1380
1976336 -6382 -149117 1358
1976346 -6382 -149117 1401
1976356 -6382 -149117 1413
1976366 -6382 -149117 1347
1976376 -6382 -149117 1352
1976386 -6382 -149117 1407
1976396 -6382 -149117 1400
1976406 -6382 -149117 1369
1976416 -6382 -149117 1380
1976426 -6382 -149117 1394
1976436 -6382 -149117 1346
1976446 -6382 -149117 1366
1976456 -6382 -149117 1366
1976466 -6382 -149117 1399
1976476 -6382 -149117 1390
1976486 -6382 -149117 1354
1976496 -6382 -149117 1398
1976506 -6382 -149117 1402
1976516 -6382 -149117 1357
1976526 -6382 -149117 1356
1976536 -6382 -149117 1396
1976546 -6382 -149117 1397
1976556 -6382 -149117 1356
1976566 -6382 -149117 1373
1976576 -6382 -149117 1406
1976586 -6382 -149117 1358
1976596 -6382 -149117 1370
1976606 -6382 -149117 1405
1976616 -6382 -149117 1397
1976626 -6382 -149117 1357
1976636 -6382 -149117 1364
1976646 -6382 -149117 1419
1976656 -6382 -149117 1390
1976666 -6382 -149117 1364
1976676 -6382 -149117 1413
1976686 -6382 -149117 1398
1976696 -6382 -149117 1343
1976706 -6382 -149117 1365
1976716 -6382 -149117 1405
1976726 -6382 -149117 1398
1976736 -6382 -149117 1339
1976746 -6382 -149117 1418
1976756 -6382 -149117 1408
1976766 -6382 -149117 1361
1976776 -6382 -149117 1378
1976786 -6382 -149117 1422
1976796 -6382 -149117 1389
1976806 -6382 -149117 1355
1976816 -6382 -149117 1369
1976826 -6382 -149117 1408
1976836 -6382 -149117 1398
1976846 -6382 -149117 1398
1976856 -6382 -149117 1362
1976866 -6382 -149117 1418
1976876 -6382 -149117 1384
1976886 -6382 -149117 1357
1976896 -6382 -149117 1322
1976906 -6382 -149117 1414
1976916 -6382 -149117 1396
1976926 -6382 -149117 1501
1976936 -6383 -149119 1395
1976946 -6383 -149122 1274
1976956 -6383 -149129 1091
1976966 -6383 -149138 1178
1976976 -6383 -149148 1287
1976986 -6383 -149159 1337
1976996 -6383 -149173 1336
1977006 -6383 -149189 1361
1977016 -6382 -149206 1154
1977026 -6382 -149224 1327
1977036 -6381 -149242 1181
1977046 -6380 -149260 1163
1977056 -6380 -149278 1257
1977066 -6379 -149295 1257
1977076 -6379 -149313 1450
1977086 -6379 -149330 1280
1977096 -6378 -149348 1252
1977106 -6378 -149366 1378
1977116 -6378 -149384 1535
1977126 -6377 -149402 1452
1977136 -6377 -149421 1572
1977146 -6376 -149440 1392
1977156 -6376 -149459 1256
1977166 -6376 -149478 1179
1977176 -6375 -149497 1449
1977187 -6375 -149519 1317
1977197 -6374 -149539 1040
1977207 -6374 -149556 941
1977217 -6373 -149576 1136
1977227 -6373 -149595 921
1977237 -6373 -149618 871
1977247 -6372 -149638 1078
1977257 -6372 -149658 1035
1977267 -6371 -149678 1035
1977277 -6371 -149698 936
1977287 -6370 -149719 1148
1977297 -6370 -149739 1223
1977307 -6370 -149760 1363
1977317 -6369 -149781 1279
1977327 -6368 -149802 1273
1977336 -6368 -149822 1317
1977346 -6367 -149843 1082
1977356 -6367 -149864 984
1977366 -6367 -149885 1241
1977376 -6366 -149906 961
1977386 -6366 -149928 1097
1977396 -6365 -149949 1260
1977406 -6364 -149967 1404
1977416 -6364 -149989 1322
1977426 -6363 -150013 1323
1977436 -6363 -150035 1323
1977446 -6363 -150056 1130
1977456 -6362 -150078 1228
1977466 -6362 -150100 1316
1977476 -6361 -150122 1047
1977486 -6360 -150144 1344
1977496 -6360 -150166 1311
1977506 -6360 -150188 1201
1977516 -6359 -150211 794
1977526 -6359 -150233 757
1977536 -6358 -150255 1367
1977546 -6358 -150277 1023
1977556 -6357 -150299 1170
1977566 -6357 -150321 944
1977576 -6357 -150344 801
1977586 -6356 -150366 884
1977596 -6356 -150389 791
1977606 -6355 -150412 752
1977616 -6355 -150435 742
1977626 -6355 -150457 742
1977636 -6354 -150480 699
1977646 -6354 -150503 673
1977656 -6353 -150526 674
1977666 -6353 -150548 729
1977676 -6353 -150571 725
1977686 -6352 -150594 714
1977696 -6352 -150617 833
1977706 -6351 -150640 958
1977716 -6351 -150662 950
1977726 -6351 -150685 961
1977736 -6350 -150708 967
1977746 -6349 -150731 962
1977756 -6348 -150754 887
1977766 -6348 -150777 1027
1977776 -6347 -150800 993
1977786 -6346 -150822 1066
1977796 -6345 -150846 1045
1977806 -6345 -150870 1137
1977816 -6344 -150893 1137
1977826 -6343 -150916 982
1977836 -6343 -150939 841
1977846 -6342 -150962 829
1977856 -6341 -150985 887
1977866 -6341 -151008 1087
1977876 -6340 -151032 1104
1977886 -6339 -151055 1155
1977896 -6338 -151078 1036
1977906 -6338 -151101 1049
1977916 -6337 -151124 975
1977926 -6336 -151147 1107
1977936 -6336 -151171 1097
1977946 -6335 -151194 886
1977956 -6335 -151217 972
1977966 -6334 -151240 881
1977976 -6334 -151263 759
1977986 -6333 -151286 1350
1977996 -6332 -151309 1089
1978006 -6332 -151333 932
1978016 -6331 -151356 932
1978026 -6331 -151379 1050
1978036 -6330 -151402 1071
1978046 -6330 -151426 1090
1978056 -6329 -151449 1143
1978066 -6328 -151473 1214
1978076 -6328 -151496 1169
1978086 -6327 -151520 1149
1978096 -6326 -151543 1060
1978106 -6326 -151567 1001
1978116 -6325 -151590 1117
1978126 -6324 -151614 1077
1978136 -6324 -151638 911
1978146 -6323 -151662 1221
1978156 -6323 -151686 1144
1978166 -6322 -151709 1152
1978176 -6321 -151733 997
1978186 -6321 -151756 917
1978196 -6320 -151780 1003
1978206 -6319 -151803 871
1978216 -6319 -151827 871
1978226 -6318 -151850 980
1978236 -6317 -151874 966
1978246 -6317 -151897 1077
1978256 -6316 -151921 1116
1978266 -6315 -151945 937
1978276 -6315 -151968 951
1978286 -6314 -151992 1131
1978296 -6313 -152016 979
1978306 -6312 -152040 799
1978316 -6312 -152064 1077
1978326 -6311 -152087 1013
1978336 -6311 -152111 936
1978346 -6310 -152134 939
1978356 -6309 -152158 1127
1978366 -6309 -152182 1061
1978376 -6308 -152205 1258
1978386 -6308 -152228 1253
1978396 -6308 -152252 1207
1978406 -6307 -152275 1101
1978416 -6307 -152298 1101
1978426 -6306 -152321 1150
1978436 -6306 -152346 1260
1978446 -6305 -152369 1176
1978456 -6304 -152393 1187
1978466 -6303 -152417 1270
1978476 -6303 -152441 1283
1978486 -6302 -152464 1333
1978496 -6301 -152488 1101
1978506 -6301 -152512 1172
1978516 -6300 -152536 1065
1978526 -6299 -152560 1061
1978536 -6299 -152583 1084
1978546 -6298 -152607 1045
1978556 -6298 -152631 1340
1978566 -6297 -152654 1218
1978576 -6296 -152678 1139
1978586 -6295 -152702 1063
1978596 -6295 -152726 1197
1978606 -6294 -152750 1281
1978616 -6294 -152773 1281
1978626 -6293 -152797 1436
1978636 -6293 -152820 1219
1978646 -6292 -152844 990
1978656 -6291 -152868 1221
1978666 -6291 -152891 1209
1978676 -6290 -152915 1336
1978686 -6290 -152938 1456
1978696 -6289 -152962 1376
1978706 -6289 -152986 1245
1978716 -6288 -153009 1245
1978726 -6288 -153033 1089
1978736 -6287 -153056 1093
1978746 -6286 -153080 1188
1978756 -6286 -153103 986
1978766 -6285 -153127 1007
1978776 -6285 -153150 1173
1978786 -6284 -153173 1127
1978796 -6283 -153197 1228
1978806 -6283 -153220 1193
1978816 -6282 -153244 1185
1978826 -6281 -153267 1146
1978836 -6281 -153292 1358
1978846 -6280 -153315 1236
1978856 -6279 -153339 1310
1978866 -6278 -153362 1326
1978876 -6278 -153386 1296
1978886 -6277 -153410 1160
1978896 -6276 -153433 1299
1978906 -6275 -153458 1236
1978916 -6274 -153481 1236
1978926 -6273 -153505 1247
1978936 -6272 -153528 1123
1978946 -6272 -153552 1341
1978956 -6271 -153576 1372
1978966 -6270 -153600 1535
1978976 -6270 -153623 1271
1978986 -6269 -153647 1339
1978996 -6269 -153670 1266
1979006 -6268 -153694 1082
1979016 -6268 -153717 943
1979026 -6267 -153741 1216
1979036 -6266 -153764 1185
1979046 -6266 -153788 1305
1979056 -6265 -153811 1558
1979066 -6264 -153835 1230
1979076 -6264 -153859 1273
1979086 -6263 -153882 1248
1979096 -6263 -153907 1138
1979106 -6262 -153930 1138
1979116 -6261 -153954 1577
1979126 -6261 -153977 1233
1979136 -6260 -154001 1314
1979146 -6259 -154025 1070
1979156 -6259 -154048 1069
1979166 -6258 -154072 1243
1979176 -6258 -154096 1574
1979186 -6257 -154119 1353
1979196 -6257 -154142 1528
1979207 -6256 -154169 1452
1979217 -6255 -154193 1345
1979227 -6255 -154213 966
1979237 -6255 -154236 1184
1979247 -6254 -154263 1031
1979257 -6253 -154286 1362
1979267 -6253 -154310 1311
1979277 -6252 -154333 1116
1979287 -6252 -154357 1348
1979297 -6251 -154381 1097
1979307 -6251 -154405 1243
1979317 -6250 -154428 1243
1979327 -6249 -154452 1229
1979337 -6249 -154476 1224
1979346 -6248 -154499 1206
1979356 -6248 -154523 1355
1979366 -6247 -154546 1074
1979376 -6246 -154569 972
1979386 -6246 -154593 1023
1979396 -6245 -154617 966
1979406 -6244 -154640 986
1979416 -6244 -154663 1216
1979426 -6243 -154684 1120
1979436 -6243 -154707 1119
1979446 -6242 -154734 992
1979456 -6241 -154757 1266
1979466 -6241 -154781 1049
1979476 -6240 -154804 1468
1979486 -6239 -154828 1486
1979496 -6239 -154851 1327
1979506 -6238 -154875 1327
1979516 -6238 -154898 1148
1979526 -6237 -154922 1292
1979536 -6237 -154946 1331
1979546 -6236 -154970 1491
1979556 -6236 -154993 1434
1979566 -6235 -155017 1578
1979576 -6235 -155041 1259
1979586 -6234 -155065 1340
1979596 -6233 -155088 1444
1979606 -6233 -155112 1626
1979616 -6233 -155135 1510
1979626 -6232 -155159 1525
1979636 -6232 -155182 1399
1979646 -6232 -155206 1390
1979656 -6231 -155229 1500
1979666 -6231 -155253 1711
1979676 -6230 -155276 1493
1979686 -6230 -155300 1425
1979696 -6230 -155324 1451
1979706 -6229 -155348 1451
1979716 -6229 -155371 1603
1979726 -6228 -155395 1617
1979736 -6227 -155419 1425
1979746 -6227 -155443 1560
1979756 -6226 -155466 1277
1979766 -6225 -155490 1229
1979776 -6225 -155513 1320
1979786 -6224 -155537 975
1979796 -6224 -155560 709
1979806 -6223 -155583 1511
1979816 -6222 -155607 1426
1979826 -6221 -155630 1450
1979836 -6221 -155654 1223
1979846 -6220 -155677 1295
1979856 -6219 -155701 1269
1979866 -6218 -155725 1338
1979876 -6217 -155748 1285
1979886 -6216 -155772 1296
1979896 -6215 -155795 1196
1979906 -6215 -155819 1196
1979916 -6214 -155843 1070
1979926 -6213 -155867 1156
1979936 -6212 -155890 1218
1979946 -6211 -155914 1237
1979956 -6210 -155937 1240
1979966 -6210 -155960 1170
1979976 -6209 -155984 1201
1979986 -6209 -156007 1222
1979996 -6208 -156030 1286
1980006 -6208 -156053 1146
1980016 -6207 -156077 985
1980026 -6206 -156100 1008
1980036 -6206 -156124 747
1980046 -6205 -156147 876
1980056 -6205 -156170 834
1980066 -6204 -156194 935
1980076 -6203 -156218 888
1980086 -6203 -156242 696
1980096 -6202 -156266 639
1980106 -6202 -156289 639
1980116 -6201 -156312 978
1980126 -6200 -156336 1137
1980136 -6200 -156360 950
1980146 -6199 -156383 920
1980156 -6198 -156407 905
1980166 -6198 -156431 1188
1980176 -6197 -156455 1294
1980186 -6196 -156478 1540
1980196 -6196 -156502 1384
1980206 -6195 -156525 932
1980216 -6194 -156548 940
1980226 -6194 -156572 908
1980236 -6193 -156596 1203
1980246 -6192 -156619 1052
1980256 -6192 -156643 1280
1980266 -6191 -156667 1030
1980276 -6190 -156690 855
1980286 -6189 -156715 1110
1980296 -6189 -156738 1110
1980306 -6188 -156762 1186
1980316 -6188 -156785 1143
1980326 -6187 -156809 1227
1980336 -6186 -156832 1228
1980346 -6186 -156856 965
1980356 -6185 -156880 977
1980366 -6184 -156903 1569
1980376 -6184 -156927 1385
1980386 -6183 -156951 1517
1980396 -6183 -156974 1424
1980406 -6182 -156998 1395
1980416 -6182 -157021 1271
1980426 -6181 -157045 1411
1980436 -6181 -157067 1216
1980446 -6181 -157091 1504
1980456 -6180 -157115 1474
1980466 -6179 -157138 1244
1980476 -6179 -157161 1244
1980486 -6178 -157185 1471
1980496 -6178 -157209 1525
1980506 -6177 -157233 1587
1980516 -6176 -157257 1437
1980526 -6175 -157280 1326
1980536 -6175 -157304 1772
1980546 -6174 -157328 1564
1980556 -6173 -157352 1359
1980566 -6173 -157376 1515
1980576 -6172 -157400 1512
1980586 -6171 -157424 1373
1980596 -6171 -157447 1464
1980606 -6170 -157471 1254
1980616 -6170 -157494 1778
1980626 -6170 -157518 2038
1980636 -6169 -157541 1576
1980646 -6168 -157565 1504
1980656 -6167 -157590 1526
1980666 -6167 -157613 1526
1980676 -6166 -157637 1326
1980686 -6166 -157660 1558
1980696 -6165 -157684 1845
1980706 -6164 -157708 1016
1980716 -6164 -157732 1120
1980726 -6163 -157755 1736
1980736 -6162 -157779 1840
1980746 -6162 -157802 1649
1980756 -6161 -157826 1568
1980766 -6161 -157850 1350
1980776 -6160 -157873 1254
1980786 -6160 -157897 1350
1980796 -6159 -157920 1280
1980806 -6159 -157943 1318
1980816 -6158 -157966 1408
1980826 -6158 -157990 1398
1980836 -6157 -158013 1467
1980846 -6156 -158037 1273
1980856 -6156 -158061 1213
1980866 -6155 -158084 1213
1980876 -6154 -158107 1493
1980886 -6154 -158131 1310
1980896 -6153 -158155 1086
1980906 -6152 -158178 1166
1980916 -6151 -158202 1241
1980926 -6150 -158225 1360
1980936 -6150 -158249 1388
1980946 -6149 -158272 1647
1980956 -6148 -158296 1326
1980966 -6147 -158319 1208
1980976 -6146 -158343 1275
1980986 -6145 -158367 1213
1980996 -6144 -158390 1770
1981006 -6144 -158414 1975
1981016 -6143 -158437 1959
1981026 -6142 -158460 1685
1981036 -6141 -158484 1428
1981046 -6141 -158508 1528
1981056 -6140 -158532 1622
1981066 -6140 -158554 1622
1981076 -6139 -158578 1483
1981086 -6138 -158602 1554
1981096 -6137 -158626 1820
1981106 -6137 -158649 1584
1981116 -6136 -158673 1216
1981126 -6135 -158696 1716
1981136 -6134 -158720 1550
1981146 -6134 -158744 1415
1981156 -6133 -158768 1401
1981166 -6132 -158791 1625
1981176 -6131 -158815 1612
1981187 -6131 -158842 1511
1981197 -6130 -158862 1636
1981207 -6129 -158885 1669
1981217 -6128 -158912 1406
1981227 -6128 -158935 1005
1981237 -6127 -158958 1357
1981247 -6127 -158982 920
1981257 -6126 -159006 1324
1981267 -6125 -159028 1324
1981277 -6125 -159052 1474
1981287 -6124 -159076 1152
1981297 -6124 -159099 1556
1981307 -6123 -159122 1023
1981316 -6123 -159146 1156
1981326 -6122 -159169 962
1981336 -6121 -159194 1124
1981346 -6120 -159217 1118
1981356 -6120 -159241 1450
1981366 -6119 -159264 1437
1981376 -6119 -159287 1504
1981386 -6119 -159310 1331
1981396 -6118 -159332 1110
1981406 -6117 -159355 654
1981416 -6117 -159381 1147
1981426 -6116 -159404 903
1981436 -6116 -159428 919
1981446 -6116 -159451 1240
1981456 -6115 -159474 1240
1981466 -6114 -159498 948
1981476 -6114 -159521 904
1981486 -6113 -159544 648
1981496 -6113 -159568 883
1981506 -6112 -159592 991
1981516 -6111 -159615 1262
1981526 -6110 -159639 1045
1981536 -6109 -159663 959
1981546 -6109 -159687 704
1981556 -6109 -159710 838
1981566 -6108 -159734 1141
1981576 -6108 -159758 895
1981586 -6107 -159781 934
1981596 -6106 -159805 796
1981606 -6106 -159829 1236
1981616 -6105 -159852 1094
1981626 -6105 -159875 726
1981636 -6105 -159898 865
1981646 -6104 -159922 1215
1981656 -6104 -159945 1215
1981666 -6103 -159970 872
1981676 -6103 -159993 1109
1981686 -6102 -160016 1282
1981696 -6102 -160039 1121
1981706 -6102 -160063 986
1981716 -6101 -160087 822
1981726 -6101 -160111 976
1981736 -6100 -160134 976
1981746 -6100 -160157 653
1981756 -6099 -160181 780
1981766 -6099 -160204 652
1981776 -6098 -160228 726
1981786 -6097 -160252 991
1981796 -6097 -160276 780
1981806 -6096 -160300 874
1981816 -6096 -160323 915
1981826 -6095 -160346 1129
1981836 -6095 -160370 1062
1981846 -6094 -160394 952
1981856 -6093 -160417 952
1981866 -6092 -160441 1335
1981876 -6092 -160464 1343
1981886 -6091 -160487 1153
1981896 -6091 -160511 1131
1981906 -6090 -160534 1052
1981916 -6089 -160558 1140
1981926 -6088 -160582 1512
1981936 -6087 -160606 1444
1981946 -6086 -160629 1317
1981956 -6086 -160652 1471
1981966 -6085 -160676 1446
1981976 -6084 -160700 1604
1981986 -6083 -160724 1509
1981996 -6082 -160747 1177
1982006 -6082 -160771 1420
1982016 -6081 -160794 1392
1982026 -6080 -160818 714
1982036 -6079 -160841 441
1982046 -6079 -160865 691
1982056 -6078 -160887 691
1982066 -6077 -160911 1529
1982076 -6077 -160934 1206
1982086 -6076 -160958 1063
1982096 -6076 -160981 1383
1982106 -6075 -161005 970
1982116 -6075 -161028 1258
1982126 -6074 -161052 1295
1982136 -6073 -161075 1041
1982146 -6072 -161099 672
1982156 -6071 -161123 1124
1982166 -6070 -161147 1491
1982176 -6070 -161170 1263
1982186 -6069 -161194 1149
1982196 -6069 -161218 867
1982206 -6068 -161241 1240
1982216 -6067 -161265 1182
1982226 -6066 -161289 1175
1982236 -6066 -161312 1103
1982246 -6065 -161336 1298
1982256 -6065 -161359 1298
1982266 -6064 -161383 1135
1982276 -6063 -161407 1643
1982286 -6062 -161431 1081
1982296 -6062 -161454 1350
1982306 -6061 -161478 1395
1982316 -6061 -161501 833
1982326 -6060 -161525 1524
1982336 -6059 -161549 1321
1982346 -6059 -161573 1043
1982356 -6058 -161597 1361
1982366 -6057 -161621 1279
1982376 -6057 -161644 1037
1982386 -6056 -161668 1376
1982396 -6056 -161691 1222
1982406 -6055 -161715 1163
1982416 -6054 -161738 840
1982426 -6054 -161762 819
1982436 -6053 -161785 1199
1982446 -6053 -161809 814
1982456 -6052 -161832 814
1982466 -6052 -161856 705
1982476 -6051 -161880 1210
1982486 -6051 -161904 1067
1982496 -6050 -161927 1014
1982506 -6050 -161950 860
1982516 -6049 -161974 949
1982526 -6049 -161997 618
1982536 -6048 -162021 1065
1982546 -6048 -162045 1484
1982556 -6047 -162068 1308
1982566 -6047 -162092 1600
1982576 -6046 -162116 1603
1982586 -6046 -162140 1611
1982596 -6045 -162164 1425
1982606 -6045 -162188 1395
1982616 -6044 -162211 1587
1982626 -6043 -162236 1556
1982636 -6043 -162259 1165
1982646 -6042 -162283 1165
1982656 -6042 -162307 1332
1982666 -6042 -162330 1380
1982676 -6041 -162354 1598
1982686 -6041 -162378 1604
1982696 -6040 -162401 1376
1982706 -6040 -162425 962
1982716 -6040 -162448 1002
1982726 -6039 -162471 1175
1982736 -6038 -162493 1106
1982746 -6037 -162514 921
1982756 -6037 -162535 383
1982766 -6036 -162555 214
1982776 -6035 -162574 209
1982786 -6034 -162595 252
1982796 -6033 -162617 525
1982806 -6033 -162640 802
1982816 -6032 -162663 972
1982826 -6032 -162686 1412
1982836 -6032 -162709 1412
1982846 -6032 -162732 573
1982856 -6031 -162755 611
1982866 -6031 -162779 735
1982876 -6030 -162802 451
1982886 -6029 -162826 392
1982896 -6029 -162849 509
1982906 -6028 -162872 326
1982916 -6027 -162895 382
1982926 -6027 -162919 439
1982936 -6026 -162942 409
1982946 -6026 -162965 597
1982956 -6025 -162988 782
1982966 -6025 -163012 582
1982976 -6024 -163035 755
1982986 -6023 -163058 726
1982996 -6022 -163082 495
1983006 -6021 -163106 656
1983016 -6021 -163129 662
1983026 -6020 -163153 620
1983036 -6019 -163176 620
1983046 -6018 -163200 526
1983056 -6017 -163223 641
1983066 -6016 -163247 379
1983076 -6016 -163270 437
1983086 -6015 -163293 423
1983096 -6015 -163317 653
1983106 -6014 -163340 708
1983116 -6014 -163364 452
1983126 -6013 -163388 1287
1983136 -6012 -163411 1524
1983147 -6012 -163438 1208
1983157 -6011 -163458 510
1983167 -6010 -163482 477
1983177 -6009 -163509 376
1983187 -6009 -163532 357
1983197 -6008 -163555 306
1983207 -6007 -163579 324
1983217 -6007 -163602 220
1983227 -6006 -163626 200
1983237 -6006 -163649 200
1983247 -6005 -163672 171
1983257 -6005 -163695 175
1983267 -6004 -163718 177
1983276 -6003 -163741 168
1983286 -6003 -163763 170
1983296 -6002 -163786 166
1983306 -6002 -163809 163
1983316 -6001 -163833 163
1983326 -6001 -163857 187
1983336 -6000 -163880 189
1983346 -6000 -163899 194
1983356 -6000 -163922 189
1983366 -5999 -163945 191
1983376 -5998 -163971 218
1983386 -5998 -163994 250
1983396 -5997 -164018 302
1983406 -5997 -164041 321
1983416 -5996 -164064 321
1983426 -5996 -164088 316
1983436 -5995 -164112 320
1983446 -5994 -164135 235
1983456 -5994 -164159 205
1983466 -5994 -164182 213
1983476 -5993 -164205 219
1983486 -5993 -164229 232
1983496 -5992 -164252 274
1983506 -5992 -164276 312
1983516 -5991 -164299 272
1983526 -5991 -164323 231
1983536 -5990 -164346 218
1983546 -5989 -164370 310
1983556 -5988 -164394 273
1983566 -5987 -164418 238
1983576 -5987 -164441 211
1983586 -5986 -164465 235
1983596 -5986 -164488 293
1983606 -5985 -164512 390
1983616 -5985 -164536 390
1983626 -5984 -164559 518
1983636 -5984 -164583 305
1983646 -5983 -164607 404
1983656 -5983 -164630 335
1983666 -5982 -164653 257
1983676 -5982 -164676 285
1983686 -5982 -164700 321
1983696 -5981 -164723 256
1983706 -5981 -164747 270
1983716 -5980 -164770 249
1983726 -5980 -164793 243
1983736 -5980 -164817 248
1983746 -5979 -164841 245
1983756 -5979 -164864 221
1983766 -5978 -164887 195
1983776 -5978 -164911 219
1983786 -5977 -164934 274
1983796 -5977 -164957 323
1983806 -5976 -164981 345
1983816 -5976 -165004 345
1983826 -5975 -165028 338
1983836 -5974 -165051 254
1983846 -5974 -165074 223
1983856 -5973 -165098 242
1983866 -5973 -165121 21
1983876 -5972 -165145 277
1983886 -5971 -165168 322
1983896 -5970 -165192 365
1983906 -5970 -165215 385
1983916 -5969 -165239 387
1983926 -5969 -165262 403
1983936 -5968 -165286 446
1983946 -5967 -165309 495
1983956 -5966 -165333 508
1983966 -5966 -165356 418
1983976 -5965 -165380 461
1983986 -5964 -165404 434
1983996 -5963 -165427 370
1984006 -5962 -165451 327
1984016 -5961 -165474 327
1984026 -5960 -165497 328
1984036 -5960 -165521 405
1984046 -5959 -165545 616
1984056 -5958 -165568 501
1984066 -5957 -165591 590
1984076 -5956 -165615 555
1984086 -5956 -165639 462
1984096 -5955 -165662 473
1984106 -5955 -165685 634
1984116 -5955 -165708 650
1984126 -5954 -165732 611
1984136 -5953 -165755 761
1984146 -5953 -165778 479
1984156 -5952 -165802 502
1984166 -5952 -165825 474
1984176 -5951 -165849 627
1984186 -5950 -165873 871
1984196 -5950 -165896 1086
1984206 -5949 -165920 455
1984216 -5949 -165943 455
1984226 -5948 -165967 566
1984236 -5947 -165991 676
1984246 -5946 -166015 675
1984256 -5946 -166038 424
1984266 -5945 -166062 298
1984276 -5945 -166085 198
1984286 -5944 -166108 187
1984296 -5943 -166131 179
1984306 -5942 -166156 192
1984316 -5942 -166179 195
1984326 -5941 -166202 199
1984336 -5940 -166225 190
1984346 -5940 -166248 201
1984356 -5939 -166272 193
1984366 -5938 -166296 217
1984376 -5937 -166319 181
1984386 -5936 -166343 182
1984396 -5936 -166366 175
1984406 -5936 -166390 183
1984416 -5936 -166412 183
1984426 -5936 -166436 179
1984436 -5935 -166458 168
1984446 -5929 -166477 163
1984456 -5928 -166500 171
1984466 -5928 -166523 168
1984476 -5928 -166546 179
1984486 -5927 -166565 171
1984496 -5927 -166587 170
1984506 -5925 -166607 176
1984516 -5924 -166627 166
1984526 -5923 -166647 169
1984536 -5922 -166664 179
1984546 -5922 -166687 173
1984556 -5922 -166710 168
1984566 -5923 -166731 175
1984576 -5921 -166750 166
1984586 -5921 -166773 171
1984596 -5921 -166795 158
1984606 -5918 -166813 158
1984616 -5917 -166832 172
1984626 -5917 -166852 167
1984636 -5916 -166875 180
1984646 -5915 -166897 159
1984656 -5914 -166919 161
1984666 -5913 -166942 151
1984676 -5913 -166965 158
1984686 -5913 -166988 154
1984696 -5912 -167011 148
1984706 -5911 -167034 152
1984716 -5910 -167058 146
1984726 -5910 -167080 148
1984736 -5910 -167101 148
1984746 -5905 -167122 153
1984756 -5904 -167142 157
1984766 -5903 -167162 158
1984776 -5903 -167181 160
1984786 -5903 -167205 163
1984796 -5902 -167228 163
1984806 -5900 -167252 158
1984816 -5898 -167271 158
1984826 -5896 -167294 157
1984836 -5896 -167314 162
1984846 -5896 -167337 172
1984856 -5895 -167358 157
1984866 -5893 -167379 156
1984876 -5893 -167401 165
1984886 -5891 -167421 168
1984896 -5891 -167440 169
1984906 -5890 -167459 178
1984916 -5889 -167476 178
1984926 -5888 -167492 164
1984936 -5888 -167506 175
1984946 -5887 -167519 178
1984956 -5887 -167530 171
1984966 -5886 -167540 182
1984976 -5885 -167548 181
1984986 -5884 -167555 187
1984996 -5884 -167561 187
1985006 -5884 -167564 194
1985016 -5884 -167565 184
1985026 -5884 -167565 193
1985036 -5884 -167565 195
1985046 -5884 -167563 185
1985056 -5884 -167563 186
1985066 -5884 -167563 186
1985076 -5884 -167563 196
1985086 -5884 -167563 184
1985096 -5884 -167563 197
1985106 -5884 -167563 199
1985116 -5884 -167563 195
1985126 -5884 -167563 191
1985136 -5884 -167563 200
1985147 -5884 -167563 195
1985157 -5884 -167563 187
1985167 -5884 -167563 187
1985177 -5884 -167563 177
1985187 -5884 -167563 199
1985197 -5884 -167563 188
1985207 -5884 -167563 179
1985216 -5884 -167563 187
1985226 -5884 -167563 189
1985236 -5884 -167563 199
1985246 -5884 -167563 186
1985256 -5884 -167563 191
1985266 -5884 -167563 191
1985276 -5884 -167563 194
1985286 -5884 -167563 187
1985296 -5884 -167563 190
