t right_dis left_dis right_v left_v
2027727 16992 14942 0 0
2027737 16992 14942 0 0
2027747 16992 14942 0 0
2027757 16992 14942 0 0
2027767 16992 14942 0 0
2027777 16992 14942 0 0
2027786 16992 14942 0 0
2027796 16992 14942 0 0
2027806 16992 14942 0 0
2027816 16992 14942 0 0
2027826 16992 14942 0 0
2027836 16992 14942 0 0
2027846 16992 14942 0 0
2027856 16992 14942 0 0
2027866 16992 14942 0 0
2027876 16992 14942 0 0
2027886 16992 14942 0 0
2027896 16992 14942 0 0
2027906 16992 14942 0 0
2027916 16992 14942 0 0
2027926 16992 14942 0 0
2027936 16992 14942 0 0
2027946 16992 14942 0 0
2027956 16992 14942 0 0
2027966 16992 14942 0 0
2027976 16992 14942 0 0
2027986 16992 14942 0 0
2027996 16992 14942 0 0
2028006 16992 14942 0 0
2028016 16992 14942 0 0
2028026 16992 14942 0 0
2028036 16992 14942 0 0
2028046 16992 14942 0 0
2028056 16992 14942 0 0
2028066 16992 14942 0 0
2028076 16992 14942 0 0
2028086 16992 14942 0 0
2028096 16992 14942 0 0
2028106 16992 14942 0 0
2028116 16992 14942 0 0
2028126 16992 14942 0 0
2028136 16992 14942 0 0
2028146 16992 14942 0 0
2028156 16992 14942 0 0
2028166 16992 14942 0 0
2028176 16992 14942 0 0
2028186 16992 14942 0 0
2028196 16992 14942 0 0
2028206 16992 14942 0 0
2028216 16992 14942 0 0
2028226 16992 14942 0 0
2028236 16992 14942 0 0
2028246 16992 14942 0 0
2028256 16992 14942 0 0
2028266 16992 14942 0 0
2028276 16992 14942 0 0
2028286 16992 14942 0 0
2028296 16992 14942 0 0
2028306 16992 14942 0 0
2028316 16992 14942 0 0
2028326 16992 14942 0 0
2028336 16992 14942 0 0
2028346 16992 14942 0 0
2028356 16992 14942 0 0
2028366 16992 14942 0 0
2028376 16992 14942 0 0
2028386 16992 14942 0 0
2028396 16992 14942 0 0
2028406 16992 14942 0 0
2028416 16992 14942 0 0
2028426 16992 14942 0 0
2028436 16992 14942 0 0
2028446 16992 14942 0 0
2028456 16992 14942 0 0
2028466 16992 14942 0 0
2028476 16992 14942 0 0
2028486 16992 14942 0 0
2028496 16992 14942 0 0
2028506 16992 14942 0 0
2028516 16992 14942 0 0
2028526 16992 14942 0 0
2028536 16992 14942 0 0
2028546 16992 14942 0 0
2028556 16992 14942 0 0
2028566 16992 14942 0 0
2028576 16992 14942 0 0
2028586 16992 14942 0 0
2028596 16992 14942 0 0
2028606 16992 14942 0 0
2028616 16992 14942 0 0
2028626 16992 14942 0 0
2028636 16992 14942 0 0
2028646 16992 14942 0 0
2028656 16992 14942 0 0
2028666 16992 14942 0 0
2028676 16992 14942 0 0
2028686 16992 14942 0 0
2028696 16992 14942 0 0
2028706 16992 14942 0 0
2028716 16992 14942 0 0
2028726 16992 14942 0 0
2028736 16992 14942 0 0
2028746 16992 14942 0 0
2028756 16992 14942 0 0
2028766 16992 14942 0 0
2028776 16992 14942 0 0
2028786 16992 14942 0 0
2028796 16992 14942 0 0
2028806 16992 14942 0 0
2028816 16992 14942 0 0
2028826 16992 14942 0 0
2028836 16992 14942 0 0
2028846 16992 14942 0 0
2028856 16992 14942 0 0
2028866 16992 14942 0 0
2028876 16992 14942 0 0
2028886 16992 14942 0 0
2028896 16992 14942 0 0
2028906 16992 14942 0 0
2028916 16992 14942 0 0
2028926 16992 14942 0 0
2028936 16992 14942 0 0
2028946 16992 14942 0 0
2028956 16992 14942 0 0
2028966 16992 14942 0 0
2028976 16992 14942 0 0
2028986 16992 14942 0 0
2028996 16992 14942 0 0
2029006 16992 14942 0 0
2029016 16992 14942 0 0
2029026 16992 14942 0 0
2029036 16992 14942 0 0
2029046 16992 14942 0 0
2029056 16992 14942 0 0
2029066 16992 14942 0 0
2029076 16992 14942 0 0
2029086 16992 14942 0 0
2029096 16992 14942 0 0
2029106 16992 14942 0 0
2029116 16992 14942 0 0
2029126 16992 14942 0 0
2029136 16992 14942 0 0
2029146 16992 14942 0 0
2029156 16992 14942 0 0
2029166 16992 14942 0 0
2029176 16992 14942 0 0
2029186 16992 14942 0 0
2029196 16992 14942 0 0
2029206 16992 14942 0 0
2029216 16992 14942 0 0
2029226 16992 14942 0 0
2029236 16992 14942 0 0
2029246 16992 14942 0 0
2029256 16992 14942 0 0
2029266 16992 14942 0 0
2029276 16992 14942 0 0
2029286 16992 14942 0 0
2029296 16992 14942 0 0
2029306 16992 14942 0 0
2029316 16992 14942 0 0
2029326 16992 14942 0 0
2029336 16992 14942 0 0
2029346 16992 14942 0 0
2029356 16992 14942 0 0
2029366 16992 14942 0 0
2029376 16992 14942 0 0
2029386 16992 14942 0 0
2029396 16992 14942 0 0
2029406 16992 14942 0 0
2029416 16992 14942 0 0
2029426 16992 14942 0 0
2029436 16992 14942 0 0
2029446 16992 14942 0 0
2029456 16992 14942 0 0
2029466 16992 14942 0 0
2029476 16992 14942 0 0
2029486 16992 14942 0 0
2029496 16992 14942 0 0
2029506 16992 14942 0 0
2029516 16992 14942 0 0
2029526 16992 14942 0 0
2029536 16992 14942 0 0
2029546 16992 14942 0 0
2029556 16992 14942 0 0
2029566 16992 14942 0 0
2029576 16992 14942 0 0
2029586 16992 14942 0 0
2029596 16992 14942 0 0
2029606 16992 14942 0 0
2029616 16992 14942 0 0
2029626 16992 14942 0 0
2029636 16992 14942 0 0
2029646 16992 14942 0 0
2029656 16992 14942 0 0
2029666 16992 14942 0 0
2029676 16992 14942 0 0
2029686 16992 14942 0 0
2029696 16992 14942 0 0
2029706 16992 14942 0 0
2029716 16992 14942 0 0
2029726 16992 14942 0 0
2029737 16992 14942 0 0
2029747 16992 14942 0 0
2029757 16992 14942 0 0
2029767 16992 14942 0 0
2029777 16992 14942 0 0
2029787 16992 14942 0 0
2029797 16992 14942 0 0
2029807 16992 14942 0 0
2029816 16992 14942 0 0
2029826 16992 14942 0 0
2029836 16992 14942 0 0
2029846 16992 14942 0 0
2029856 16992 14942 0 0
2029866 16992 14942 0 0
2029876 16992 14942 0 0
2029886 16992 14942 0 0
2029896 16992 14942 0 0
2029906 16992 14942 0 0
2029916 16992 14942 0 0
2029926 16992 14942 0 0
2029936 16992 14942 0 0
2029946 16992 14942 0 0
2029956 16992 14942 0 0
2029966 16992 14942 0 0
2029976 16992 14942 0 0
2029986 16992 14942 0 0
2029996 16992 14942 0 0
2030006 16992 14942 0 0
2030016 16992 14942 0 0
2030026 16992 14942 0 0
2030036 16992 14942 0 0
2030046 16992 14942 0 0
2030056 16992 14942 0 0
2030066 16992 14942 0 0
2030076 16992 14942 0 0
2030086 16992 14942 0 0
2030096 16992 14942 0 0
2030106 16992 14942 0 0
2030116 16992 14942 0 0
2030126 16992 14942 0 0
2030136 16992 14942 0 0
2030146 16992 14942 0 0
2030156 16992 14942 0 0
2030166 16992 14942 0 0
2030176 16992 14942 0 0
2030186 16992 14942 0 0
2030196 16992 14942 0 0
2030206 16992 14942 0 0
2030216 16992 14942 0 0
2030226 16992 14942 0 0
2030236 16992 14942 0 0
2030246 16992 14942 0 0
2030256 16992 14942 0 0
2030266 16992 14942 0 0
2030276 16992 14942 0 0
2030286 16992 14942 0 0
2030296 16992 14942 0 0
2030306 16992 14942 0 0
2030316 16992 14942 0 0
2030326 16992 14942 0 0
2030336 16992 14942 0 0
2030346 16992 14942 0 0
2030356 16992 14942 0 0
2030366 16992 14942 0 0
2030376 16992 14942 0 0
2030386 16992 14942 0 0
2030396 16992 14942 0 0
2030406 16992 14942 0 0
2030416 16992 14942 0 0
2030426 16992 14942 0 0
2030436 16992 14942 0 0
2030446 16992 14942 0 0
2030456 16992 14942 0 0
2030466 16992 14942 0 0
2030476 16992 14942 0 0
2030486 16992 14942 0 0
2030496 16992 14942 0 0
2030506 16992 14942 0 0
2030516 16992 14942 0 0
2030526 16992 14942 0 0
2030536 16992 14942 0 0
2030546 16992 14942 0 0
2030556 16992 14942 0 0
2030566 16992 14942 0 0
2030576 16992 14942 0 0
2030586 16992 14942 0 0
2030596 16992 14942 0 0
2030606 16992 14942 0 0
2030616 16992 14942 0 0
2030626 16992 14942 0 0
2030636 16992 14942 0 0
2030646 16992 14942 0 0
2030656 16992 14942 0 0
2030666 16992 14942 0 0
2030676 16992 14942 0 0
2030686 16992 14942 0 0
2030696 16992 14942 0 0
2030706 16992 14942 0 0
2030716 16992 14942 0 0
2030726 16992 14942 0 0
2030736 16992 14942 0 0
2030746 16992 14942 0 0
2030756 16992 14942 0 0
2030766 16992 14942 0 0
2030776 16992 14942 0 0
2030786 16992 14942 0 0
2030796 16992 14942 0 0
2030806 16992 14942 0 0
2030816 16992 14942 0 0
2030826 16992 14942 0 0
2030836 16992 14942 0 0
2030846 16992 14942 0 0
2030856 16992 14942 0 0
2030866 16992 14942 0 0
2030876 16992 14942 0 0
2030886 16992 14942 0 0
2030896 16992 14942 0 0
2030906 16992 14942 0 0
2030916 16992 14942 0 0
2030926 16992 14942 0 0
2030936 16992 14942 0 0
2030946 16992 14942 0 0
2030956 16992 14942 0 0
2030966 16992 14942 0 0
2030976 16992 14942 0 0
2030986 16992 14942 0 0
2030996 16992 14942 0 0
2031006 16992 14942 0 0
2031016 16992 14942 0 0
2031026 16992 14942 0 0
2031036 16992 14942 0 0
2031046 16992 14942 0 0
2031056 16992 14942 0 0
2031066 16992 14942 0 0
2031076 16992 14942 0 0
2031086 16992 14942 0 0
2031096 16992 14942 0 0
2031106 16992 14942 0 0
2031116 16992 14942 0 0
2031126 16992 14942 0 0
2031136 16992 14942 0 0
2031146 16992 14942 0 0
2031156 16992 14942 0 0
2031166 16992 14942 0 0
2031176 16992 14942 0 0
2031186 16992 14942 0 0
2031196 16992 14942 0 0
2031206 16992 14942 0 0
2031216 16992 14942 0 0
2031226 16992 14942 0 0
2031236 16992 14942 0 0
2031246 16992 14942 0 0
2031256 16992 14942 0 0
2031266 16992 14942 0 0
2031276 16992 14942 0 0
2031286 16992 14942 0 0
2031296 16992 14942 0 0
2031306 16992 14942 0 0
2031316 16992 14942 0 0
2031326 16992 14942 0 0
2031336 16992 14942 0 0
2031346 16992 14942 0 0
2031356 16992 14942 0 0
2031366 16992 14942 0 0
2031376 16992 14942 0 0
2031386 16992 14942 0 0
2031396 16992 14942 0 0
2031406 16992 14942 0 0
2031416 16992 14942 0 0
2031426 16992 14942 0 0
2031436 16992 14942 0 0
2031446 16992 14942 0 0
2031456 16992 14942 0 0
2031466 16992 14942 0 0
2031476 16992 14942 0 0
2031486 16992 14942 0 0
2031496 16992 14942 0 0
2031506 16992 14942 0 0
2031516 16992 14942 0 0
2031526 16992 14942 0 0
2031536 16992 14942 0 0
2031546 16992 14942 0 0
2031556 16992 14942 0 0
2031566 16992 14942 0 0
2031576 16992 14942 0 0
2031586 16992 14942 0 0
2031596 16992 14942 0 0
2031606 16992 14942 0 0
2031616 16992 14942 0 0
2031626 16992 14942 0 0
2031636 16992 14942 0 0
2031646 16992 14942 0 0
2031656 16992 14942 0 0
2031666 16992 14942 0 0
2031676 16992 14942 0 0
2031686 16992 14942 0 0
2031696 16992 14942 0 0
2031706 16992 14942 0 0
2031716 16992 14942 0 0
2031726 16992 14942 0 0
2031736 16992 14942 0 0
2031746 16992 14942 0 0
2031756 16992 14942 0 0
2031766 16992 14942 0 0
2031776 16992 14942 0 0
2031787 16992 14942 0 0
2031797 16992 14942 0 0
2031807 16992 14942 0 0
2031817 16992 14942 0 0
2031827 16992 14942 0 0
2031837 16992 14942 0 0
2031847 16992 14942 0 0
2031857 16992 14942 0 0
2031866 16992 14942 0 0
2031876 16992 14942 0 0
2031886 16992 14942 0 0
2031896 16992 14942 0 0
2031906 16992 14942 0 0
2031916 16992 14942 0 0
2031926 16992 14942 0 0
2031936 16992 14942 0 0
2031946 16992 14942 0 0
2031956 16992 14942 0 0
2031966 16992 14942 0 0
2031976 16992 14942 0 0
2031986 16992 14942 0 0
2031996 16992 14942 0 0
2032006 16992 14942 0 0
2032016 16992 14942 0 0
2032026 16992 14942 0 0
2032036 16992 14942 0 0
2032046 16992 14942 0 0
2032056 16992 14942 0 0
2032066 16992 14942 0 0
2032076 16992 14942 0 0
2032086 16992 14942 0 0
2032096 16992 14942 0 0
2032106 16992 14942 0 0
2032116 16992 14942 0 0
2032126 16992 14942 0 0
2032136 16992 14942 0 0
2032146 16992 14942 0 0
2032156 16992 14942 0 0
2032166 16992 14942 0 0
2032176 16992 14942 0 0
2032186 16992 14942 0 0
2032196 16992 14942 0 0
2032206 16992 14942 0 0
2032216 16992 14942 0 0
2032226 16992 14942 0 0
2032236 16992 14942 0 0
2032246 16992 14942 0 0
2032256 16992 14942 0 0
2032266 16992 14942 0 0
2032276 16992 14942 0 0
2032286 16992 14942 0 0
2032296 16992 14942 0 0
2032306 16992 14942 0 0
2032316 16992 14942 0 0
2032326 16992 14942 0 0
2032336 16992 14942 0 0
2032346 16992 14942 0 0
2032356 16992 14942 0 0
2032366 16992 14942 0 0
2032376 16992 14942 0 0
2032386 16992 14942 0 0
2032396 16992 14942 0 0
2032406 16992 14942 0 0
2032416 16992 14942 0 0
2032426 16992 14942 0 0
2032436 16992 14942 0 0
2032446 16992 14942 0 0
2032456 16992 14942 0 0
2032466 16992 14942 0 0
2032476 16992 14942 0 0
2032486 16992 14942 0 0
2032496 16992 14942 0 0
2032506 16992 14942 0 0
2032516 16992 14942 0 0
2032526 16992 14942 0 0
2032536 16992 14942 0 0
2032546 16992 14942 0 0
2032556 16992 14942 0 0
2032566 16992 14942 0 0
2032576 16992 14942 0 0
2032586 16992 14942 0 0
2032596 16992 14942 0 0
2032606 16992 14942 0 0
2032616 16992 14942 0 0
2032626 16992 14942 0 0
2032636 16992 14942 0 0
2032646 16992 14942 0 0
2032656 16992 14942 0 0
2032666 16992 14942 0 0
2032676 16992 14942 0 0
2032686 16992 14942 0 0
2032696 16992 14942 0 0
2032706 16992 14942 0 0
2032716 16992 14942 0 0
2032726 16992 14942 0 0
2032736 16992 14942 0 0
2032746 16992 14942 0 0
2032756 16992 14942 0 0
2032766 16992 14942 0 0
2032776 16992 14942 0 0
2032786 16992 14942 0 0
2032796 16992 14942 0 0
2032806 16992 14942 0 0
2032816 16992 14942 0 0
2032826 16992 14942 0 0
2032836 16992 14942 0 0
2032846 16992 14942 0 0
2032856 16992 14942 0 0
2032866 16992 14942 0 0
2032876 16992 14942 0 0
2032886 16992 14942 0 0
2032896 16992 14942 0 0
2032906 16992 14942 0 0
2032916 16992 14942 0 0
2032926 16992 14942 0 0
2032936 16992 14942 0 0
2032946 16992 14942 0 0
2032956 16992 14942 0 0
2032966 16992 14942 0 0
2032976 16992 14942 0 0
2032986 16992 14942 0 0
2032996 16992 14942 0 0
2033006 16992 14942 0 0
2033016 16992 14942 0 0
2033026 16992 14942 0 0
2033036 16992 14942 0 0
2033046 16992 14942 0 0
2033056 16992 14942 0 0
2033066 16992 14942 0 0
2033076 16992 14942 0 0
2033086 16992 14942 0 0
2033096 16992 14942 0 0
2033106 16992 14942 0 0
2033116 16992 14942 0 0
2033126 16992 14942 0 0
2033136 16992 14942 0 0
2033146 16992 14942 0 0
2033156 16992 14942 0 0
2033166 16992 14942 0 0
2033176 16992 14942 0 0
2033186 16992 14942 0 0
2033196 16992 14942 0 0
2033206 16992 14942 0 0
2033216 16992 14942 0 0
2033226 16992 14942 0 0
2033236 16992 14942 0 0
2033246 16992 14942 0 0
2033256 16992 14942 0 0
2033266 16992 14942 0 0
2033276 16992 14942 0 0
2033286 16992 14942 0 0
2033296 16992 14942 0 0
2033306 16992 14942 0 0
2033316 16992 14942 0 0
2033326 16992 14942 0 0
2033336 16992 14942 0 0
2033346 16992 14942 0 0
2033356 16992 14942 0 0
2033366 16992 14942 0 0
2033376 16992 14942 0 0
2033386 16992 14942 0 0
2033396 16992 14942 0 0
2033406 16992 14942 0 0
2033416 16992 14942 0 0
2033426 16992 14942 0 0
2033436 16992 14942 0 0
2033446 16992 14942 0 0
2033456 16992 14942 0 0
2033466 16992 14942 0 0
2033476 16992 14942 0 0
2033486 16992 14942 0 0
2033496 16992 14942 0 0
2033506 16992 14942 0 0
2033516 16992 14942 0 0
2033526 16992 14942 0 0
2033536 16992 14942 0 0
2033546 16992 14942 0 0
2033556 16992 14942 0 0
2033566 16992 14942 0 0
2033576 16992 14942 0 0
2033586 16992 14942 0 0
2033596 16992 14942 0 0
2033606 16992 14942 0 0
2033616 16992 14942 0 0
2033626 16992 14942 0 0
2033636 16992 14942 0 0
2033646 16992 14942 0 0
2033656 16992 14942 0 0
2033666 16992 14942 0 0
2033676 16992 14942 0 0
2033686 16992 14942 0 0
2033696 16992 14942 0 0
2033706 16992 14942 0 0
2033716 16992 14942 0 0
2033726 16992 14942 0 0
2033736 16992 14942 0 0
2033746 16992 14942 0 0
2033756 16992 14942 0 0
2033766 16992 14942 0 0
2033776 16992 14942 0 0
2033786 16992 14942 0 0
2033797 16992 14942 0 0
2033807 16992 14942 0 0
2033817 16992 14942 0 0
2033827 16992 14942 0 0
2033837 16992 14942 0 0
2033847 16992 14942 0 0
2033857 16992 14942 0 0
2033867 16992 14942 0 0
2033876 16992 14942 0 0
2033886 16992 14942 0 0
2033896 16992 14942 0 0
2033906 16992 14942 0 0
2033916 16992 14942 0 0
2033926 16992 14942 0 0
2033936 16992 14942 0 0
2033946 16992 14942 0 0
2033956 16992 14942 0 0
2033966 16992 14942 0 0
2033976 16992 14942 0 0
2033986 16992 14942 0 0
2033996 16992 14942 0 0
2034006 16992 14942 0 0
2034016 16992 14942 0 0
2034026 16992 14942 0 0
2034036 16992 14942 0 0
2034046 16992 14942 0 0
2034056 16992 14942 0 0
2034066 16992 14942 0 0
2034076 16992 14942 0 0
2034086 16992 14942 0 0
2034096 16992 14942 0 0
2034106 16992 14942 0 0
2034116 16992 14942 0 0
2034126 16992 14942 0 0
2034136 16992 14942 0 0
2034146 16992 14942 0 0
2034156 16992 14942 0 0
2034166 16992 14942 0 0
2034176 16992 14942 0 0
2034186 16992 14942 0 0
2034196 16992 14942 0 0
2034206 16992 14942 0 0
2034216 16992 14942 0 0
2034226 16992 14942 0 0
2034236 16992 14942 0 0
2034246 16992 14942 0 0
2034256 16992 14942 0 0
2034266 16992 14942 0 0
2034276 16992 14942 0 0
2034286 16992 14942 0 0
2034296 16992 14942 0 0
2034306 16992 14942 0 0
2034316 16992 14942 0 0
2034326 16992 14942 0 0
2034336 16992 14942 0 0
2034346 16992 14942 0 0
2034356 16992 14942 0 0
2034366 16992 14942 0 0
2034376 16992 14942 0 0
2034386 16992 14942 0 0
2034396 16992 14942 0 0
2034406 16992 14942 0 0
2034416 16992 14942 0 0
2034426 16992 14942 0 0
2034436 16992 14942 0 0
2034446 16992 14942 0 0
2034456 16992 14942 0 0
2034466 16992 14942 0 0
2034476 16992 14942 0 0
2034486 16992 14942 0 0
2034496 16992 14942 0 0
2034506 16992 14942 0 0
2034516 16992 14942 0 0
2034526 16992 14942 0 0
2034536 16992 14942 0 0
2034546 16992 14942 0 0
2034556 16992 14942 0 0
2034566 16992 14942 0 0
2034576 16992 14942 0 0
2034586 16992 14942 0 0
2034596 16992 14942 0 0
2034606 16992 14942 0 0
2034616 16992 14942 0 0
2034626 16992 14942 0 0
2034636 16992 14942 0 0
2034646 16992 14942 0 0
2034656 16992 14942 0 0
2034666 16992 14942 0 0
2034676 16992 14942 0 0
2034686 16992 14942 0 0
2034696 16992 14942 0 0
2034706 16992 14942 0 0
2034716 16992 14942 0 0
2034726 16992 14942 0 0
2034736 16992 14942 0 0
2034746 16992 14942 0 0
2034756 16992 14942 0 0
2034766 16992 14942 0 0
2034776 16992 14942 0 0
2034786 16992 14942 0 0
2034796 16992 14942 0 0
2034806 16992 14942 0 0
2034816 16992 14942 0 0
2034826 16992 14942 0 0
2034836 16992 14942 0 0
2034846 16992 14942 0 0
2034856 16992 14942 0 0
2034866 16992 14942 0 0
2034876 16992 14942 0 0
2034886 16992 14942 0 0
2034896 16992 14942 0 0
2034906 16992 14942 0 0
2034916 16992 14942 0 0
2034926 16992 14942 0 0
2034936 16992 14942 0 0
2034946 16992 14942 0 0
2034956 16992 14942 0 0
2034966 16992 14942 0 0
2034976 16992 14942 0 0
2034986 16992 14942 0 0
2034996 16992 14942 0 0
2035006 16992 14942 0 0
2035016 16992 14942 0 0
2035026 16992 14942 0 0
2035036 16992 14942 0 0
2035046 16992 14942 0 0
2035056 16992 14942 0 0
2035066 16992 14942 0 0
2035076 16992 14942 0 0
2035086 16992 14942 0 0
2035096 16992 14942 0 0
2035106 16992 14942 0 0
2035116 16992 14942 0 0
2035126 16992 14942 0 0
2035136 16992 14942 0 0
2035146 16992 14942 0 0
2035156 16992 14942 0 0
2035166 16992 14942 0 0
2035176 16992 14942 0 0
2035186 16992 14942 0 0
2035196 16992 14942 0 0
2035206 16992 14942 0 0
2035216 16992 14942 0 0
2035226 16992 14942 0 0
2035236 16992 14942 0 0
2035246 16992 14942 0 0
2035256 16992 14942 0 0
2035266 16992 14942 0 0
2035276 16992 14942 0 0
2035286 16992 14942 0 0
2035296 16992 14942 0 0
2035306 16992 14942 0 0
2035316 16992 14942 0 0
2035326 16992 14942 0 0
2035336 16992 14942 0 0
2035346 16992 14942 0 0
2035356 16992 14942 0 0
2035366 16992 14942 0 0
2035376 16992 14942 0 0
2035386 16992 14942 0 0
2035396 16992 14942 0 0
2035406 16992 14942 0 0
2035416 16992 14942 0 0
2035426 16992 14942 0 0
2035436 16992 14942 0 0
2035446 16992 14942 0 0
2035456 16992 14942 0 0
2035466 16992 14942 0 0
2035476 16992 14942 0 0
2035486 16992 14942 0 0
2035496 16992 14942 0 0
2035506 16992 14942 0 0
2035516 16992 14942 0 0
2035526 16992 14942 0 0
2035536 16992 14942 0 0
2035546 16992 14942 0 0
2035556 16992 14942 0 0
2035566 16992 14942 0 0
2035576 16992 14942 0 0
2035586 16992 14942 0 0
2035596 16992 14942 0 0
2035606 16992 14942 0 0
2035616 16992 14942 0 0
2035626 16992 14942 0 0
2035636 16992 14942 0 0
2035646 16992 14942 0 0
2035656 16992 14942 0 0
2035666 16992 14942 0 0
2035676 16992 14942 0 0
2035686 16992 14942 0 0
2035696 16992 14942 0 0
2035706 16992 14942 0 0
2035716 16992 14942 0 0
2035726 16992 14942 0 0
2035736 16992 14942 0 0
2035746 16992 14942 0 0
2035756 16992 14942 0 0
2035766 16992 14942 0 0
2035776 16992 14942 0 0
2035786 16992 14942 0 0
2035796 16992 14942 0 0
2035807 16992 14942 0 0
2035817 16992 14942 0 0
2035827 16992 14942 0 0
2035837 16992 14942 0 0
2035847 16992 14942 0 0
2035857 16992 14942 0 0
2035867 16992 14942 0 0
2035877 16992 14942 0 0
2035886 16992 14942 0 0
2035896 16992 14942 0 0
2035906 16992 14942 0 0
2035916 16992 14942 0 0
2035926 16992 14942 0 0
2035936 16992 14942 0 0
2035946 16992 14942 0 0
2035956 16992 14942 0 0
2035966 16992 14942 0 0
2035976 16992 14942 0 0
2035986 16992 14942 0 0
2035996 16992 14942 0 0
2036006 16992 14942 0 0
2036016 16992 14942 0 0
2036026 16992 14942 0 0
2036036 16992 14942 0 0
2036046 16992 14942 0 0
2036056 16992 14942 0 0
2036066 16992 14942 0 0
2036076 16992 14942 0 0
2036086 16992 14942 0 0
2036096 16992 14942 0 0
2036106 16992 14942 0 0
2036116 16992 14942 0 0
2036126 16992 14942 0 0
2036136 16992 14942 0 0
2036146 16992 14942 0 0
2036156 16992 14942 0 0
2036166 16992 14942 0 0
2036176 16992 14942 0 0
2036186 16992 14942 0 0
2036196 16992 14942 0 0
2036206 16992 14942 0 0
2036216 16992 14942 0 0
2036226 16992 14942 0 0
2036236 16992 14942 0 0
2036246 16992 14942 0 0
2036256 16992 14942 0 0
2036266 16992 14942 0 0
2036276 16992 14942 0 0
2036286 16992 14942 0 0
2036296 16992 14942 0 0
2036306 16992 14942 0 0
2036316 16992 14942 0 0
2036326 16992 14942 0 0
2036336 16992 14942 0 0
2036346 16992 14942 0 0
2036356 16992 14942 0 0
2036366 16992 14942 0 0
2036376 16992 14942 0 0
2036386 16992 14942 0 0
2036396 16992 14942 0 0
2036406 16992 14942 0 0
2036416 16992 14942 0 0
2036426 16992 14942 0 0
2036436 16992 14942 0 0
2036446 16992 14942 0 0
2036456 16992 14942 0 0
2036466 16992 14942 0 0
2036476 16992 14942 0 0
2036486 16992 14942 0 0
2036496 16992 14942 0 0
2036506 16992 14942 0 0
2036516 16992 14942 0 0
2036526 16992 14942 0 0
2036536 16992 14942 0 0
2036546 16992 14942 0 0
2036556 16992 14942 0 0
2036566 16992 14942 0 0
2036576 16992 14942 0 0
2036586 16992 14942 0 0
2036596 16992 14942 0 0
2036606 16992 14942 0 0
2036616 16992 14942 0 0
2036626 16992 14942 0 0
2036636 16992 14942 0 0
2036646 16992 14942 0 0
2036656 16992 14942 0 0
2036666 16992 14942 0 0
2036676 16992 14942 0 0
2036686 16992 14942 0 0
2036696 16992 14942 0 0
2036706 16992 14942 0 0
2036716 16992 14942 0 0
2036726 16992 14942 0 0
2036736 16992 14942 0 0
2036746 16992 14942 0 0
2036756 16992 14942 0 0
2036766 16992 14942 0 0
2036776 16992 14942 0 0
2036786 16992 14942 0 0
2036796 16992 14942 0 0
2036806 16992 14942 0 0
2036816 16992 14942 0 0
2036826 16992 14942 0 0
2036836 16992 14942 0 0
2036846 16992 14942 0 0
2036856 16992 14942 0 0
2036866 16992 14942 0 0
2036876 16992 14942 0 0
2036886 16992 14942 0 0
2036896 16992 14942 0 0
2036906 16992 14942 0 0
2036916 16992 14942 0 0
2036926 16992 14942 0 0
2036936 16992 14942 0 0
2036946 16992 14942 0 0
2036956 16992 14942 0 0
2036966 16992 14942 0 0
2036976 16992 14942 0 0
2036986 16992 14942 0 0
2036996 16992 14942 0 0
2037006 16992 14942 0 0
2037016 16992 14942 0 0
2037026 16992 14942 0 0
2037036 16992 14942 0 0
2037046 16992 14942 0 0
2037056 16992 14942 0 0
2037066 16992 14942 0 0
2037076 16992 14942 0 0
2037086 16992 14942 0 0
2037096 16992 14942 0 0
2037106 16992 14942 0 0
2037116 16992 14942 0 0
2037126 16992 14942 0 0
2037136 16992 14942 0 0
2037146 16992 14942 0 0
2037156 16992 14942 0 0
2037166 16992 14942 0 0
2037176 16992 14942 0 0
2037186 16992 14942 0 0
2037196 16992 14942 0 0
2037206 16992 14942 0 0
2037216 16992 14942 0 0
2037226 16992 14942 0 0
2037236 16992 14942 0 0
2037246 16992 14942 0 0
2037256 16992 14942 0 0
2037266 16992 14942 0 0
2037276 16992 14942 0 0
2037286 16992 14942 0 0
2037296 16992 14942 0 0
2037306 16992 14942 0 0
2037316 16992 14942 0 0
2037326 16992 14942 0 0
2037336 16992 14942 0 0
2037346 16992 14942 0 0
2037356 16992 14942 0 0
2037366 16992 14942 0 0
2037376 16992 14942 0 0
2037386 16992 14942 0 0
2037396 16992 14942 0 0
2037406 16992 14942 0 0
2037416 16992 14942 0 0
2037426 16992 14942 0 0
2037436 16992 14942 0 0
2037446 16992 14942 0 0
2037456 16992 14942 0 0
2037466 16992 14942 0 0
2037476 16992 14942 0 0
2037486 16992 14942 0 0
2037496 16992 14942 0 0
2037506 16992 14942 0 0
2037516 16992 14942 0 0
2037526 16992 14942 0 0
2037536 16992 14942 0 0
2037546 16992 14942 0 0
2037556 16992 14942 0 0
2037566 16992 14942 0 0
2037576 16992 14942 0 0
2037586 16992 14942 0 0
2037596 16992 14942 0 0
2037606 16992 14942 0 0
2037616 16992 14942 0 0
2037626 16992 14942 0 0
2037636 16992 14942 0 0
2037646 16992 14942 0 0
2037656 16992 14942 0 0
2037666 16992 14942 0 0
2037676 16992 14942 0 0
2037686 16992 14942 0 0
2037696 16992 14942 0 0
