t right_dis left_dis right_v left_v
1946346 11965 11201 193 189
1946356 11967 11203 189 189
1946366 11969 11205 189 189
1946376 11971 11207 189 193
1946386 11973 11209 189 189
1946396 11975 11211 193 193
1946406 11976 11213 189 189
1946416 11978 11215 193 189
1946426 11980 11217 189 193
1946436 11982 11219 189 193
1946446 11984 11221 193 198
1946456 11986 11223 189 193
1946466 11988 11225 193 193
1946476 11990 11227 193 193
1946486 11992 11228 193 189
1946496 11994 11230 193 193
1946506 11996 11232 193 193
1946516 11998 11234 193 193
1946526 12000 11236 193 193
1946536 12002 11238 198 193
1946546 12003 11240 193 193
1946556 12005 11242 193 193
1946566 12007 11244 193 198
1946576 12009 11246 193 198
1946586 12011 11248 198 198
1946596 12013 11250 198 193
1946606 12015 11252 198 193
1946616 12017 11254 193 193
1946626 12019 11256 193 193
1946636 12021 11258 193 198
1946646 12023 11260 193 198
1946656 12025 11262 198 198
1946666 12027 11264 198 198
1946676 12029 11266 198 198
1946686 12031 11268 198 198
1946696 12033 11270 198 198
1946706 12035 11271 198 193
1946716 12037 11273 198 193
1946726 12039 11275 198 193
1946736 12041 11277 198 193
1946746 12043 11279 198 198
1946756 12045 11281 198 198
1946766 12047 11283 198 198
1946776 12049 11285 193 198
1946786 12051 11287 198 198
1946796 12053 11289 198 198
1946806 12055 11291 198 198
1946816 12057 11293 202 198
1946826 12059 11295 198 198
1946836 12061 11297 198 198
1946846 12063 11299 198 198
1946856 12065 11301 198 198
1946866 12067 11303 198 198
1946876 12069 11305 198 198
1946886 12071 11307 198 198
1946896 12073 11309 198 198
1946906 12075 11311 198 198
1946916 12077 11313 198 198
1946926 12078 11315 198 198
1946936 12080 11317 198 198
1946946 12082 11319 198 198
1946956 12084 11321 198 198
1946966 12086 11323 198 198
1946976 12088 11325 198 198
1946986 12091 11327 202 198
1946996 12093 11329 202 198
1947006 12095 11331 202 198
1947016 12097 11333 202 198
1947026 12098 11335 198 198
1947036 12100 11337 198 198
1947046 12102 11339 198 198
1947056 12104 11341 198 198
1947066 12106 11343 198 198
1947076 12108 11345 198 198
1947086 12110 11347 198 202
1947096 12112 11349 198 202
1947106 12114 11351 198 198
1947116 12116 11353 198 198
1947126 12118 11355 198 193
1947136 12120 11357 202 198
1947146 12122 11359 202 202
1947156 12124 11361 202 202
1947166 12126 11363 202 202
1947176 12128 11365 198 198
1947186 12130 11367 198 198
1947196 12132 11369 198 198
1947206 12134 11371 198 198
1947216 12136 11373 198 198
1947226 12138 11375 198 198
1947236 12140 11377 198 198
1947246 12142 11379 198 198
1947256 12144 11381 198 202
1947267 12147 11383 198 202
1947277 12149 11385 198 202
1947287 12151 11387 198 202
1947297 12153 11389 198 198
1947307 12155 11391 198 198
1947317 12157 11393 198 198
1947327 12159 11395 198 198
1947337 12161 11397 198 198
1947347 12163 11399 198 198
1947357 12165 11401 198 198
1947367 12167 11403 198 198
1947377 12169 11405 198 198
1947387 12171 11407 198 202
1947397 12172 11409 198 202
1947407 12174 11411 198 202
1947416 12176 11413 198 202
1947426 12178 11415 202 198
1947436 12180 11417 202 198
1947446 12182 11419 202 198
1947456 12184 11421 202 198
1947466 12186 11423 198 198
1947476 12188 11425 198 202
1947486 12190 11427 198 198
1947496 12192 11429 198 202
1947506 12194 11431 198 202
1947516 12196 11433 198 198
1947526 12198 11435 198 202
1947536 12200 11437 198 198
1947546 12202 11439 198 198
1947556 12204 11441 198 198
1947566 12206 11443 198 202
1947576 12208 11445 198 198
1947586 12210 11447 198 202
1947596 12212 11449 198 202
1947606 12214 11451 198 198
1947616 12216 11453 202 202
1947626 12218 11455 202 198
1947636 12220 11457 202 198
1947646 12222 11459 202 198
1947656 12224 11461 198 198
1947666 12226 11463 198 202
1947676 12228 11465 198 202
1947686 12230 11467 202 202
1947696 12232 11469 202 202
1947706 12234 11471 202 198
1947716 12236 11473 202 198
1947726 12238 11475 198 198
1947736 12240 11477 198 198
1947746 12242 11479 198 198
1947756 12244 11481 198 198
1947766 12246 11483 202 202
1947776 12248 11485 202 202
1947786 12250 11487 202 202
1947796 12252 11489 202 202
1947806 12254 11491 198 198
1947816 12256 11493 202 198
1947826 12258 11495 202 198
1947836 12260 11497 202 198
1947846 12262 11499 202 202
1947856 12264 11501 198 202
1947866 12266 11503 198 202
1947876 12268 11505 198 202
1947886 12270 11507 202 198
1947896 12272 11509 202 198
1947906 12274 11511 202 202
1947916 12276 11513 202 198
1947926 12278 11515 198 198
1947936 12280 11517 198 198
1947946 12282 11519 198 193
1947956 12284 11521 202 202
1947966 12286 11523 202 202
1947976 12288 11525 202 202
1947986 12290 11527 202 202
1947996 12292 11529 198 198
1948006 12295 11531 202 198
1948016 12297 11533 202 202
1948026 12299 11535 202 202
1948036 12300 11537 202 202
1948046 12302 11539 198 202
1948056 12304 11541 198 198
1948066 12307 11543 202 198
1948076 12309 11545 202 202
1948086 12311 11547 202 202
1948096 12313 11549 202 202
1948106 12315 11551 198 202
1948116 12317 11553 198 198
1948126 12319 11555 202 198
1948136 12321 11557 202 198
1948146 12323 11559 202 202
1948156 12325 11561 202 202
1948166 12327 11563 198 202
1948176 12329 11565 198 202
1948186 12331 11567 198 198
1948196 12333 11569 198 198
1948206 12335 11571 198 198
1948216 12337 11573 202 202
1948226 12339 11575 202 202
1948236 12341 11577 202 202
1948246 12343 11579 202 202
1948256 12345 11581 198 198
1948266 12347 11583 198 198
1948276 12349 11585 198 198
1948286 12351 11587 198 198
1948296 12353 11589 198 202
1948306 12355 11591 202 202
1948316 12357 11593 202 202
1948326 12359 11595 202 202
1948336 12361 11597 202 198
1948346 12363 11599 198 198
1948356 12365 11601 198 198
1948366 12367 11603 198 202
1948376 12369 11605 202 202
1948386 12371 11607 198 202
1948396 12373 11609 202 202
1948406 12375 11611 202 198
1948416 12377 11613 198 198
1948426 12379 11615 202 198
1948436 12381 11617 198 202
1948446 12383 11619 198 202
1948456 12385 11621 198 202
1948466 12387 11623 198 202
1948476 12389 11625 198 198
1948486 12391 11627 198 198
1948496 12393 11629 202 202
1948506 12395 11631 202 202
1948516 12397 11633 202 202
1948526 12399 11635 202 202
1948536 12401 11637 198 198
1948546 12403 11639 198 198
1948556 12405 11641 198 198
1948566 12407 11643 198 198
1948576 12409 11645 198 202
1948586 12411 11647 198 202
1948596 12413 11649 198 202
1948606 12415 11651 202 202
1948616 12417 11653 202 198
1948626 12419 11655 202 198
1948636 12421 11657 202 198
1948646 12423 11659 198 202
1948656 12425 11661 198 202
1948666 12427 11663 198 202
1948676 12429 11665 202 202
1948686 12431 11667 202 198
1948696 12433 11669 202 198
1948706 12435 11671 202 198
1948716 12437 11673 198 202
1948726 12439 11675 198 202
1948736 12441 11677 198 202
1948746 12443 11679 202 202
1948756 12445 11681 202 198
1948766 12447 11683 202 198
1948776 12449 11685 202 198
1948786 12451 11687 198 198
1948796 12453 11689 198 202
1948806 12455 11691 202 198
1948816 12457 11693 202 202
1948826 12459 11695 202 202
1948836 12461 11697 202 198
1948846 12463 11699 198 202
1948856 12465 11702 198 202
1948866 12467 11703 198 202
1948876 12469 11705 202 202
1948886 12471 11707 202 202
1948896 12473 11709 202 198
1948906 12475 11711 202 198
1948916 12477 11713 198 198
1948926 12479 11715 198 198
1948936 12481 11717 202 198
1948946 12483 11719 202 198
1948956 12485 11721 202 198
1948966 12487 11723 202 202
1948976 12489 11725 198 202
1948986 12491 11727 198 202
1948996 12493 11729 198 202
1949006 12495 11731 202 198
1949016 12497 11733 202 198
1949026 12499 11735 202 198
1949036 12501 11737 202 198
1949046 12503 11739 198 198
1949056 12505 11741 198 198
1949066 12507 11743 202 198
1949076 12509 11745 202 202
1949086 12511 11747 202 202
1949096 12513 11749 202 202
1949106 12515 11751 198 202
1949116 12517 11753 198 198
1949126 12519 11755 198 198
1949136 12521 11757 198 198
1949146 12523 11759 198 198
1949156 12525 11762 198 202
1949166 12527 11763 202 202
1949176 12529 11765 202 202
1949186 12531 11767 202 202
1949196 12533 11769 202 198
1949206 12535 11771 198 198
1949216 12537 11773 198 198
1949226 12539 11776 198 202
1949236 12541 11778 202 202
1949246 12543 11780 202 202
1949256 12545 11782 202 202
1949266 12547 11783 202 198
1949276 12549 11785 198 198
1949286 12551 11787 198 198
1949296 12553 11790 198 202
1949307 12556 11792 202 202
1949317 12558 11794 202 202
1949327 12560 11796 202 202
1949337 12562 11798 202 198
1949347 12564 11800 198 198
1949357 12566 11802 198 198
1949367 12568 11804 198 198
1949377 12570 11805 198 198
1949387 12572 11807 198 198
1949397 12573 11810 198 202
1949407 12575 11812 198 202
1949417 12577 11814 198 202
1949427 12579 11816 198 202
1949436 12581 11818 202 198
1949446 12583 11820 202 198
1949456 12585 11822 202 198
1949466 12587 11824 202 202
1949476 12589 11826 198 202
1949486 12591 11828 198 202
1949496 12593 11830 198 202
1949506 12595 11832 198 198
1949516 12597 11834 198 198
1949526 12599 11836 198 202
1949536 12601 11838 198 202
1949546 12603 11840 198 202
1949556 12605 11842 198 202
1949566 12607 11844 202 198
1949576 12609 11846 202 198
1949586 12611 11848 202 198
1949596 12613 11850 202 198
1949606 12615 11852 198 198
1949616 12617 11854 198 202
1949626 12619 11856 198 198
1949636 12621 11858 198 202
1949646 12623 11860 202 202
1949656 12625 11862 198 198
1949666 12627 11864 202 202
1949676 12629 11866 202 202
1949686 12631 11868 198 202
1949696 12633 11870 202 202
1949706 12635 11872 198 202
1949716 12637 11874 198 198
1949726 12639 11876 198 198
1949736 12641 11878 198 198
1949746 12643 11880 202 198
1949756 12645 11882 202 198
1949766 12647 11884 202 198
1949776 12649 11886 202 198
1949786 12651 11888 198 202
1949796 12653 11890 198 202
1949806 12655 11892 198 202
1949816 12657 11894 202 202
1949826 12659 11896 202 198
1949836 12661 11898 202 198
1949846 12663 11900 202 198
1949856 12665 11902 198 198
1949866 12667 11904 198 198
1949876 12669 11906 198 198
1949886 12671 11908 202 198
1949896 12673 11910 202 198
1949906 12675 11912 202 202
1949916 12677 11914 202 202
1949926 12679 11916 198 202
1949936 12681 11918 198 202
1949946 12683 11920 202 198
1949956 12685 11922 202 198
1949966 12687 11924 202 198
1949976 12689 11926 202 198
1949986 12691 11928 198 202
1949996 12693 11930 198 202
1950006 12695 11932 198 202
1950016 12697 11934 202 202
1950026 12699 11936 202 198
1950036 12701 11938 202 198
1950046 12703 11940 202 198
1950056 12705 11942 198 198
1950066 12707 11944 198 198
1950076 12710 11946 202 198
1950086 12711 11948 198 198
1950096 12714 11950 202 202
1950106 12715 11952 202 202
1950116 12717 11954 198 202
1950126 12719 11956 202 202
1950136 12721 11958 198 198
1950146 12723 11960 198 198
1950156 12725 11962 198 198
1950166 12728 11964 202 202
1950176 12730 11966 202 202
1950186 12732 11968 202 202
1950196 12734 11970 202 202
1950206 12735 11972 198 198
1950216 12737 11974 198 198
1950226 12739 11976 198 198
1950236 12741 11978 198 198
1950246 12743 11980 198 198
1950256 12746 11982 202 198
1950266 12748 11984 202 198
1950276 12750 11986 202 202
1950286 12752 11988 202 202
1950296 12754 11990 198 202
1950306 12755 11992 198 202
1950316 12757 11994 198 198
1950326 12759 11996 198 198
1950336 12761 11998 198 198
1950346 12763 12000 198 202
1950356 12765 12002 198 202
1950366 12767 12004 198 202
1950376 12770 12006 202 202
1950386 12772 12008 202 198
1950396 12774 12010 202 198
1950406 12775 12012 202 198
1950416 12777 12014 198 198
1950426 12779 12016 198 198
1950436 12781 12018 198 198
1950446 12783 12020 198 198
1950456 12785 12022 198 202
1950466 12787 12024 198 202
1950476 12789 12026 198 202
1950486 12791 12028 198 202
1950496 12793 12030 198 198
1950506 12795 12032 198 198
1950516 12797 12034 202 198
1950526 12799 12036 202 202
1950536 12801 12038 202 202
1950546 12803 12040 202 202
1950556 12805 12042 198 202
1950566 12807 12044 198 198
1950576 12809 12046 198 198
1950586 12811 12048 198 198
1950596 12813 12050 198 198
1950606 12815 12052 193 198
1950616 12817 12053 189 189
1950626 12818 12055 175 180
1950636 12820 12057 161 166
1950646 12821 12058 152 143
1950656 12822 12058 130 116
1950666 12823 12058 103 80
1950676 12823 12058 71 44
1950686 12823 12058 35 18
1950696 12823 12058 13 9
1950706 12823 12059 8 8
1950716 12823 12059 13 13
1950726 12823 12059 17 17
1950736 12824 12059 22 17
1950746 12824 12060 26 22
1950756 12824 12060 22 22
1950766 12824 12060 22 22
1950776 12825 12060 22 22
1950786 12825 12060 17 17
1950796 12825 12060 13 13
1950806 12825 12060 13 8
1950816 12825 12060 8 4
1950826 12825 12060 4 0
1950836 12825 12060 4 0
1950846 12825 12060 0 0
1950856 12825 12060 0 0
1950866 12825 12060 0 0
1950876 12825 12060 0 0
1950886 12825 12060 0 0
1950896 12825 12060 0 0
1950906 12825 12060 0 0
1950916 12825 12060 0 0
1950926 12825 12060 0 0
1950936 12825 12060 0 0
1950946 12825 12060 0 0
1950956 12825 12060 0 0
1950966 12825 12060 0 0
1950976 12825 12060 0 0
1950986 12825 12060 0 0
1950996 12825 12060 0 0
1951006 12825 12060 0 0
1951016 12825 12060 0 0
1951026 12825 12060 0 0
1951036 12825 12060 0 0
1951046 12825 12060 0 0
1951056 12825 12060 0 0
1951066 12825 12060 0 0
1951076 12825 12060 0 0
1951086 12825 12060 0 0
1951096 12825 12060 0 0
1951106 12825 12060 0 0
1951116 12825 12060 0 0
1951126 12825 12060 0 0
1951136 12825 12060 -4 -4
1951146 12825 12060 -9 -13
1951156 12825 12060 -18 -22
1951166 12825 12060 -31 -35
1951176 12824 12059 -45 -44
1951186 12823 12059 -53 -53
1951196 12823 12058 -58 -62
1951206 12822 12057 -62 -62
1951216 12821 12057 -62 -67
1951226 12820 12056 -76 -71
1951236 12819 12055 -89 -80
1951246 12818 12053 -103 -98
1951256 12817 12052 -116 -112
1951266 12815 12051 -125 -121
1951276 12814 12049 -130 -130
1951286 12813 12048 -130 -134
1951296 12811 12047 -134 -139
1951306 12810 12045 -139 -143
1951317 12808 12044 -148 -143
1951327 12806 12042 -152 -148
1951337 12805 12041 -152 -148
1951347 12803 12039 -148 -148
1951357 12802 12038 -148 -148
1951367 12800 12036 -143 -148
1951377 12799 12035 -148 -148
1951387 12797 12033 -148 -148
1951397 12796 12032 -143 -148
1951407 12795 12030 -139 -139
1951417 12794 12029 -130 -130
1951427 12793 12028 -121 -121
1951437 12792 12027 -112 -112
1951447 12791 12026 -103 -103
1951456 12790 12026 -94 -94
1951466 12789 12025 -85 -85
1951476 12789 12024 -80 -76
1951486 12788 12023 -67 -71
1951496 12788 12023 -58 -62
1951506 12788 12023 -36 -40
1951516 12788 12023 -13 -17
1951526 12788 12023 -4 0
1951536 12788 12023 8 9
1951546 12788 12023 4 4
1951556 12788 12023 0 0
1951566 12788 12023 0 0
1951576 12788 12023 0 0
1951586 12788 12023 0 0
1951596 12788 12023 0 0
1951606 12788 12023 0 0
1951616 12788 12023 0 0
1951626 12788 12023 0 0
1951636 12788 12023 0 0
1951646 12788 12023 0 0
1951656 12788 12023 0 0
1951666 12788 12023 0 0
1951676 12788 12023 0 0
1951686 12788 12023 0 0
1951696 12788 12023 0 0
1951706 12788 12023 0 0
1951716 12788 12023 0 0
1951726 12788 12023 0 0
1951736 12788 12023 0 0
1951746 12788 12023 0 0
1951756 12788 12023 0 0
1951766 12788 12023 0 0
1951776 12788 12023 0 0
1951786 12788 12023 0 0
1951796 12788 12023 0 0
1951806 12788 12023 0 0
1951816 12788 12023 0 0
1951826 12788 12023 0 0
1951836 12788 12023 0 0
1951846 12788 12023 0 0
1951856 12788 12023 0 0
1951866 12788 12023 0 0
1951876 12788 12023 0 0
1951886 12788 12023 0 0
1951896 12788 12023 0 0
1951906 12788 12023 0 0
1951916 12788 12023 0 0
1951926 12788 12023 0 0
1951936 12788 12023 0 0
1951946 12788 12023 0 0
1951956 12788 12023 0 0
1951966 12788 12023 0 0
1951976 12788 12023 0 0
1951986 12788 12023 0 0
1951996 12788 12023 0 0
1952006 12788 12023 0 0
1952016 12788 12023 0 0
1952026 12788 12023 0 0
1952036 12788 12023 0 0
1952046 12788 12023 0 0
1952056 12788 12023 0 0
1952066 12788 12023 0 0
1952076 12788 12023 0 0
1952086 12788 12023 0 0
1952096 12788 12023 0 0
1952106 12788 12023 0 0
1952116 12788 12023 0 0
1952126 12788 12023 0 0
1952136 12788 12023 0 0
1952146 12788 12023 0 0
1952156 12788 12023 0 0
1952166 12788 12023 0 0
1952176 12788 12023 0 0
1952186 12788 12023 0 0
1952196 12788 12023 0 0
1952206 12788 12023 0 0
1952216 12788 12023 0 0
1952226 12788 12023 0 0
1952236 12788 12023 0 0
1952246 12788 12023 0 0
1952256 12788 12023 0 0
1952266 12788 12023 0 0
1952276 12788 12023 0 0
1952286 12788 12023 0 0
1952296 12788 12023 0 0
1952306 12788 12023 0 0
1952316 12788 12023 0 0
1952326 12788 12023 0 0
1952336 12788 12023 0 0
1952346 12788 12023 0 0
1952356 12788 12023 0 -4
1952366 12788 12023 -9 -8
1952376 12787 12023 -18 -17
1952386 12787 12022 -27 -31
1952396 12786 12022 -40 -35
1952406 12786 12021 -40 -40
1952416 12786 12021 -44 -45
1952426 12785 12020 -53 -49
1952436 12784 12019 -62 -62
1952446 12783 12018 -80 -76
1952456 12782 12017 -94 -89
1952466 12780 12016 -107 -103
1952476 12779 12015 -116 -112
1952486 12778 12013 -125 -125
1952496 12776 12012 -134 -134
1952506 12775 12010 -134 -139
1952516 12774 12009 -139 -143
1952526 12772 12008 -139 -143
1952536 12771 12006 -143 -143
1952546 12769 12005 -148 -143
1952556 12768 12003 -148 -148
1952566 12766 12002 -148 -148
1952576 12765 12000 -148 -148
1952586 12763 11999 -148 -148
1952596 12762 11997 -152 -148
1952606 12760 11996 -152 -148
1952616 12759 11994 -143 -148
1952626 12758 11993 -139 -143
1952636 12756 11992 -130 -130
1952646 12755 11991 -121 -121
1952656 12754 11990 -112 -112
1952666 12753 11989 -103 -98
1952676 12753 11988 -94 -94
1952686 12752 11987 -85 -85
1952696 12751 11987 -76 -76
1952706 12751 11986 -67 -71
1952716 12750 11986 -53 -58
1952726 12750 11986 -31 -35
1952736 12750 11986 -18 -17
1952746 12750 11986 -4 0
1952756 12750 11986 4 9
1952766 12750 11986 0 4
1952776 12750 11986 0 4
1952786 12750 11986 0 0
1952796 12750 11986 0 0
1952806 12750 11986 0 0
1952816 12750 11986 0 0
1952826 12750 11986 0 0
1952836 12750 11986 0 0
1952846 12750 11986 0 0
1952856 12750 11986 0 0
1952866 12750 11986 0 0
1952876 12750 11986 0 0
1952886 12750 11986 0 0
1952896 12750 11986 0 0
1952906 12750 11986 0 0
1952916 12750 11986 0 0
1952926 12750 11986 0 0
1952936 12750 11986 0 0
1952946 12750 11986 0 0
1952956 12750 11986 0 0
1952966 12750 11986 0 0
1952976 12750 11986 0 0
1952986 12750 11986 0 0
1952996 12750 11986 0 0
1953006 12750 11986 0 0
1953016 12750 11986 0 0
1953026 12750 11986 0 0
1953036 12750 11986 0 0
1953046 12750 11986 0 0
1953056 12750 11986 0 0
1953066 12750 11986 0 0
1953076 12750 11986 0 0
1953086 12750 11986 0 0
1953096 12750 11986 0 0
1953106 12750 11986 0 0
1953116 12750 11986 0 0
1953126 12750 11986 4 0
1953136 12750 11986 9 -9
1953146 12750 11985 18 -22
1953156 12751 11985 27 -40
1953166 12751 11984 31 -49
1953176 12752 11984 40 -49
1953186 12752 11983 44 -44
1953196 12753 11983 53 -40
1953206 12754 11982 62 -49
1953216 12754 11981 62 -58
1953226 12755 11981 67 -67
1953236 12755 11980 67 -67
1953246 12756 11979 62 -67
1953256 12757 11979 67 -67
1953266 12758 11978 71 -67
1953276 12758 11977 71 -71
1953286 12759 11977 71 -67
1953296 12760 11976 71 -67
1953306 12760 11975 67 -67
1953317 12761 11975 76 -67
1953327 12762 11974 76 -71
1953337 12763 11973 80 -71
1953347 12764 11972 80 -76
1953357 12765 11972 80 -76
1953367 12765 11971 80 -76
1953377 12766 11970 80 -76
1953387 12767 11969 80 -76
1953397 12768 11968 80 -76
1953407 12769 11968 85 -80
1953417 12770 11967 85 -85
1953427 12771 11966 89 -80
1953437 12771 11965 85 -85
1953446 12772 11964 85 -80
1953456 12773 11963 85 -80
1953466 12774 11963 85 -85
1953476 12775 11962 89 -85
1953486 12776 11961 89 -85
1953496 12777 11960 89 -85
1953506 12778 11959 94 -85
1953516 12779 11958 94 -85
1953526 12779 11957 94 -89
1953536 12780 11956 94 -89
1953546 12781 11956 89 -89
1953556 12782 11955 94 -89
1953566 12783 11954 94 -89
1953576 12784 11953 94 -89
1953586 12785 11952 94 -94
1953596 12786 11951 94 -94
1953606 12787 11950 94 -94
1953616 12788 11949 94 -94
1953626 12789 11948 98 -89
1953636 12790 11947 94 -89
1953646 12791 11946 94 -89
1953656 12792 11945 98 -94
1953666 12793 11944 94 -94
1953676 12794 11943 98 -94
1953686 12795 11943 98 -94
1953696 12796 11941 98 -94
1953706 12797 11941 98 -94
1953716 12798 11939 98 -98
1953726 12799 11939 98 -98
1953736 12800 11938 98 -94
1953746 12801 11937 98 -98
1953756 12802 11936 98 -94
1953766 12803 11935 98 -98
1953776 12804 11934 98 -98
1953786 12805 11933 103 -94
1953796 12806 11932 98 -98
1953806 12807 11931 103 -98
1953816 12808 11930 98 -98
1953826 12809 11929 98 -103
1953836 12810 11928 103 -98
1953846 12811 11927 98 -98
1953856 12812 11926 103 -98
1953866 12813 11925 98 -98
1953876 12814 11924 98 -98
1953886 12815 11923 103 -98
1953896 12816 11922 98 -98
1953906 12817 11921 103 -98
1953916 12818 11920 103 -103
1953926 12819 11919 98 -98
1953936 12820 11918 103 -103
1953946 12821 11917 103 -98
1953956 12822 11916 98 -98
1953966 12823 11915 103 -103
1953976 12824 11914 103 -98
1953986 12825 11913 98 -103
1953996 12826 11912 103 -98
1954006 12827 11911 103 -98
1954016 12828 11910 103 -103
1954026 12829 11909 103 -98
1954036 12830 11908 103 -103
1954046 12831 11906 103 -103
1954056 12832 11906 98 -98
1954066 12833 11905 103 -103
1954076 12834 11903 103 -103
1954086 12836 11903 103 -98
1954096 12836 11901 103 -103
1954106 12837 11900 103 -103
1954116 12839 11899 103 -98
1954126 12840 11898 103 -103
1954136 12841 11897 103 -103
1954146 12842 11896 103 -98
1954156 12843 11895 103 -103
1954166 12844 11894 103 -103
1954176 12845 11893 103 -98
1954186 12846 11892 103 -103
1954196 12847 11891 103 -103
1954206 12848 11890 103 -103
1954216 12849 11889 103 -103
1954226 12850 11888 103 -103
1954236 12851 11887 103 -98
1954246 12852 11886 103 -98
1954256 12853 11885 107 -103
1954266 12854 11884 103 -103
1954276 12855 11883 103 -103
1954286 12856 11882 103 -103
1954296 12857 11881 103 -103
1954306 12858 11880 103 -103
1954316 12859 11879 103 -103
1954326 12860 11878 103 -103
1954336 12861 11877 103 -103
1954346 12863 11876 107 -103
1954356 12863 11875 103 -107
1954366 12865 11874 103 -103
1954376 12866 11873 103 -103
1954386 12867 11872 103 -103
1954396 12868 11870 107 -103
1954406 12869 11869 103 -107
1954416 12870 11868 103 -103
1954426 12871 11867 103 -103
1954436 12872 11866 103 -103
1954446 12873 11865 107 -103
1954456 12874 11864 107 -103
1954466 12875 11863 103 -103
1954476 12876 11862 103 -103
1954486 12877 11861 103 -103
1954496 12878 11860 103 -107
1954506 12879 11859 103 -103
1954516 12880 11858 103 -103
1954526 12881 11857 103 -98
1954536 12882 11856 103 -98
1954546 12883 11855 107 -103
1954556 12884 11854 103 -103
1954566 12885 11853 103 -107
1954576 12887 11852 103 -103
1954586 12888 11851 103 -103
1954596 12889 11850 107 -103
1954606 12890 11849 107 -103
1954616 12891 11848 103 -107
1954626 12892 11847 103 -103
1954636 12893 11846 103 -103
1954646 12894 11845 103 -103
1954656 12895 11843 107 -103
1954666 12896 11843 107 -103
1954676 12897 11841 103 -103
1954686 12898 11840 103 -103
1954696 12899 11839 103 -103
1954706 12900 11838 103 -107
1954716 12901 11837 107 -103
1954726 12902 11836 107 -103
1954736 12903 11835 103 -103
1954746 12904 11834 103 -103
1954756 12905 11833 103 -107
1954766 12907 11832 103 -103
1954776 12907 11831 103 -103
1954786 12908 11830 103 -103
1954796 12910 11829 103 -103
1954806 12911 11828 103 -107
1954816 12912 11827 107 -103
1954826 12913 11826 107 -103
1954836 12914 11825 103 -103
1954846 12915 11824 103 -103
1954856 12916 11823 103 -107
1954866 12917 11822 103 -103
1954876 12918 11821 107 -103
1954886 12919 11819 103 -103
1954896 12920 11819 98 -94
1954906 12920 11818 85 -89
1954916 12921 11817 71 -80
1954926 12921 11817 58 -62
1954936 12922 11817 49 -40
1954946 12922 11817 40 -17
1954956 12922 11817 31 4
1954966 12922 11817 22 13
1954976 12922 11817 9 9
1954986 12922 11817 4 9
1954996 12922 11817 0 4
1955006 12922 11817 0 4
1955016 12922 11817 0 4
1955026 12922 11817 0 0
1955036 12922 11817 0 0
1955046 12922 11817 0 0
1955056 12922 11817 0 0
1955066 12922 11817 0 0
1955076 12922 11817 0 0
1955086 12922 11817 0 0
1955096 12922 11817 0 0
1955106 12922 11817 0 0
1955116 12922 11817 0 0
1955126 12922 11817 0 0
1955136 12922 11817 0 0
1955146 12922 11817 0 0
1955156 12922 11817 0 0
1955166 12922 11817 0 0
1955176 12922 11817 0 0
1955186 12922 11817 0 0
1955196 12922 11817 0 0
1955206 12922 11817 0 0
1955216 12922 11817 0 0
1955226 12922 11817 0 0
1955236 12922 11817 0 0
1955246 12922 11817 0 0
1955256 12922 11817 0 0
1955266 12922 11817 0 0
1955276 12922 11817 0 0
1955286 12922 11817 0 0
1955296 12922 11817 0 0
1955307 12922 11817 0 0
1955317 12922 11817 0 0
1955327 12922 11817 0 0
1955337 12922 11817 0 0
1955347 12922 11817 0 0
1955357 12922 11817 0 0
1955367 12922 11817 0 0
1955377 12922 11817 0 0
1955386 12922 11817 0 0
1955396 12922 11817 0 0
1955406 12922 11817 0 0
1955416 12922 11817 0 0
1955426 12922 11817 0 0
1955436 12922 11817 0 0
1955446 12922 11817 0 0
1955456 12922 11817 0 0
1955466 12922 11817 0 0
1955476 12922 11817 0 0
1955486 12922 11817 0 0
1955496 12922 11817 0 0
1955506 12922 11817 0 0
1955516 12922 11817 0 0
1955526 12922 11817 0 0
1955536 12922 11817 0 0
1955546 12922 11817 0 0
1955556 12922 11817 0 0
1955566 12922 11817 0 0
1955576 12922 11817 0 0
1955586 12922 11817 0 0
1955596 12922 11817 0 0
1955606 12922 11817 0 0
1955616 12922 11817 0 0
1955626 12922 11817 0 0
1955636 12922 11817 0 0
1955646 12922 11817 0 0
1955656 12922 11817 0 0
1955666 12922 11817 0 0
1955676 12922 11817 0 0
1955686 12922 11817 0 0
1955696 12922 11817 0 0
1955706 12922 11817 0 0
1955716 12922 11817 0 0
1955726 12922 11817 0 0
1955736 12922 11817 0 0
1955746 12922 11817 0 0
1955756 12922 11817 0 0
1955766 12922 11817 0 0
1955776 12922 11817 0 0
1955786 12922 11817 0 4
1955796 12922 11817 4 8
1955806 12923 11817 13 13
1955816 12923 11818 26 22
1955826 12924 11818 40 26
1955836 12924 11818 44 31
1955846 12925 11819 49 40
1955856 12925 11820 49 49
1955866 12926 11820 58 63
1955876 12927 11822 76 80
1955886 12928 11823 89 94
1955896 12930 11824 112 107
1955906 12931 11825 121 121
1955916 12933 11827 134 125
1955926 12934 11828 143 134
1955936 12936 11830 143 143
1955946 12937 11831 148 143
1955956 12939 11833 148 152
1955966 12940 11834 148 152
1955976 12941 11836 148 148
1955986 12943 11837 152 152
1955996 12945 11839 148 148
1956006 12946 11840 152 152
1956016 12948 11842 157 157
1956026 12949 11843 157 152
1956036 12951 11845 161 157
1956046 12953 11847 161 157
1956056 12954 11848 161 157
1956066 12956 11850 161 161
1956076 12958 11851 161 161
