t_imu ax ay az gx gy gz
280.326 -0.0143652 -0.0332195 10.518 0.0915528 -0.0991822 0.12207
280.336 0.0413 0.130185 8.88129 0.465393 0.213623 -0.213623
280.346 -0.0673369 0.0323217 10.8035 -0.0839234 2.44141 -0.0915528
280.356 -0.180463 0.0197522 10.325 0.404358 0.595093 0.0076294
280.366 -0.0834978 0.0960673 8.90912 0.823975 -2.594 -0.0915528
280.376 0.285509 -0.00628478 10.0996 0.175476 -1.6861 0.106812
280.386 0.0906804 0.0296282 9.60763 0.656128 0.335694 0.389099
280.396 -0.129287 0.0879869 10.3358 0.946046 1.46484 0.312805
280.406 -0.0673369 -0.0700304 9.70729 -0.2594 0.404358 0.663758
280.416 -0.0197522 0.0610521 9.5798 0.671387 -0.0991822 0.236511
280.426 -0.0834978 -0.0143652 10.966 0.144959 -0.137329 0.473023
280.436 -0.0305261 -0.0933739 8.81575 0.2594 -2.54822 0.198364
280.446 0.233435 -0.0861913 9.37061 0.205994 -1.17493 -0.427246
280.456 0.0511761 0.0933739 10.6051 -0.389099 1.25122 -0.869752
280.466 -0.158915 0.128389 9.79618 0.457764 1.39618 -0.747681
280.476 -0.136469 0.00987608 9.81503 0.274658 0.0457764 -0.282288
280.486 0.077213 0.0215478 10.0835 0.396729 -1.17493 -0.267029
280.496 0.0493804 0.0448913 9.63546 0.579834 -1.24359 -0.373841
280.506 0.0969652 0.0691326 9.71447 -0.198364 -0.289917 -0.282288
280.516 0.0395043 0.0287304 9.93444 0.312805 0.343323 -0.442505
280.526 0.0556652 0.141856 10.2639 0.213623 0.0152588 -0.518799
280.536 -0.155324 0.0350152 9.45859 0.038147 -0.991822 -0.0076294
280.546 -0.253187 0.0197522 10.167 0.289917 -0.88501 -0.0228882
280.556 -0.0035913 0.0395043 10.1463 0.480652 -1.09863 0.213623
280.566 0.303465 -0.00269348 8.98634 0.183106 -1.04523 0.25177
280.576 0.0861913 -0.0834978 10.0916 -0.160217 -0.289917 0.0152588
280.586 -0.0610521 0.14455 10.1643 1.25122 -1.02234 -0.335694
280.596 0.0628478 0.11133 9.16949 -0.38147 -0.51117 0.0228882
280.606 0.0574608 0.0296282 9.73512 -0.747681 1.93787 0.114441
280.616 -0.056563 -0.0395043 11.0657 0.717164 1.59454 0.076294
280.626 -0.160711 -0.0448913 9.95689 -0.0915528 -1.54877 -0.297547
280.636 0.127491 0.0709282 9.15064 -0.0305176 -3.01361 -0.64087
280.646 0.0520739 -0.0215478 9.63098 -0.183106 -1.56403 -0.549317
280.656 -0.0143652 0.186748 9.90122 0.282288 0.213623 -0.679017
280.666 -0.0341174 0.202909 9.81144 -0.38147 0.999451 -0.38147
280.676 0.158915 0.118513 9.42807 -0.50354 1.27411 -0.190735
280.686 0.0278326 -0.0547674 10.1733 0.76294 1.83106 -0.0457764
280.696 -0.0601543 -0.0215478 10.4866 -0.152588 1.091 0.175476
280.706 0.0134674 0.0314239 9.14435 -0.984193 0.358582 -0.0152588
280.716 0.0538695 0.0996586 9.99729 0.297547 1.56403 0.289917
280.726 -0.120309 0.0646434 10.0449 0.427246 1.06812 0.526429
280.736 -0.151733 0.118513 9.51695 -0.0534058 0.686646 0.617981
280.746 0.109535 0.00269348 10.1293 -0.495911 1.69373 0.617981
280.756 0.146346 0.0215478 9.79169 -0.25177 2.26593 0.190735
280.766 -0.0942717 0.140959 10.1427 -0.534058 1.08337 0.0152588
280.776 -0.180463 0.0538695 9.72076 -0.473023 -0.663758 0.373841
280.786 0.0637456 0.135572 9.69023 0.556946 -0.602723 0.648499
280.796 0.155324 -0.0430956 9.64803 -0.267029 0.434876 1.02997
280.806 -0.0628478 -0.0655413 10.1365 0.0152588 1.48773 0.656128
280.816 0 0.0242413 10.4821 0.076294 0.228882 0.289917
280.826 0.0709282 0.110433 9.38138 -0.694275 -1.10626 0.328064
280.836 -0.112228 0.0395043 10.0305 -0.0305176 -0.961304 0.480652
280.846 -0.166996 -0.00269348 10.1751 0.556946 -1.91498 0.480652
280.856 -0.077213 0.0368109 9.40293 -0.419617 -1.54114 0.63324
280.866 0.234332 0.0511761 9.26556 -0.205994 0.213623 0.556946
280.876 0.0790087 -0.056563 10.2496 0.488282 1.49536 0.427246
280.886 -0.0933739 0.0538695 10.2065 0.350952 -0.0534058 0.12207
280.896 0.0179565 0.0251391 9.34906 -0.671387 -0.305176 0.2594
280.906 0.0368109 0.0188543 10.0099 0.2594 1.0376 0.183106
280.916 -0.0852934 0.0906804 9.96138 -0.106812 0.541687 0.038147
280.926 -0.0942717 0.0251391 10.1894 -0.320435 -0.755311 0.0305176
280.936 0.130185 0.130185 9.57711 0.770569 -1.4267 -0.0228882
280.946 0.109535 -0.0305261 9.39215 0.0228882 -0.450135 0.541687
280.956 -0.0475848 0.02065 10.1014 0.0228882 -0.450135 0.541687
280.966 -0.17328 0.0834978 10.3537 0.366211 0.740052 0.25177
280.976 0.0466869 0.0547674 9.65971 -0.0686646 0.938416 0.175476
280.986 -0.0906804 0.0583587 9.5403 0.320435 -0.312805 0.244141
280.996 -0.149039 0 10.3474 0.373841 -1.19019 0.358582
281.006 0.109535 -0.0314239 9.49002 0.465393 -1.7395 0.297547
281.016 0.192135 0.0107739 9.7872 0.747681 -0.907899 0.305176
281.026 -0.0341174 0.0395043 10.2424 -0.663758 0.89264 0.175476
281.036 -0.256778 0.163404 10.1356 0.717164 0.244141 -0.205994
281.046 0.0134674 0.0754174 8.96838 0.778199 -2.1286 -0.076294
281.056 0.140959 0.0269348 9.41191 -0.450135 -2.09046 0.144959
281.066 0.0314239 -0.0188543 10.4633 0.671387 1.2207 0.167847
281.076 0.0915782 -0.0538695 10.0458 -0.389099 3.31879 -0.038147
281.086 0.0682347 0.0960673 10.158 -0.747681 2.14386 -0.343323
281.096 -0.0610521 -0.0143652 10.088 0.328064 -0.152588 -0.442505
281.106 -0.116717 0.0538695 9.06804 0.488282 -2.63977 0.335694
281.116 -0.137367 0.102352 9.41909 0.808716 -2.57874 0.457764
281.126 0.0960673 0.0951695 10.3528 -0.465393 1.64795 0.404358
281.136 0.113126 0.0682347 10.0943 0.350952 4.08936 0.488282
281.146 -0.0511761 0.0161609 9.77553 0.12207 2.05231 0.617981
281.156 -0.035913 0.0404022 10.4273 -0.221253 -0.88501 0.465393
281.166 0.0601543 0.121206 9.2925 1.01471 -2.52533 0.267029
281.176 -0.0242413 -0.0260369 9.19733 -0.38147 -1.19782 0.686646
281.186 -0.161609 0.0179565 10.8314 -0.0534058 1.96839 0.793458
281.196 -0.00987608 0.071826 10.325 0.450135 1.6861 0.656128
281.206 0.19393 0.0673369 9.00609 -0.625611 -1.6861 0.343323
281.216 -0.10325 -0.0161609 10.0117 0.198364 -2.63977 0.656128
281.226 -0.097863 0.0161609 9.76565 0.991822 -1.41907 0.610352
281.236 0.0404022 0.0897826 9.97215 0.0610352 0.038147 0.495911
281.246 0.154426 -0.102352 9.75128 -0.671387 1.4267 0.50354
281.256 -0.0377087 -0.0260369 9.97754 0.755311 0.64087 0.549317
281.266 -0.0430956 0.0637456 10.6159 1.04523 -1.06812 0.267029
281.276 0.163404 0.0439935 8.6694 0.457764 -3.36457 0.396729
281.286 0.00718261 0.06195 9.77283 0.778199 -1.89972 0.0152588
281.296 -0.0790087 0.0421978 10.5432 0.152588 1.41144 0.114441
281.306 -0.11582 0.0942717 9.44692 0.419617 0.816346 -0.152588
281.316 0.147243 -0.0242413 10.3672 -0.160217 0.236511 -0.0228882
281.326 0.0161609 -0.0233435 9.47834 0.320435 -0.999451 -0.0228882
281.336 0.000897826 0.0260369 9.46308 0.778199 -1.32752 -0.282288
281.346 -0.0511761 -0.0260369 10.6159 -0.12207 0.198364 -0.2594
281.356 0.0933739 0.134674 8.93606 0.0839234 0.526429 -0.526429
281.366 -0.141856 0.0511761 10.7012 -0.312805 1.33514 -0.64087
281.376 -0.179565 0.0538695 10.3591 -0.190735 0.404358 -0.495911
281.386 -0.0592565 0.0987608 9.46757 0.625611 -2.87628 -0.610352
281.396 0.166098 -0.0350152 9.54748 -0.526429 -3.34931 -0.320435
281.406 0.0305261 -0.0269348 9.7441 0.198364 -1.54877 -0.335694
281.416 -0.02065 -0.0215478 9.91379 0.717164 0.144959 -0.404358
281.427 0.0520739 0.105046 10.6231 1.10626 0.869752 -0.175476
281.437 -0.0583587 0.110433 10.3214 0.785828 -0.389099 -0.0686646
281.447 -0.0484826 0.00269348 8.66222 -0.0839234 -3.15094 -0.144959
281.457 0.0413 -0.0116717 10.0233 -0.595093 -2.03705 -0.411988
281.467 0.136469 0.0574608 9.67317 -0.12207 0.305176 -0.732422
281.477 -0.0215478 0.00448913 9.48643 -0.183106 2.15149 -0.854493
281.487 -0.13198 -0.0314239 11.3306 -0.656128 2.75421 -0.961304
281.497 -0.0197522 0.0673369 9.99639 0.930787 -0.289917 -0.999451
281.507 0.116717 0.0700304 8.86782 0.0610352 -3.76129 -0.831605
281.517 0.0368109 0.077213 9.99998 -0.480652 -2.68555 -0.587464
281.527 -0.0834978 0.136469 10.2155 0.740052 -0.648499 -0.50354
281.536 0.0305261 0.107739 9.41191 0.0152588 0.373841 -0.274658
281.546 0.0386065 -0.00448913 9.89135 -0.938416 1.12152 -0.0457764
281.556 -0.0646434 -0.0332195 10.272 0.0839234 0.183106 0.0534058
281.566 -0.0341174 0.0466869 10.167 1.02234 -1.9989 0.0152588
281.576 0.157119 0.0251391 9.56184 0.312805 -2.9068 0.282288
281.586 0.237924 0.147243 9.24132 -0.244141 -1.297 0.282288
281.596 0.0879869 0.210091 10.1625 0.480652 0.183106 -0.221253
281.606 -0.138265 0.128389 9.98292 -0.350952 -0.205994 -0.38147
281.616 0.0897826 0.015263 9.80605 -0.488282 -0.816346 -0.0076294
281.626 0.11133 0.00897826 10.0969 0.0610352 -0.320435 0.1297
281.636 0.0574608 0.0332195 9.7432 -0.717164 -1.38092 0.190735
281.646 0.0161609 0.0736217 9.57351 0.312805 -1.93787 0.0152588
281.656 0.129287 -0.015263 9.73333 0.12207 -1.04523 0.450135
281.666 0.104148 0.191237 9.93713 0.328064 1.50299 0.396729
281.676 0.0134674 0.128389 9.66868 0.0076294 1.88446 0.495911
281.686 -0.184054 -0.0368109 10.5925 -0.213623 0.770569 0.411988
281.696 0.195726 -0.0879869 10.1257 1.38092 -1.92261 0.236511
281.706 0.113126 0.0628478 8.86244 -0.373841 -2.92969 0.160217
281.716 0.0781108 0.181361 9.70011 -0.869752 -0.579834 -0.0305176
281.726 -0.0466869 0.0790087 10.36 0.679017 1.38092 0.0839234
281.736 0.14455 0.02065 9.44692 -0.411988 1.20545 0.12207
281.746 0.107739 -0.0260369 10.0799 -0.152588 1.2207 0.0457764
281.756 -0.035913 0.0314239 10.3447 0.450135 -0.457764 -0.0991822
281.766 -0.105046 0.0673369 9.65252 -0.183106 -1.78528 -0.0839234
281.776 0.160711 0.0547674 10.1347 0.205994 -1.27411 0.137329
281.786 -0.0116717 0.0790087 9.34277 -0.167847 -0.724793 -0.144959
281.796 -0.0664391 0.0996586 10.1409 -0.152588 -0.434876 0.0305176
281.806 -0.107739 -0.0170587 9.82491 0.450135 -0.770569 0.282288
281.816 0.198419 0.106841 9.27454 0.411988 -0.328064 0.427246
281.826 0.193033 0.0484826 10.3438 -0.0839234 1.4801 0.488282
281.836 -0.113126 0.0610521 10.3133 -0.221253 0.610352 0.411988
281.846 -0.0314239 0.0790087 9.48283 0.038147 -0.88501 0.396729
281.856 0.0682347 0.00808043 9.79707 -0.465393 -1.57166 0.267029
281.866 0.10325 0.0637456 9.7441 0.25177 -0.663758 -0.0228882
281.876 0.0439935 0.118513 9.84286 0.144959 0.152588 0.160217
281.886 0.131083 0.00269348 9.61302 -0.419617 0.694275 0.373841
281.896 0.286406 0.0430956 10.0494 0.190735 1.28174 0.221253
281.906 0.0727239 0.0511761 9.81772 -0.221253 0.778199 0.0915528
281.916 -0.191237 0.0502782 10.1795 -0.244141 0.999451 0.0991822
281.926 -0.0260369 0.0125696 9.72435 0.625611 0.267029 -0.0152588
281.936 0.0933739 0.0601543 9.64355 0.25177 0.343323 0.167847
281.946 0.0987608 0.166098 10.0592 0.450135 0.495911 0.0991822
281.956 -0.00179565 0.0799065 9.67317 0.854493 0.25177 0.50354
281.966 0.015263 0.106841 10.1436 -0.190735 1.06812 0.457764
281.976 0.119411 0.0592565 10.3277 -0.0915528 0.663758 0.526429
281.986 -0.0592565 -0.015263 9.18476 0.63324 -1.46484 0.564576
281.996 -0.163404 0.0296282 10.4516 0.457764 -2.15912 0.625611
282.006 0.0870891 0.113126 9.68664 0.793458 -3.00598 0.679017
282.016 0.197522 0.181361 8.7143 -0.160217 -0.282288 0.877381
282.026 0.0421978 0.0404022 10.6518 -0.305176 2.56348 0.961304
282.036 -0.0897826 0.0601543 10.1149 0.88501 1.02997 0.663758
282.046 0.0404022 0.0404022 9.51785 -0.541687 -0.663758 0.602723
282.056 0.097863 -0.0466869 10.3465 -0.0228882 -0.953675 0.556946
282.066 -0.0404022 -0.000897826 9.66599 0.755311 -1.75476 0.51117
282.076 0.0386065 -0.0197522 9.18745 -0.907899 -0.480652 0.373841
282.086 0.342072 -0.0224456 10.3896 0.244141 1.72424 -0.0076294
282.096 0.182259 0.154426 9.48643 0.686646 1.41907 -0.213623
282.106 -0.175076 0.056563 10.2801 -0.244141 1.22833 0.343323
282.116 -0.248698 0.134674 10.2738 1.27411 -0.679017 0.495911
282.126 0.102352 0.129287 8.919 -0.114441 -0.839234 0.587464
282.136 0.210091 0.100556 9.82491 -0.320435 1.00708 0.442505
282.146 0.138265 0.0395043 10.4184 1.23596 1.34277 0.480652
282.156 -0.0224456 -0.0350152 9.55825 0.137329 1.02234 0.549317
282.166 0.0987608 0.071826 10.1616 0.137329 0.823975 0.427246
282.176 -0.0817021 0.06195 10.0925 0.541687 -0.373841 0.587464
282.186 -0.123002 0.0538695 9.88775 0.846863 -1.82343 0.724793
282.196 -0.125696 0.105046 9.76834 -0.152588 -1.96076 0.686646
282.206 0.236128 -0.0035913 9.51965 0.411988 -0.816346 0.679017
282.216 0.241515 -0.0484826 9.18835 0.88501 0.862122 0.175476
282.226 -0.0233435 0.0592565 10.3088 -0.793458 1.85394 -0.404358
282.236 -0.13198 0.071826 10.2666 0.183106 1.37329 -0.411988
282.246 0.0314239 0.137367 10.2325 0.747681 -0.267029 -0.1297
282.256 0.0278326 0.00718261 9.06535 0.747681 -0.267029 -0.1297
282.266 0.0439935 -0.0484826 10.1813 -0.144959 -1.56403 0.205994
282.276 0.203806 0.0035913 9.89853 0.663758 -1.23596 0.114441
282.286 0.233435 0.14455 8.92708 0.732422 -0.686646 -0.404358
282.296 0.0134674 0.0610521 10.1742 -0.671387 1.20545 -0.488282
282.306 -0.238822 0.0529717 10.7999 0.2594 2.63214 -0.305176
282.316 -0.0341174 0.13198 9.35714 1.27411 1.05286 0.0915528
282.326 0.0969652 0.0350152 9.7881 0.106812 -0.419617 0.297547
282.336 0.0341174 0.077213 9.49361 0.12207 -0.0228882 0.38147
282.346 -0.0430956 0.0610521 10.5943 1.26648 0.946046 0.320435
282.356 0.015263 0.0233435 9.65073 -0.0839234 0.961304 0.312805
282.366 0.00538695 0.071826 9.7028 0.0610352 0.0686646 -0.0839234
282.376 -0.0799065 0.0861913 10.457 -0.205994 -0.0534058 -0.167847
282.386 -0.06195 0.10325 9.50618 -0.0915528 -1.57166 -0.1297
282.396 0.179565 0.0511761 9.74859 0.51117 -2.02179 -0.289917
282.406 0.25588 0 9.23324 0.0991822 -1.33514 -0.1297
282.416 -0.0341174 0.0583587 10.2379 0.297547 0.534058 -0.274658
282.426 -0.168791 0.11582 10.6599 0.2594 1.23596 -0.572205
282.436 0.0754174 0.056563 8.74482 0.160217 -0.190735 -0.228882
282.446 0.0502782 0.0475848 10.369 0.434876 -0.312805 -0.205994
282.456 0.000897826 0.0260369 10.5171 0.114441 0.732422 0.038147
282.466 -0.092476 0.0933739 9.35175 0.457764 -1.28937 -0.076294
282.476 0.0448913 0.0386065 10.1903 -0.755311 -1.57166 -0.274658
282.486 0.0691326 -0.0125696 9.39664 0.244141 -1.89972 -0.0610352
282.496 0.0125696 0.0386065 9.5789 0.617981 -1.56403 -0.25177
282.506 -0.0439935 0.126593 10.0323 -0.976563 -0.152588 -0.289917
282.516 0.112228 0.140061 10.1248 0.450135 0.663758 -0.473023
282.526 0.15263 0.0906804 9.7019 -0.0915528 0.25177 -0.320435
282.536 0.0942717 0.056563 9.9093 -0.526429 -0.610352 -0.442505
282.546 -0.146346 0.0233435 9.97035 0.289917 -1.67084 -0.343323
282.556 0.175974 0.122104 9.23952 0.0915528 -1.56403 -0.495911
282.566 0.0700304 0.0386065 9.47116 0 0 -0.50354
282.576 0.0368109 -0.000897826 10.9607 -0.747681 3.1128 -0.404358
282.586 -0.0691326 0.136469 9.76475 0.770569 1.57929 -0.488282
282.596 0.0897826 0.0350152 9.49181 -0.175476 -1.43433 -0.0839234
282.606 0.0691326 0.0817021 10.2981 -0.328064 -1.26648 -0.0228882
282.616 0.0161609 0.184054 9.43884 1.10626 -1.44196 -0.0610352
282.626 -0.0538695 0.0852934 9.50618 -1.04523 -0.595093 -0.0305176
282.636 0.234332 0.0314239 10.4677 -0.0534058 0.427246 0.282288
282.646 0.0763152 0.00718261 9.97125 0.907899 0.427246 0.12207
282.656 -0.0808043 0.0664391 9.89494 -0.839234 -0.709534 0.106812
282.666 -0.146346 -0.0035913 9.51067 0.320435 -1.7395 -0.0228882
282.676 0.128389 0.0745195 9.47655 0.221253 -1.76239 -0.183106
282.686 0.146346 0.1239 9.92995 0.12207 0.907899 -0.152588
282.696 0.0520739 0.120309 9.73243 0.25177 2.18964 0
282.706 -0.0368109 0.056563 10.2954 -0.114441 1.5564 0.114441
282.716 0.229843 0.0368109 10.2792 0.419617 0.244141 0.0305176
282.726 0.0709282 0.0511761 8.97377 -0.434876 -1.22833 -0.0305176
282.736 -0.0628478 0.101454 10.4848 -0.770569 -0.175476 -0.312805
282.746 -0.159813 0.0251391 9.98651 -0.0305176 0.25177 -0.213623
282.756 0.166098 0.149937 9.09408 -0.465393 -0.587464 -0.305176
282.766 0.0897826 0.123002 10.6276 -0.228882 0.717164 -0.152588
282.776 -0.0852934 0.122104 9.92816 0.358582 0.0076294 0.236511
282.786 -0.116717 0.077213 9.75488 0.305176 -0.89264 0.656128
282.796 0.143652 0.092476 10.14 0.274658 -1.31989 0.854493
282.806 0.0745195 0.169689 9.0824 0.106812 -1.52588 0.869752
282.816 -0.0736217 0.127491 10.5432 0 0.0839234 0.846863
282.826 -0.0852934 0.0404022 9.69831 0.106812 -0.0534058 0.953675
282.836 0.272041 0.0637456 9.8267 0.0839234 -0.946046 0.869752
282.846 0.18585 -0.00628478 10.4121 -0.297547 -1.14441 0.930787
282.856 -0.0960673 0.0107739 9.17847 0.442505 -2.7771 0.907899
282.866 -0.0260369 0.0601543 9.60943 0.183106 -1.89209 0.793458
282.876 0.232537 0.0673369 10.2783 -0.427246 -0.183106 0.556946
282.886 0.219967 0.192135 9.35983 0.488282 0.205994 0.274658
282.896 0.0475848 -0.0610521 9.97125 -0.312805 0.671387 0.717164
282.906 -0.0269348 -0.0430956 10.4094 -0.137329 0 0.526429
282.916 0.240617 0.0870891 9.46129 0.488282 -1.65558 0.205994
282.926 0.092476 0.0834978 9.60763 -1.17493 -0.76294 0.0534058
282.936 -0.0915782 0.0404022 10.2074 -0.1297 0.534058 -0.0915528
282.946 0.00269348 0.0799065 9.4963 0.625611 0.0152588 -0.244141
282.956 0.1652 0.151733 10.2702 -0.816346 -0.12207 0.0534058
282.966 0.129287 0.0933739 9.86261 0.0076294 0 0.114441
282.976 -0.0188543 -0.0287304 9.59686 0.50354 -0.610352 0.137329
282.986 -0.131083 0.0161609 10.4175 0.0686646 -0.419617 0.0991822
282.996 0.0754174 0.0592565 10.3995 0.236511 -1.49536 0.038147
283.006 0.102352 0.10325 8.63259 0.473023 -3.2959 0.0686646
283.016 -0.0341174 0.118513 10.4417 -0.488282 -1.96839 -0.0305176
283.026 0.0350152 0.122104 9.92456 -0.0152588 -1.54877 -0.12207
283.036 0.286406 0.169689 8.91631 -0.0839234 -0.88501 0
283.046 0.186748 -0.0870891 9.85633 -0.930787 1.70136 0.198364
283.056 -0.105046 0.0601543 10.8816 0.823975 1.97601 0.0152588
283.066 -0.0960673 0.0996586 10.0134 -0.137329 -0.434876 -0.0152588
283.076 0.180463 0.0691326 9.1273 -0.244141 -2.24304 0.0915528
283.086 0.110433 0.02065 10.0269 1.11389 -0.938416 0.282288
283.097 0.116717 0.114922 9.06265 -0.244141 0.526429 0.12207
283.107 0.077213 0.0475848 10.5764 0.778199 2.2583 0.442505
283.117 -0.0377087 -0.02065 10.2388 0.778199 1.18256 0.724793
283.127 -0.0664391 0.121206 9.32392 0.076294 -1.3504 0.701905
283.137 -0.0197522 0.117615 9.94701 -0.312805 -1.10626 0.694275
283.147 0.212785 0.149039 9.87967 0.976563 -0.663758 0.465393
283.157 0.260369 0.0314239 9.24132 0.167847 1.04523 0.63324
283.167 0.0520739 -0.127491 10.527 0.106812 2.2049 0.534058
283.177 -0.113126 0.135572 10.5629 1.06812 -0.0457764 0.0610352
283.187 0.129287 0.133776 8.85705 -0.320435 -2.47193 0.205994
283.197 0.0439935 0.00269348 10.0359 0.2594 -1.01471 0.244141
283.207 -0.0655413 0.116717 10.2981 1.41907 -0.625611 0.25177
283.216 0.105943 0.149937 9.39395 0.152588 -0.64087 0.534058
283.226 0.300772 0.0484826 9.55287 0.51117 -0.38147 0.770569
283.236 0.0323217 0.108637 10.211 0.549317 0.488282 0.312805
283.246 -0.114922 0.0852934 10.3905 -0.236511 -0.0915528 0.434876
283.256 -0.071826 0.0682347 9.3751 -0.717164 -1.15204 0.282288
283.266 0.242413 0.071826 9.44602 0.51117 -0.495911 0.244141
283.276 0.263063 0.0404022 10.5548 -0.0610352 -0.137329 0.465393
283.286 0.0314239 0.0942717 9.59596 0.0534058 -1.15204 0.38147
283.296 0.0035913 0.0502782 9.49989 0.343323 -0.411988 0.572205
283.306 0.162506 0.0260369 10.2873 0.0457764 -0.106812 0.518799
283.316 0.117615 0.00987608 9.622 0.0076294 0.0228882 0.465393
283.326 0.0879869 -0.0368109 10.1338 -0.221253 -0.175476 0.297547
283.336 0.0466869 -0.0700304 9.84286 -0.0076294 -1.48773 -0.282288
283.346 0.246902 0.101454 9.20271 0.404358 -1.18256 -0.617981
283.356 0.195726 0.0116717 10.1382 -0.518799 0.915528 -0.541687
283.366 -0.0673369 0.102352 9.84735 0.610352 1.37329 -0.732422
283.376 -0.0323217 0.0691326 9.96497 -0.50354 0.541687 -0.625611
283.386 0.107739 0.0556652 10.422 -0.0686646 -0.518799 -0.717164
283.396 0.137367 0.0915782 9.31315 0.64087 -1.83106 -0.76294
283.406 0.0143652 0.127491 9.59955 -0.51117 -0.732422 -0.63324
283.416 0.0143652 0.0475848 10.0583 0.617981 0.343323 -0.51117
283.426 0.203806 0.0987608 9.63008 0.38147 0.785828 -0.335694
283.436 0.0951695 0.0727239 9.36522 -0.686646 1.67847 -0.289917
283.446 -0.0197522 0.0242413 10.703 0.221253 1.8692 -0.343323
283.456 -0.0296282 0.0197522 10.5189 -0.396729 -0.740052 -0.457764
283.466 0.163404 0.035913 9.28442 -0.114441 -2.78473 -0.816346
283.476 0.166098 0.015263 9.20002 -0.320435 -1.65558 -1.05286
283.486 -0.015263 0.0664391 10.4282 0.328064 0.106812 -1.06049
283.496 -0.015263 0.153528 9.41101 0.488282 1.04523 -0.740052
283.506 0.271143 0.0134674 9.22426 0.0076294 3.21961 -0.442505
283.516 0.166098 0.0861913 10.6213 1.1673 3.62397 -0.534058
283.526 -0.0341174 0.0673369 10.325 -0.106812 0.968934 -0.0915528
283.536 0.0314239 0.0906804 8.7969 -0.106812 0.114441 -0.350952
283.546 0.202909 0.0646434 10.6859 0.793458 1.6861 -0.419617
283.556 0.109535 0.167893 9.55646 0.793458 1.6861 -0.419617
283.566 -0.0601543 0.118513 9.49899 0.0991822 1.20545 -0.404358
283.576 -0.125696 0.0610521 10.7003 0 2.39563 -0.328064
283.586 0.127491 0.110433 9.94701 0.183106 1.7395 -0.366211
283.596 0.0843956 0.0466869 9.03392 0.282288 0 -0.213623
283.606 -0.092476 0.0763152 10.5432 -0.335694 0.51117 0.076294
283.616 -0.077213 0.145448 9.89045 0.572205 1.41144 -0.0534058
283.626 0.0781108 0.15263 9.51785 0.213623 0.617981 0.0076294
283.636 0.109535 0.0745195 10.0323 -1.08337 0.679017 0.0228882
283.646 0.00987608 0.0475848 10.3672 0.427246 0.747681 0.236511
283.656 0.0439935 0.0520739 9.21438 0.602723 -0.770569 0.38147
283.666 0.205602 0.143652 10.2397 -0.671387 -0.724793 0.549317
283.676 0.00808043 0.0601543 9.77822 0.579834 0.518799 0.480652
283.686 -0.108637 0.0736217 9.46667 0.106812 0.709534 0.556946
283.696 0.150835 0.0709282 9.85005 -0.427246 0.839234 0.274658
283.706 0.315137 0.0655413 9.72704 -0.274658 0.297547 0.25177
283.716 0.178667 -0.0134674 10.2289 0.0457764 0.732422 0.236511
283.726 -0.10325 0.0520739 10.0718 0.0534058 2.17438 0.175476
283.736 -0.133776 0.140061 9.52413 -0.679017 1.71662 0.106812
283.746 0.0781108 0.157119 10.3223 -0.328064 0.656128 -0.0686646
283.756 -0.0475848 0.0224456 9.50169 0.137329 -0.694275 0.335694
283.766 0.0448913 0.171485 9.15872 -0.175476 -1.04523 0.297547
283.776 0.129287 0.0251391 10.58 -0.488282 1.56403 0.442505
283.786 0.188543 0.00718261 9.4128 -0.205994 2.95258 0.366211
283.796 -0.121206 -0.00269348 10.6509 0.274658 2.82288 0.457764
283.806 -0.237026 0.0655413 10.2478 -0.282288 1.13678 0.320435
283.816 -0.0511761 0.169689 9.2099 -0.0534058 -2.47956 -0.038147
283.826 0.188543 0.108637 9.7037 0.152588 -2.83051 -0.0076294
283.836 0.127491 0.0879869 9.63277 -0.480652 -0.64087 0.2594
283.846 0.143652 0.117615 9.90481 -0.64087 1.35803 0.0534058
283.856 0.0529717 0 10.3492 -0.900269 1.73187 0.0076294
283.866 0.00628478 -0.00808043 9.92905 -0.785828 0.488282 0.183106
283.876 -0.0799065 -0.00269348 9.49091 0.038147 -1.12152 -0.0686646
283.886 -0.0601543 0.100556 9.62649 -1.44196 -1.41144 -0.389099
283.896 0.181361 0.26845 10.2164 -0.953675 0.297547 -0.839234
283.906 0.159813 0.0547674 9.23503 -0.755311 1.43433 -0.205994
283.916 -0.0035913 -0.0448913 10.009 -0.679017 2.02942 0.228882
283.926 -0.119411 -0.0700304 10.7919 -0.190735 2.00653 0.312805
283.936 0.0287304 0.0556652 9.09587 -0.534058 -0.610352 -0.175476
283.946 0.100556 0.0915782 9.8707 -1.12152 -0.350952 -0.526429
283.956 -0.0134674 0.071826 10.5369 -0.999451 0.946046 -0.732422
283.966 -0.0691326 0.189441 9.0034 -0.2594 -0.526429 -0.595093
283.976 0.113126 0.0287304 10.0386 -1.22833 -0.137329 -0.144959
283.986 0.0790087 -0.0484826 9.90032 -0.434876 1.11389 0.228882
283.996 -0.0583587 0.0664391 9.85094 -0.167847 0.869752 -0.0991822
284.006 -0.157119 0.101454 10.4345 -1.40381 0.480652 -0.0076294
284.016 0.0754174 0.0583587 9.42178 -0.289917 -1.24359 0
284.026 0.123002 0.110433 9.60494 -0.396729 -1.12915 -0.160217
284.036 0.0125696 0.071826 10.1221 -1.06812 0.534058 0.114441
284.046 -0.0897826 0.0664391 9.90032 -0.190735 0.595093 0.526429
284.056 0.0933739 -0.00987608 9.70549 -0.656128 0.221253 0.89264
