t_imu ax ay az gx gy gz
54.356 -0.0556652 0.0439935 9.88955 0.0152588 0.0839234 0.038147
54.366 -0.0592565 0.0475848 9.90661 0.0152588 -0.0686646 0.183106
54.376 -0.0538695 0.056563 9.86351 0.0305176 -0.1297 0.076294
54.386 -0.0664391 0.0493804 9.83029 0.0534058 -0.0610352 0.0839234
54.396 -0.077213 0.000897826 9.87429 0.0991822 0.0152588 0.167847
54.406 -0.0511761 0.0493804 9.85992 0.198364 -0.2594 0.1297
54.416 -0.0502782 0.0682347 9.85364 0.198364 -0.274658 0.038147
54.426 -0.0700304 0.0413 9.85902 0.0686646 0.12207 0.183106
54.436 -0.092476 0.0556652 9.87339 -0.114441 0.0534058 0.038147
54.446 -0.0808043 0.0305261 9.8671 -0.0686646 -0.152588 0.160217
54.456 -0.0583587 0.0197522 9.87249 0.0457764 0.0152588 0.1297
54.466 -0.0457891 0.0188543 9.83837 0.076294 -0.244141 0.0305176
54.476 -0.0457891 0.0430956 9.85005 -0.0305176 -0.160217 0.0610352
54.486 -0.077213 0.0502782 9.86531 0.0686646 0.0915528 0.213623
54.496 -0.0592565 0.0817021 9.85813 0.038147 -0.106812 0.190735
54.506 -0.0413 0.0556652 9.8698 -0.0152588 -0.114441 0.0991822
54.516 -0.0691326 0.0475848 9.8707 0.0228882 0.0991822 -0.0457764
54.526 -0.0745195 0.0502782 9.868 0.0152588 -0.12207 0.0686646
54.536 -0.0493804 0.0628478 9.85723 -0.076294 0.0610352 0.0305176
54.546 -0.0601543 0.0368109 9.8698 0.0076294 0.0305176 0.205994
54.556 -0.0628478 0.0637456 9.86441 0.076294 -0.1297 0.106812
54.566 -0.0691326 0.0817021 9.8671 0.114441 -0.183106 0.175476
54.576 -0.0341174 0.0529717 9.86082 0.0610352 -0.0152588 0.0915528
54.586 -0.0439935 0.0574608 9.87698 0.0076294 0.0686646 0.0991822
54.596 -0.0628478 0.0439935 9.868 0.038147 -0.0915528 0.152588
54.606 -0.056563 0.0727239 9.86172 0.0076294 -0.076294 0.167847
54.616 -0.0493804 0.0502782 9.85453 0.0076294 0.0457764 0.106812
54.626 -0.0404022 0.035913 9.84017 0.0457764 -0.167847 0.12207
54.636 -0.0556652 0.0278326 9.86082 0.144959 -0.228882 0.0915528
54.646 -0.0691326 0.0341174 9.85005 0.0457764 -0.0534058 -0.0534058
54.657 -0.0475848 0.0502782 9.87339 0.0534058 0.167847 0.1297
54.667 -0.0466869 0.056563 9.8671 0.0534058 0.167847 0.1297
54.677 -0.0655413 0.0520739 9.85902 -0.0686646 -0.0076294 0.0915528
54.687 -0.0610521 0.0502782 9.83837 0.0152588 -0.160217 0.0457764
54.697 -0.0673369 0.0529717 9.87608 0.0305176 -0.144959 0.0228882
54.707 -0.0592565 0.0430956 9.89314 -0.0305176 -0.1297 0.167847
54.716 -0.0637456 0.0682347 9.85184 0.152588 -0.175476 0.160217
54.726 -0.0763152 0.0350152 9.85274 0.076294 0.0228882 0.152588
54.736 -0.0745195 0.0475848 9.84915 -0.0152588 0.038147 0.0915528
54.746 -0.0852934 0.0323217 9.83029 0.0839234 -0.244141 0.0457764
54.756 -0.0350152 0.0601543 9.84556 0.0991822 -0.183106 0.0686646
54.766 -0.0493804 0.0377087 9.87788 0.0839234 -0.167847 0.205994
54.776 -0.0466869 0.0466869 9.83927 0.076294 -0.114441 0.144959
54.786 -0.0664391 0.0556652 9.85184 0 0.0686646 0.038147
54.796 -0.0781108 0.0368109 9.8707 0.12207 -0.0076294 0.0686646
54.806 -0.0475848 0.0484826 9.85813 0.0228882 0 0.2594
54.816 -0.0448913 0.0736217 9.83658 -0.0076294 -0.12207 0.221253
54.826 -0.0493804 0.0377087 9.85723 0.137329 -0.0839234 0.0915528
54.836 -0.0484826 0.0502782 9.86621 -0.0076294 -0.167847 0.106812
54.846 -0.0691326 0.0413 9.84825 0.0991822 -0.175476 0.0839234
54.856 -0.0781108 0.0305261 9.85813 0.0534058 -0.076294 0.198364
54.866 -0.0538695 0.0188543 9.86172 0.0228882 0 0.175476
54.876 -0.0520739 0.0368109 9.83927 -0.0915528 -0.0305176 0.0991822
54.886 -0.0897826 0.0601543 9.84196 0.0152588 -0.106812 0.0991822
54.896 -0.0457891 0.0529717 9.8689 0.076294 0 0.0991822
54.906 -0.0628478 0.0457891 9.88506 0.076294 -0.0534058 0.114441
54.916 -0.0493804 0.0395043 9.85633 0.183106 0.0152588 0.221253
54.926 -0.0404022 0.035913 9.85005 0.0457764 0.0534058 0.175476
54.936 -0.035913 0.0170587 9.86531 0.0610352 0.0991822 0.12207
54.946 -0.0448913 0.0466869 9.88686 0.0915528 -0.0305176 0.0228882
54.956 -0.0834978 0.0332195 9.8698 0.0534058 -0.0839234 0.160217
54.966 -0.0287304 0.0682347 9.84915 0.0228882 -0.0305176 0.221253
54.976 -0.0556652 0.0493804 9.85364 -0.0305176 0.0534058 0.137329
54.986 -0.0556652 0.0493804 9.85723 -0.0152588 -0.114441 0.152588
54.996 -0.06195 0.0350152 9.84466 -0.0076294 0.183106 0.0991822
55.006 -0.0628478 0.0556652 9.84017 -0.0991822 0.0839234 0.0839234
55.016 -0.0646434 0.0484826 9.87878 0.0305176 -0.144959 0.144959
55.026 -0.0897826 0.0556652 9.88147 0.0686646 -0.137329 0.0991822
55.036 -0.0314239 0.0430956 9.8689 0.0686646 0.0152588 0.0839234
55.046 -0.0655413 0.0377087 9.85274 0.0228882 -0.0305176 0.0839234
55.056 -0.0709282 0.06195 9.83209 0.0686646 -0.114441 0.0686646
55.066 -0.0646434 0.0421978 9.8285 0.076294 -0.343323 0.0305176
55.076 -0.0637456 0.0413 9.84107 0.0228882 -0.0457764 0.0457764
55.086 -0.0556652 0.0601543 9.86621 0.0839234 -0.0152588 0.0686646
55.096 -0.0368109 0.0484826 9.8698 -0.0076294 -0.0457764 0.12207
55.106 -0.0386065 0.0404022 9.8267 0.0305176 -0.0534058 0.167847
55.116 -0.0475848 0.0691326 9.84107 0.0457764 -0.0610352 0.267029
55.126 -0.0430956 0.0520739 9.85633 -0.106812 -0.12207 0.0991822
55.136 -0.0592565 0.0287304 9.83748 0.0152588 0.0076294 0.213623
55.146 -0.06195 0.0466869 9.86172 0.0534058 -0.137329 0.190735
55.156 -0.0502782 0.0574608 9.86531 0.0839234 -0.175476 0.076294
55.166 -0.0377087 0.0556652 9.85543 -0.0152588 -0.0305176 0.0686646
55.176 -0.0592565 0.0520739 9.8698 0.0991822 0.0686646 0.175476
55.186 -0.0628478 0.0556652 9.87249 0.0915528 0.038147 0.0839234
55.196 -0.0529717 0.0413 9.8671 0.0534058 -0.0991822 0.114441
55.206 -0.0592565 0.0511761 9.85813 0.0686646 -0.312805 0.0152588
55.216 -0.0511761 0.0484826 9.85005 -0.0228882 -0.221253 0.0686646
55.226 -0.0547674 0.0314239 9.84645 0 -0.0915528 0.144959
55.236 -0.0610521 0.0457891 9.84915 0.0152588 -0.0610352 0.0305176
55.246 -0.0628478 0.0395043 9.88686 0.144959 -0.183106 0.160217
55.256 -0.06195 0.0413 9.86351 0.0686646 -0.137329 0.190735
55.266 -0.035913 0.056563 9.88686 0.0305176 -0.114441 0.137329
55.276 -0.0547674 0.0736217 9.8698 0.076294 -0.0534058 -0.0839234
55.286 -0.0655413 0.056563 9.83209 0.0457764 -0.228882 0.0457764
55.296 -0.077213 0.0529717 9.85633 0.0610352 -0.0228882 0.0610352
55.306 -0.0475848 0.0556652 9.8689 0.0534058 0.0228882 0.0686646
55.316 -0.0574608 0.0538695 9.8707 0.0839234 0.0076294 0.0991822
55.326 -0.0556652 0.0637456 9.8689 0.0534058 -0.1297 0.0915528
55.336 -0.0700304 0.0457891 9.87698 0.0305176 -0.137329 0.0152588
55.346 -0.0888847 0.0592565 9.85005 -0.0305176 -0.297547 0.0534058
55.356 -0.0386065 0.0404022 9.83927 0.0457764 -0.198364 0.175476
55.366 -0.0583587 0.0404022 9.87159 0.0152588 -0.106812 0.12207
55.376 -0.0691326 0.056563 9.88596 0 -0.152588 0.0305176
55.386 -0.0808043 0.0610521 9.8671 0.038147 -0.0991822 0.076294
55.396 -0.0628478 0.0538695 9.85005 0.0076294 0.0610352 0.0534058
55.406 -0.0520739 0.0332195 9.87339 0.0305176 -0.0534058 0.144959
55.416 -0.0691326 0.0466869 9.85543 0.0152588 -0.0305176 0.0457764
55.426 -0.0421978 0.0377087 9.85633 0.076294 0.0991822 0.198364
55.436 -0.0475848 0.0350152 9.87249 0 -0.0152588 0.0305176
55.446 -0.0556652 0.0637456 9.84825 0.152588 0.038147 0.0076294
55.456 -0.0502782 0.0475848 9.85813 0.038147 0.167847 0.152588
55.466 -0.0439935 0.0386065 9.86531 -0.0076294 0.0686646 0.12207
55.476 -0.0673369 0.0673369 9.85902 0.0305176 -0.297547 0.0305176
55.486 -0.056563 0.0484826 9.85543 0.0152588 -0.205994 0.167847
55.496 -0.0610521 0.0610521 9.85992 0.0534058 -0.183106 0.152588
55.506 -0.0682347 0.0529717 9.87249 -0.0457764 0.076294 0.106812
55.516 -0.0736217 0.0323217 9.88237 0.0076294 -0.0152588 0.205994
55.526 -0.06195 0.0601543 9.85543 0.0305176 -0.160217 0.1297
55.536 -0.0691326 0.0556652 9.868 0.0610352 -0.0305176 0.213623
55.546 -0.0520739 0.0377087 9.86531 0.0457764 0 0.198364
55.556 -0.056563 0.0341174 9.8671 0.0839234 0.0839234 0.0915528
55.566 -0.0646434 0.0682347 9.85992 0.0305176 -0.0152588 0.167847
55.576 -0.0601543 0.0691326 9.87788 -0.038147 -0.0839234 0.12207
55.586 -0.0583587 0.0368109 9.85723 0.0534058 0.0991822 0.144959
55.596 -0.0628478 0.0296282 9.86351 0 -0.0915528 0.0534058
55.606 -0.0547674 0.0475848 9.84286 0.0991822 -0.0457764 0.213623
55.616 -0.0610521 0.0682347 9.85364 0.0305176 0.076294 0.144959
55.626 -0.0583587 0.0386065 9.85094 0.0305176 0.160217 0.183106
55.636 -0.0592565 0.0413 9.84825 0.0305176 -0.0610352 0.152588
55.646 -0.0610521 0.0610521 9.87518 -0.0076294 -0.0228882 0.183106
55.656 -0.0377087 0.0529717 9.88147 0 -0.0610352 0.167847
55.666 -0.0386065 0.0457891 9.85274 -0.0076294 -0.0457764 0.137329
55.676 -0.0466869 0.0493804 9.86172 0.12207 -0.0991822 0.0076294
55.686 -0.0646434 0.0341174 9.86621 0.0839234 -0.0152588 0.106812
55.696 -0.0511761 0.0439935 9.85453 0 0.0076294 0.152588
55.706 -0.0592565 0.0592565 9.86082 0.106812 -0.221253 0.0991822
55.716 -0.0350152 0.0404022 9.86261 0.0915528 -0.236511 0.25177
55.726 -0.0556652 0.0448913 9.86172 0.144959 -0.106812 0.205994
55.736 -0.0493804 0.0861913 9.86621 0.12207 0.0228882 0.1297
55.746 -0.0637456 0.0520739 9.86172 -0.0076294 0.0305176 0.0991822
55.756 -0.06195 0.0439935 9.8671 0.038147 0.0991822 0.0534058
55.766 -0.0673369 0.0547674 9.87518 -0.0305176 0.0915528 0.198364
55.776 -0.0511761 0.0529717 9.85813 -0.0152588 -0.144959 0.106812
55.786 -0.0278326 0.0610521 9.83299 0.0228882 0.0228882 0.205994
55.796 -0.071826 0.0520739 9.84645 -0.0152588 -0.0228882 0.106812
55.806 -0.0664391 0.0413 9.87429 0.0610352 -0.076294 0.0915528
55.816 -0.0430956 0.0529717 9.85633 0.0457764 -0.0610352 0.0076294
55.826 -0.0386065 0.0745195 9.87429 0.106812 0.0076294 0.160217
55.836 -0.0691326 0.0592565 9.87429 0.152588 0.0228882 0.0991822
55.846 -0.0538695 0.0413 9.85543 0.137329 0.0305176 0.038147
55.856 -0.0484826 0.0332195 9.85543 0.0305176 -0.274658 0.1297
55.866 -0.0278326 0.0269348 9.85274 0.0076294 0.183106 0.221253
55.876 -0.0350152 0.0511761 9.86531 0.0534058 -0.106812 0.0534058
55.886 -0.0493804 0.0592565 9.84645 -0.0534058 -0.0305176 0.183106
55.896 -0.06195 0.0484826 9.86261 0.0610352 -0.038147 0.0915528
55.906 -0.0664391 0.0421978 9.85274 0.0076294 -0.205994 0.106812
55.916 -0.0430956 0.06195 9.86172 -0.0228882 -0.0305176 0.12207
55.926 -0.0628478 0.0395043 9.8707 -0.12207 -0.0305176 0.076294
55.936 -0.0439935 0.0727239 9.88326 0.0076294 -0.25177 0.152588
55.946 -0.06195 0.0655413 9.84286 -0.0228882 -0.0534058 0.0610352
55.956 -0.0637456 0.0538695 9.85813 -0.0228882 -0.0534058 0.0610352
55.966 -0.0466869 0.056563 9.868 0.0228882 -0.0076294 0.152588
55.976 -0.0673369 0.0682347 9.85543 0.076294 -0.076294 0.0457764
55.986 -0.0520739 0.0430956 9.86621 0.0457764 -0.0228882 0.12207
55.996 -0.06195 0.0700304 9.85902 0.137329 -0.0915528 0.12207
56.006 -0.056563 0.0682347 9.88147 0.0991822 -0.0991822 0.076294
56.016 -0.0386065 0.0538695 9.87429 0.0305176 -0.0152588 0.114441
56.026 -0.0439935 0.0493804 9.83748 -0.076294 -0.183106 0.0839234
56.036 -0.0592565 0.0296282 9.85453 0.038147 -0.152588 0.038147
56.046 -0.0502782 0.0511761 9.86531 -0.0839234 -0.144959 0.221253
56.056 -0.0574608 0.0457891 9.88686 0.0152588 -0.0152588 0.198364
56.066 -0.0296282 0.0583587 9.85453 0.0305176 0.0076294 0.160217
56.076 -0.0430956 0.0484826 9.85364 -0.114441 0.038147 0.12207
56.086 -0.0448913 0.0538695 9.84376 0 0.114441 0.0915528
56.096 -0.0790087 0.0341174 9.85992 0.038147 -0.0991822 0.0228882
56.106 -0.0879869 0.0502782 9.86621 0.0839234 -0.12207 0.0152588
56.116 -0.0404022 0.0475848 9.87159 0.038147 0.198364 0.144959
56.126 -0.0332195 0.0421978 9.85902 0.0839234 -0.0152588 0.0915528
56.136 -0.0439935 0.0466869 9.868 -0.076294 -0.305176 -0.0076294
56.146 -0.0538695 0.056563 9.84645 0.0228882 -0.106812 0.038147
56.156 -0.0520739 0.0314239 9.85094 0.12207 -0.106812 0.0991822
56.166 -0.0799065 0.0448913 9.86621 -0.038147 0.12207 0.160217
56.176 -0.0466869 0.0475848 9.86261 0.0534058 -0.0457764 0.0686646
56.186 -0.0610521 0.0529717 9.87608 0.038147 0.0305176 0.198364
56.196 -0.0592565 0.0592565 9.87429 0.0457764 0.0991822 0.137329
56.206 -0.0323217 0.0583587 9.86531 0 -0.0839234 0.12207
56.216 -0.0296282 0.0278326 9.8689 -0.0534058 0 0.0228882
56.226 -0.0457891 0.0314239 9.85364 0.106812 0 0.1297
56.236 -0.0727239 0.0502782 9.86621 0.038147 0.106812 0.0610352
56.246 -0.0682347 0.0547674 9.87159 0.137329 0.0534058 0.144959
56.256 -0.0511761 0.02065 9.85453 0.0228882 -0.114441 0.0305176
56.266 -0.0556652 0.0466869 9.86351 0.0534058 -0.0991822 0.0610352
56.276 -0.0520739 0.0511761 9.85902 0.144959 -0.0839234 0.0610352
56.286 -0.0583587 0.0538695 9.83927 0.0152588 0.0915528 0.0915528
56.297 -0.0826 0.0646434 9.84286 0.0534058 -0.0457764 0.0915528
56.307 -0.0502782 0.0377087 9.84466 0.0610352 -0.190735 0.114441
56.317 -0.0655413 0.0601543 9.85723 -0.137329 -0.0686646 0.0839234
56.327 -0.0413 0.0395043 9.84735 0.076294 -0.0152588 0.114441
56.337 -0.0430956 0.0413 9.8707 0.0152588 0.038147 0.167847
56.347 -0.0305261 0.0583587 9.87967 0.12207 -0.0076294 0.160217
56.356 -0.0493804 0.0457891 9.868 0.0915528 -0.0991822 0.221253
56.366 -0.0583587 0.0448913 9.87878 0 0.076294 0.198364
56.376 -0.0601543 0.0736217 9.87339 0.1297 -0.160217 0.0457764
56.386 -0.06195 0.0413 9.8671 -0.114441 -0.076294 0.1297
56.396 -0.0296282 0.0296282 9.86621 0.152588 -0.1297 -0.0457764
56.406 -0.0430956 0.0664391 9.86172 0.0686646 -0.0152588 0.0839234
56.416 -0.0799065 0.0529717 9.86172 0.076294 0.0686646 0.175476
56.426 -0.0511761 0.035913 9.85902 0.0457764 -0.0305176 0.183106
56.436 -0.0493804 0.0547674 9.85453 0.0457764 0.0305176 0.0610352
56.446 -0.0556652 0.0538695 9.85453 -0.076294 0.114441 0.137329
56.456 -0.0790087 0.0493804 9.86172 -0.0152588 -0.0457764 0.190735
56.466 -0.0754174 0.035913 9.85453 0.038147 -0.106812 0.0686646
56.476 -0.0556652 0.0305261 9.868 -0.0534058 -0.0534058 0.0305176
56.486 -0.0574608 0.0655413 9.87249 0.0152588 -0.183106 0.0534058
56.496 -0.0664391 0.0224456 9.85992 0.106812 -0.114441 0.160217
56.506 -0.0502782 0.0197522 9.86531 0.0915528 -0.0915528 0.0457764
56.516 -0.0601543 0.0583587 9.85094 -0.0076294 0.0305176 0.144959
56.526 -0.0646434 0.0457891 9.85274 0 -0.076294 0.274658
56.536 -0.0511761 0.0709282 9.86172 0.0610352 -0.0915528 0.144959
56.546 -0.0466869 0.0610521 9.83927 0.1297 -0.0915528 0.0839234
56.556 -0.0448913 0.0404022 9.85543 -0.038147 -0.152588 0.0991822
56.566 -0.0529717 0.02065 9.84286 -0.0228882 -0.038147 0.160217
56.576 -0.0475848 0.0377087 9.84735 -0.0915528 0.0915528 0.137329
56.586 -0.0502782 0.0439935 9.85633 -0.0534058 -0.0686646 0.106812
56.596 -0.0592565 0.071826 9.88147 -0.0457764 -0.0228882 0.0991822
56.606 -0.0493804 0.0628478 9.86172 0 0.0991822 0.144959
56.616 -0.0314239 0.0520739 9.85453 0.038147 0.0839234 0.0686646
56.626 -0.0404022 0.0430956 9.88057 0.0686646 0.12207 0.0839234
56.636 -0.0520739 0.0493804 9.88057 0.076294 -0.076294 0.0991822
56.646 -0.0637456 0.0520739 9.85813 0.0915528 -0.244141 0.198364
56.656 -0.0466869 0.0601543 9.85094 -0.0152588 0.0305176 0.0915528
56.666 -0.0332195 0.0592565 9.86441 0.0686646 -0.12207 0.190735
56.676 -0.0583587 0.0305261 9.85094 0 -0.1297 0.0534058
56.686 -0.0583587 0.06195 9.85902 0.0305176 -0.137329 0.144959
56.696 -0.0493804 0.0448913 9.84825 0.0991822 -0.0991822 0.0534058
56.706 -0.0556652 0.0511761 9.86172 0.0152588 0.0610352 0.12207
56.716 -0.0610521 0.0529717 9.8707 -0.106812 0.0991822 0.0457764
56.726 -0.0341174 0.0404022 9.86351 0.0076294 0.0915528 0.0991822
56.736 -0.0529717 0.0395043 9.85094 -0.0076294 -0.114441 0.175476
56.746 -0.0790087 0.0646434 9.87339 0.0839234 -0.0457764 0.167847
56.756 -0.0790087 0.0368109 9.85364 0.12207 0.167847 0.0915528
56.766 -0.0592565 0.0673369 9.84466 0.0915528 -0.0610352 -0.0305176
56.776 -0.0601543 0.0736217 9.868 0.0305176 -0.289917 0.167847
56.786 -0.0664391 0.0592565 9.87159 0.0610352 -0.175476 0.0839234
56.796 -0.0691326 0.0538695 9.85094 0.0915528 -0.0076294 0.0457764
56.806 -0.0511761 0.0395043 9.83748 -0.0534058 -0.0305176 0.0457764
56.816 -0.0664391 0.0305261 9.84286 -0.0457764 -0.114441 0.0610352
56.826 -0.06195 0.0421978 9.86621 0.0152588 0.076294 0.038147
56.836 -0.0475848 0.0529717 9.88506 -0.0686646 -0.0610352 0.0915528
56.846 -0.06195 0.0556652 9.868 -0.0457764 -0.137329 0.12207
56.856 -0.0475848 0.0601543 9.86172 0 -0.0839234 0.038147
56.866 -0.0610521 0.0439935 9.85453 0.0991822 0.038147 0.0228882
56.876 -0.0601543 0.0404022 9.8707 0.144959 0.0991822 0.0991822
56.886 -0.0520739 0.0377087 9.88057 0.0534058 0.0534058 0.038147
56.896 -0.0637456 0.0664391 9.88237 0.038147 -0.1297 0.076294
56.906 -0.0754174 0.0529717 9.88147 0 -0.144959 0.0915528
56.916 -0.0879869 0.0404022 9.86531 0.0686646 -0.106812 0.0915528
56.926 -0.0502782 0.0682347 9.85274 0.0915528 -0.0915528 0.0991822
56.936 -0.0817021 0.0664391 9.87159 -0.0152588 0.0076294 0.0457764
56.946 -0.056563 0.0547674 9.8689 -0.0076294 -0.076294 0.0991822
56.956 -0.0323217 0.0296282 9.85274 0.038147 -0.0991822 0.152588
56.966 -0.035913 0.0215478 9.87608 -0.0686646 0.0152588 0.0915528
56.976 -0.0511761 0.0421978 9.87788 0.0228882 -0.221253 0.167847
56.986 -0.0574608 0.0296282 9.8294 0.0228882 -0.0534058 0.106812
56.996 -0.0305261 0.0511761 9.8276 0.0457764 0.0610352 0.160217
57.006 -0.0682347 0.0421978 9.85184 0.0152588 0.0305176 0.1297
57.016 -0.0628478 0.0260369 9.87429 0.0915528 -0.0076294 0.175476
57.026 -0.0592565 0.0466869 9.84735 0.144959 -0.282288 0.144959
57.036 -0.06195 0.0395043 9.868 -0.0152588 -0.175476 0.0152588
57.046 -0.0386065 0.0448913 9.8707 0.0686646 -0.228882 0.0305176
57.056 -0.0395043 0.0377087 9.85005 0.0534058 0.0610352 0.0991822
57.066 -0.0538695 0.0242413 9.8689 0.0839234 0.0610352 -0.0228882
57.076 -0.06195 0.0350152 9.85094 0.0152588 -0.1297 0.0839234
57.086 -0.0583587 0.035913 9.88686 0.076294 -0.0610352 0.076294
57.096 -0.0763152 0.0377087 9.84556 0.0686646 0.0534058 0.076294
57.106 -0.0637456 0.0421978 9.86621 0.038147 0.0610352 0.0991822
57.116 -0.06195 0.0368109 9.85543 0 -0.190735 0.0152588
57.126 -0.0700304 0.0323217 9.84286 -0.0076294 -0.144959 0.0457764
57.136 -0.0224456 0.0439935 9.88326 0.167847 -0.175476 0.152588
57.146 -0.0377087 0.0700304 9.85992 0.0305176 -0.038147 0.106812
57.156 -0.0583587 0.0475848 9.84466 0.0076294 0.137329 0.0839234
57.166 -0.0637456 0.0448913 9.86351 0.0610352 0.076294 0.0991822
57.176 -0.0637456 0.0251391 9.85364 0.106812 -0.152588 0.0305176
57.186 -0.0610521 0.0547674 9.86082 0.0686646 0.0610352 0.12207
57.196 -0.0547674 0.0457891 9.8267 0.0839234 -0.0991822 0.12207
57.206 -0.0655413 0.0592565 9.87159 0.0534058 -0.160217 0.183106
57.216 -0.0601543 0.0511761 9.87249 0.0915528 -0.0915528 0.160217
57.226 -0.0538695 0.0377087 9.87608 0.0305176 0 0.038147
57.236 -0.071826 0.056563 9.87249 0.0305176 0 0.038147
57.246 -0.0655413 0.0413 9.87339 -0.0152588 -0.0839234 0.175476
57.256 -0.0727239 0.0341174 9.84196 0.038147 -0.0534058 0.0915528
57.266 -0.0475848 0.0529717 9.86172 0.0991822 0 0.183106
57.276 -0.0592565 0.0583587 9.85184 0.0457764 -0.1297 0.038147
57.286 -0.071826 0.0377087 9.8707 0.12207 0.0839234 0.1297
57.296 -0.0466869 0.0493804 9.86621 0.114441 -0.076294 0.1297
57.306 -0.0511761 0.0305261 9.84286 0.076294 -0.0228882 0.167847
57.316 -0.0628478 0.0323217 9.84376 0.0152588 -0.0610352 0.198364
57.326 -0.0700304 0.0413 9.86621 0.0305176 -0.12207 0.0991822
57.336 -0.077213 0.0332195 9.85992 0 -0.0915528 0.175476
57.346 -0.06195 0.0413 9.868 0.0076294 0.0305176 0.1297
57.356 -0.0664391 0.0574608 9.85633 -0.0305176 0.0228882 0.0534058
57.366 -0.0664391 0.0556652 9.86441 0.0076294 0.0076294 0.106812
57.376 -0.0511761 0.0448913 9.8689 -0.076294 -0.0228882 -0.0076294
57.386 -0.0843956 0.0269348 9.84915 0.0534058 -0.152588 -0.0228882
57.396 -0.0574608 0.0664391 9.84107 0 -0.0686646 0.137329
57.406 -0.0574608 0.0754174 9.84376 0.160217 -0.0305176 0.167847
57.416 -0.06195 0.0439935 9.87339 0.0991822 -0.0991822 0.0915528
57.426 -0.0628478 0.0529717 9.85005 0.144959 -0.1297 0.137329
57.436 -0.0583587 0.0457891 9.83388 -0.0152588 0 0.152588
57.446 -0.0583587 0.0377087 9.85453 0.0305176 -0.0686646 0.0915528
57.456 -0.0592565 0.0323217 9.86172 0.0534058 -0.213623 0.144959
57.466 -0.0556652 0.0529717 9.85543 0.0839234 0.0457764 0.106812
57.476 -0.0682347 0.0574608 9.87249 0.0991822 -0.114441 0.0534058
57.486 -0.0664391 0.0413 9.87518 0.0534058 -0.0305176 0.114441
57.496 -0.0664391 0.0421978 9.8689 0.076294 -0.038147 0.167847
57.506 -0.0628478 0.0350152 9.87339 -0.0915528 -0.1297 0.221253
57.516 -0.0826 0.0395043 9.87159 -0.0076294 0.0305176 0.0610352
57.526 -0.0538695 0.0421978 9.86351 0.0839234 -0.0839234 0.0534058
57.536 -0.0466869 0.0421978 9.85633 0.0991822 -0.175476 0.160217
57.546 -0.0709282 0.0430956 9.85992 0 -0.190735 0.0152588
57.556 -0.0682347 0.0448913 9.89135 0.0457764 -0.221253 0.0610352
57.566 -0.0547674 0.0269348 9.86082 0.114441 -0.1297 0.114441
57.576 -0.0682347 0.0538695 9.87608 0.106812 -0.160217 0.0457764
57.586 -0.056563 0.0529717 9.85723 0.137329 -0.0839234 0.0839234
57.596 -0.0413 0.0341174 9.8698 0.0839234 -0.137329 0.144959
57.606 -0.0888847 0.015263 9.84915 0.0457764 -0.076294 0.114441
57.616 -0.0314239 0.0448913 9.86261 -0.038147 -0.106812 0.228882
57.626 -0.0341174 0.0502782 9.85094 -0.0686646 0.114441 0.076294
57.636 -0.06195 0.0314239 9.85184 0.0076294 0.0076294 0.0152588
57.646 -0.0475848 0.0484826 9.87698 -0.0991822 0.0152588 0.0839234
57.656 -0.0520739 0.0404022 9.83927 -0.0076294 0.0610352 0.076294
57.666 -0.0583587 0.0430956 9.86351 0.12207 0.137329 0.183106
57.676 -0.0493804 0.0421978 9.87159 0.106812 0.076294 0.0534058
57.686 -0.0628478 0.0547674 9.85633 0.0991822 -0.0305176 0.144959
57.696 -0.0817021 0.0637456 9.86621 0.175476 -0.0305176 0.137329
57.706 -0.0448913 0.0430956 9.85543 0 -0.175476 0.167847
57.716 -0.0493804 0.0430956 9.83658 0.1297 -0.152588 0.0305176
57.726 -0.0763152 0.0475848 9.85364 0.0991822 0.0076294 -0.0610352
57.736 -0.0637456 0.0511761 9.86351 0.106812 -0.0534058 0.0686646
57.746 -0.0377087 0.0377087 9.85813 0.144959 -0.076294 0.2594
57.756 -0.0646434 0.0538695 9.86172 0.0915528 0.0457764 -0.038147
57.766 -0.0664391 0.0404022 9.85723 0.076294 0 0.106812
57.776 -0.0484826 0.0574608 9.85992 0.0915528 -0.0839234 0.114441
57.786 -0.0404022 0.0529717 9.85274 0.114441 -0.0534058 0.0534058
57.796 -0.0511761 0.0673369 9.87159 0.0228882 -0.198364 0.137329
57.806 -0.0628478 0.0350152 9.85184 0.152588 0.0457764 0.12207
57.816 -0.0511761 0.0386065 9.86082 0.0534058 0.0534058 0.0305176
57.826 -0.0592565 0.0547674 9.86621 0.076294 -0.0076294 0.038147
57.836 -0.0547674 0.0574608 9.85094 0.167847 -0.0457764 0.183106
57.846 -0.0664391 0.0700304 9.86531 -0.038147 0.0534058 0.137329
57.856 -0.0574608 0.0377087 9.8689 0.0228882 -0.0534058 0.12207
57.866 -0.0404022 0.0368109 9.83478 0.0610352 -0.0915528 0.198364
57.876 -0.0592565 0.0655413 9.86351 0.038147 0.0228882 0.167847
57.886 -0.0673369 0.0475848 9.88865 0.0839234 0.0228882 0.175476
57.896 -0.06195 0.0368109 9.868 0.0152588 0.190735 0.160217
57.906 -0.0664391 0.0673369 9.87159 -0.0228882 -0.0534058 0.0839234
57.916 -0.0484826 0.0745195 9.84735 -0.0686646 -0.0534058 0.076294
57.926 -0.0547674 0.0520739 9.84286 0.0686646 -0.0686646 0.152588
