216382 -33 37 10992 3 7 16
216392 -15 46 10984 17 -19 3
216402 -54 47 10959 17 2 20
216412 -50 67 10991 9 -9 7
216422 -52 94 11005 4 -8 19
216432 -30 40 10993 -2 -22 4
216442 -64 68 11007 7 -3 11
216452 -41 40 10980 10 22 10
216462 -42 52 11032 -5 1 -1
216472 -39 79 11007 12 11 13
216482 -38 65 10974 -3 9 19
216492 -55 48 11017 22 -3 11
216502 -27 48 10995 11 7 12
216512 -30 37 10986 0 -2 6
216522 -44 61 11016 5 -18 10
216532 -59 54 10976 3 -11 13
216542 -72 50 10964 6 -1 18
216552 -53 67 11007 -3 29 17
216562 -56 63 11000 -1 -9 3
216572 -57 88 10993 5 -30 15
216582 -25 46 10959 -4 -9 26
216592 -70 62 10987 1 9 24
216602 -51 58 10981 -1 10 18
216612 -63 54 10970 15 -23 9
216622 -39 52 11005 -1 -10 4
216632 -61 68 10978 8 -15 12
216642 -11 65 11016 9 -23 11
216652 -5 67 11024 -9 -5 6
216662 -51 61 10999 7 -12 12
216672 -33 75 10995 4 -13 13
216682 -35 49 10979 0 -11 22
216692 -58 20 10955 3 -23 6
216702 -37 43 10975 3 1 20
216712 -54 64 11008 -1 -11 31
216722 -55 56 10983 -1 -11 31
216732 -37 97 10979 -6 -20 19
216742 -44 93 10993 18 -11 12
216752 -58 51 11012 21 -12 10
216762 -43 67 10991 7 -24 21
216772 -40 60 10976 4 -29 25
216782 -70 52 10987 5 -27 5
216792 -59 62 10978 -1 -8 17
216802 -54 42 10948 19 3 23
216812 -55 62 11000 -6 -16 14
216822 -54 52 10998 15 1 10
216832 -6 44 10994 5 -7 27
216842 -26 35 10980 2 5 15
216852 -30 39 11010 10 -4 13
216862 -59 91 11001 13 -11 21
216872 -57 62 11002 13 -15 8
216882 -40 43 10979 -11 -33 4
216892 -31 64 10971 1 -15 14
216902 -48 65 10976 -2 -27 18
216912 -57 62 10981 -1 -18 1
216922 -49 66 11002 -2 -6 5
216932 -49 57 11012 -11 -15 18
216942 -23 61 10987 3 -16 -5
216952 -60 48 10975 11 4 21
216962 -70 29 10983 1 -14 28
216972 -68 61 10997 0 7 -3
216982 -29 49 10991 5 -26 3
216992 -42 74 10978 23 -14 20
217002 -62 90 10997 1 0 10
217012 -46 88 11003 9 9 5
217023 -45 53 10994 -2 17 15
217033 -45 70 10976 9 -9 16
217043 -46 55 10983 12 0 20
217053 -64 59 10999 11 -12 28
217063 -35 80 10968 12 -18 13
217073 -17 58 10984 1 -9 10
217082 -62 33 10991 14 -16 12
217092 -65 55 10998 4 -17 6
217102 -31 73 10987 15 -9 9
217112 -23 54 11001 10 -18 5
217122 -57 76 10996 -3 -17 14
217132 -14 57 11002 6 20 10
217142 -16 58 10990 3 -8 2
217152 -53 57 10988 4 -1 11
217162 -51 43 10990 1 -8 7
217172 -32 38 11008 13 -17 5
217182 -18 53 10977 -2 -15 19
217192 -35 45 10978 9 -27 20
217202 -55 53 10980 -5 2 14
217212 -65 41 10998 4 -23 29
217222 -59 42 11004 7 3 14
217232 -47 61 10995 -3 4 8
217242 -67 63 10995 -7 14 23
217252 -64 76 10995 -2 6 16
217262 -65 66 10999 -3 2 8
217272 -56 46 11006 7 5 19
217282 -53 56 10979 17 -1 20
217292 -51 74 11002 8 -26 0
217302 -41 62 10956 10 -1 14
217312 -25 54 10981 -4 -12 19
217322 -61 66 10992 -3 -16 10
217332 -35 35 10972 11 -23 9
217342 -59 54 10976 -3 -5 26
217352 -67 52 10972 -4 19 11
217362 -42 57 10978 1 -1 21
217372 -49 64 10995 4 -2 24
217382 -52 78 10981 4 -24 30
217392 -44 59 10979 1 -20 10
217402 -65 50 10980 -8 4 20
217412 -59 54 10987 14 1 20
217422 -31 47 10987 7 -19 17
217432 -28 29 10995 -2 0 19
217442 -52 72 10984 -1 -15 18
217452 -48 81 11001 8 -21 26
217462 -27 42 10978 -17 -1 18
217472 -27 60 11002 3 -34 -10
217482 -57 93 11016 -6 2 0
217492 -33 60 11014 18 0 19
217502 -20 78 10967 7 23 26
217512 -32 57 11009 14 17 18
217522 -3 43 11009 -3 -30 8
