216382 -136 646 305 0 0
216392 -136 646 304 0 0
216402 -136 646 307 0 0
216412 -136 646 309 0 0
216422 -136 646 307 0 0
216432 -136 646 312 0 0
216442 -136 646 311 0 0
216452 -136 646 309 0 0
216462 -136 646 310 0 0
216472 -136 646 308 0 0
216482 -136 646 308 0 0
216492 -136 646 304 0 0
216502 -136 646 310 0 0
216512 -136 646 309 0 0
216522 -136 646 304 0 0
216532 -136 646 307 0 0
216542 -136 646 305 0 0
216552 -136 646 308 0 0
216562 -136 646 303 0 0
216572 -136 646 302 0 0
216582 -136 646 314 0 0
216592 -136 646 312 0 0
216602 -136 646 302 0 0
216612 -136 646 306 0 0
216622 -136 646 307 0 0
216632 -136 646 307 0 0
216642 -136 646 313 0 0
216652 -136 646 307 0 0
216662 -136 646 310 0 0
216672 -136 646 308 0 0
216682 -136 646 305 0 0
216692 -136 646 311 0 0
216702 -136 646 307 0 0
216712 -136 646 309 0 0
216722 -136 646 312 0 0
216732 -136 646 306 0 0
216742 -136 646 306 0 0
216752 -136 646 305 0 0
216762 -136 646 307 0 0
216772 -136 646 307 0 0
216782 -136 646 301 0 0
216792 -136 646 307 0 0
216802 -136 646 310 0 0
216812 -136 646 305 0 0
216822 -136 646 313 0 0
216832 -136 646 309 0 0
216842 -136 646 304 0 0
216852 -136 646 298 0 0
216862 -136 646 309 0 0
216872 -136 646 312 0 0
216882 -136 646 309 0 0
216892 -136 646 307 0 0
216902 -136 646 312 0 0
216912 -136 646 304 0 0
216922 -136 646 306 0 0
216932 -136 646 312 0 0
216942 -136 646 305 0 0
216952 -136 646 304 0 0
216962 -136 646 300 0 0
216972 -136 646 307 0 0
216982 -136 646 307 0 0
216992 -136 646 303 0 0
217002 -136 646 310 0 0
217012 -136 646 306 0 0
217023 -136 646 308 0 0
217033 -136 646 309 0 0
217043 -136 646 305 0 0
217053 -136 646 307 0 0
217063 -136 646 302 0 0
217073 -136 646 308 0 0
217082 -136 646 308 0 0
217092 -136 646 307 0 0
217102 -136 646 310 0 0
217112 -136 646 308 0 0
217122 -136 646 306 0 0
217132 -136 646 303 0 0
217142 -136 646 309 0 0
217152 -136 646 308 0 0
217162 -136 646 309 0 0
217172 -136 646 307 0 0
217182 -136 646 308 0 0
217192 -136 646 304 0 0
217202 -136 646 309 0 0
217212 -136 646 308 0 0
217222 -136 646 307 0 0
217232 -136 646 306 0 0
217242 -136 646 309 0 0
217252 -136 646 308 0 0
217262 -136 646 305 0 0
217272 -136 646 302 0 0
217282 -136 646 311 0 0
217292 -136 646 311 0 0
217302 -136 646 310 0 0
217312 -136 646 309 0 0
217322 -136 646 310 0 0
217332 -136 646 316 0 0
217342 -136 646 308 0 0
217352 -136 646 310 0 0
217362 -136 646 307 0 0
217372 -136 646 312 0 0
217382 -136 646 308 0 0
217392 -136 646 311 0 0
217402 -136 646 307 0 0
217412 -136 646 301 0 0
217422 -136 646 304 0 0
217432 -136 646 317 0 0
217442 -136 646 302 0 0
217452 -136 646 304 0 0
217462 -136 646 311 0 0
217472 -136 646 313 0 0
217482 -136 646 311 0 0
217492 -136 646 314 0 0
217502 -136 646 314 0 0
217512 -136 646 309 0 0
217522 -136 646 309 0 0
217532 -136 646 312 0 0
217542 -136 646 315 0 0
217552 -136 646 309 0 0
217562 -136 646 312 0 0
217572 -136 646 305 0 0
217582 -136 646 311 0 0
217592 -136 646 309 0 0
217602 -136 646 309 0 0
217612 -136 646 305 0 0
217622 -136 646 308 0 0
217632 -136 646 306 0 0
217642 -136 646 313 0 0
217652 -136 646 311 0 0
217662 -136 646 310 0 0
217672 -136 646 309 0 0
217682 -136 646 311 0 0
217692 -136 646 308 0 0
217702 -136 646 313 0 0
217712 -136 646 312 0 0
217722 -136 646 312 0 0
217732 -136 646 306 0 0
217742 -136 646 311 0 0
217752 -136 646 313 0 0
217762 -136 646 308 0 0
217772 -136 646 308 0 0
217782 -136 646 306 0 0
217792 -136 646 303 0 0
217802 -136 646 311 0 0
217812 -136 646 309 0 0
217822 -136 646 307 0 0
217832 -136 646 307 0 0
217842 -136 646 311 0 0
217852 -136 646 309 0 0
217862 -136 646 313 0 0
217872 -136 646 309 0 0
217882 -136 646 314 0 0
217892 -136 646 298 0 0
217902 -136 646 312 0 0
217912 -136 646 308 0 0
217922 -136 646 303 0 0
217932 -136 646 309 0 0
217942 -136 646 313 0 0
217952 -136 646 309 0 0
217962 -136 646 311 0 0
217972 -136 646 306 0 0
217982 -136 646 308 0 0
217992 -136 646 311 0 0
218002 -136 646 310 0 0
218012 -136 646 310 0 0
218022 -136 646 315 0 0
218032 -136 646 310 0 0
218042 -136 646 305 0 0
218052 -136 646 311 0 0
218062 -136 646 311 0 0
218072 -136 646 308 0 0
218082 -136 646 302 0 0
218092 -136 646 311 0 0
218102 -136 646 311 0 0
218112 -136 646 306 0 0
218122 -136 646 309 0 0
218132 -136 646 308 0 0
218142 -136 646 310 0 0
218152 -136 646 309 0 0
218162 -136 646 306 0 0
