opt_t p_x p_y wall_0 wall_1 img_quality
86.816 0 -0.000173261 4924 4931 267
86.826 0 -0.000173261 4922 4929 249
86.836 0 -0.000173261 4921 4930 255
86.846 0 -0.000173261 4918 4929 261
86.856 0 -0.000173261 4914 4928 252
86.866 0 -0.000173261 4915 4929 255
86.876 0 -0.000173261 4917 4928 255
86.886 0 -0.000173261 4917 4927 262
86.896 0 -0.000173261 4920 4929 260
86.906 0 -0.000173261 4921 4932 257
86.916 0 -0.000173261 4919 4931 264
86.926 0 -0.000173261 4919 4930 262
86.936 0 -0.000173261 4919 4929 257
86.946 0 -0.000173261 4914 4930 263
86.956 0 -0.000173261 4915 4931 262
86.966 0 -0.000173261 4918 4928 265
86.976 0 -0.000173261 4917 4928 257
86.986 0 -0.000173261 4911 4930 258
86.996 0 -0.000173261 4914 4929 252
87.006 0 -0.000173261 4916 4931 258
87.016 0 -0.000173261 4915 4930 258
87.026 0 -0.000173261 4918 4929 261
87.036 0 -0.000173261 4917 4929 259
87.046 0 -0.000173261 4918 4930 253
87.056 0 -0.000173261 4919 4930 260
87.066 0 -0.000173261 4912 4927 260
87.076 0 -0.000173261 4914 4927 266
87.086 0 -0.000173261 4918 4929 260
87.096 0 -0.000173261 4916 4930 263
87.106 0 -0.000173261 4916 4932 260
87.116 0 -0.000173261 4916 4932 259
87.126 0 -0.000173261 4918 4931 268
87.136 0 -0.000173261 4921 4930 258
87.146 0 -0.000173261 4922 4928 273
87.156 0 -0.000173261 4917 4928 263
87.166 0 -0.000173261 4913 4929 267
87.176 0 -0.000173261 4916 4931 507
87.186 0 -0.000173261 4919 4932 269
87.196 0 -0.000173261 4922 4931 264
87.206 0 -0.000173261 4917 4929 257
87.216 0 -0.000173261 4915 4929 267
87.226 0 -0.000173261 4921 4930 258
87.236 0 -0.000173261 4918 4928 264
87.246 0 -0.000173261 4916 4927 261
87.256 0 -0.000173261 4917 4928 264
87.266 0 -0.000173261 4918 4930 261
87.276 0 -0.000173261 4920 4930 261
87.286 0 -0.000173261 4918 4931 261
87.296 0 -0.000173261 4914 4930 264
87.306 0 -0.000173261 4913 4930 268
87.316 0 -0.000173261 4919 4930 261
87.326 0 -0.000173261 4921 4930 261
87.336 0 -0.000173261 4908 4929 260
87.346 0 -0.000173261 4907 4930 256
87.356 0 -0.000173261 4916 4931 266
87.366 0 -0.000173261 4919 4930 262
87.376 0 -0.000173261 4919 4930 257
87.386 0 -0.000173261 4918 4928 268
87.396 0 -0.000173261 4919 4930 264
87.406 0 -0.000173261 4919 4932 264
87.416 0 -0.000173261 4917 4930 264
87.426 0 -0.000173261 4917 4930 265
87.436 0 -0.000173261 4917 4931 263
87.446 0 -0.000173261 4919 4929 269
87.456 0 -0.000173261 4918 4928 264
87.466 0 -0.000173261 4915 4929 263
87.476 0 -0.000173261 4913 4929 274
87.486 0 -0.000173261 4915 4929 265
87.496 0 -0.000173261 4917 4930 262
87.506 0 -0.000173261 4917 4933 260
87.516 0 -0.000173261 4917 4931 268
87.526 0 -0.000173261 4917 4929 261
87.536 0 -0.000173261 4919 4928 260
87.546 0 -0.000173261 4913 4928 260
87.556 0 -0.000173261 4915 4929 262
87.566 0 -0.000173261 4923 4929 262
87.576 0 -0.000173261 4919 4929 262
87.586 0 -0.000173261 4916 4928 266
87.596 0 -0.000173261 4916 4927 258
87.606 0 -0.000173261 4917 4930 265
87.616 0 -0.000173261 4922 4933 263
87.626 0 -0.000173261 4915 4929 266
87.636 0 -0.000173261 4910 4928 267
87.646 0 -0.000173261 4915 4930 259
87.656 0 -0.000173261 4916 4929 256
87.666 0 -0.000173261 4917 4927 268
87.676 0 -0.000173261 4915 4927 263
87.686 0 -0.000173261 4915 4927 266
87.696 0 -0.000173261 4918 4928 261
87.706 0 -0.000173261 4919 4932 264
87.716 0 -0.000173261 4917 4932 263
87.726 0 -0.000173261 4915 4930 267
87.736 0 -0.000173261 4916 4927 268
87.746 0 -0.000173261 4917 4928 271
87.756 0 -0.000173261 4918 4930 259
87.766 0 -0.000173261 4917 4929 262
87.776 0 -0.000173261 4920 4929 266
87.786 0 -0.000173261 4918 4930 261
87.796 0 -0.000173261 4917 4930 259
87.806 0 -0.000173261 4921 4930 275
87.816 0 -0.000173261 4918 4930 271
87.826 0 -0.000173261 4918 4931 265
87.836 0 -0.000173261 4917 4933 272
87.846 0 -0.000173261 4919 4933 262
87.856 0 -0.000173261 4918 4929 259
87.866 0 -0.000173261 4915 4927 263
87.876 0 -0.000173261 4918 4929 275
87.886 0 -0.000173261 4917 4930 265
87.896 0 -0.000173261 4922 4931 268
87.906 0 -0.000173261 4926 4931 268
87.916 0 -0.000173261 4918 4928 271
87.926 0 -0.000173261 4913 4927 256
87.936 0 -0.000173261 4917 4928 265
87.946 0 -0.000173261 4921 4931 272
87.956 0 -0.000173261 4919 4931 267
87.966 0 -0.000173261 4916 4929 268
87.976 0 -0.000173261 4917 4928 265
87.986 0 -0.000173261 4919 4930 265
87.996 0 -0.000173261 4917 4930 271
88.007 0 -0.000173261 4915 4929 263
88.016 0 -0.000173261 4917 4931 269
88.027 0 -0.000173261 4916 4931 273
88.037 0 -0.000173261 4918 4930 266
88.047 0 -0.000173261 4919 4928 270
88.057 0 -0.000173261 4916 4928 273
88.067 0 -0.000173261 4919 4929 263
88.077 0 -0.000173261 4918 4930 270
88.086 0 -0.000173261 4918 4929 264
88.096 0 -0.000173261 4922 4931 264
88.106 0 -0.000173261 4919 4931 263
88.116 0 -0.000173261 4914 4929 265
88.126 0 -0.000173261 4915 4929 273
88.136 0 -0.000173261 4915 4928 268
88.146 0 -0.000173261 4914 4930 265
88.156 0 -0.000173261 4916 4930 263
88.166 0 -0.000173261 4919 4928 267
88.176 0 -0.000173261 4917 4930 269
88.186 0 -0.000173261 4918 4931 265
88.196 0 -0.000173261 4920 4930 270
88.206 0 -0.000173261 4918 4930 269
88.216 0 -0.000173261 4916 4928 263
88.226 0 -0.000173261 4914 4928 274
88.236 0 -0.000173261 4917 4930 265
88.246 0 -0.000173261 4918 4931 274
88.256 0 -0.000173261 4916 4928 271
88.266 0 -0.000173261 4913 4927 268
88.276 0 -0.000173261 4912 4930 266
88.286 0 -0.000173261 4919 4932 256
88.296 0 -0.000173261 4921 4932 272
88.306 0 -0.000173261 4921 4931 265
88.316 0 -0.000173261 4921 4930 271
88.326 0 -0.000173261 4922 4930 268
88.336 0 -0.000173261 4921 4929 270
88.346 0 -0.000173261 4918 4929 269
88.356 0 -0.000173261 4919 4931 272
88.366 0 -0.000173261 4918 4928 272
88.376 0 -0.000173261 4919 4928 270
88.386 0 -0.000173261 4919 4931 263
88.396 0 -0.000173261 4918 4932 269
88.406 0 -0.000173261 4915 4930 273
88.416 0 -0.000173261 4917 4930 261
88.426 0 -0.000173261 4918 4932 268
88.436 0 -0.000173261 4919 4930 267
88.446 0 -0.000173261 4919 4929 267
88.456 0 -0.000173261 4915 4928 269
88.466 0 -0.000173261 4918 4930 268
88.476 0 -0.000173261 4921 4931 265
88.486 0 -0.000173261 4918 4929 264
88.496 0 -0.000173261 4918 4930 265
88.506 0 -0.000173261 4918 4929 268
88.516 0 -0.000173261 4919 4928 266
88.526 0 -0.000173261 4918 4928 275
88.536 0 -0.000173261 4918 4929 268
88.546 0 -0.000173261 4920 4929 268
88.556 0 -0.000173261 4918 4928 271
88.566 0 -0.000173261 4917 4930 265
88.576 0 -0.000173261 4916 4930 271
88.586 0 -0.000173261 4917 4929 273
88.596 0 -0.000173261 4921 4930 269
88.606 0 -0.000173261 4918 4929 268
88.616 0 -0.000173261 4916 4929 259
88.626 0 -0.000173261 4917 4930 277
88.636 0 -0.000173261 4920 4931 269
88.646 0 -0.000173261 4919 4929 269
88.656 0 -0.000173261 4914 4927 272
88.666 0 -0.000173261 4917 4930 267
88.676 0 -0.000173261 4917 4931 277
88.686 0 -0.000173261 4919 4930 266
88.696 0 -0.000173261 4921 4931 272
88.706 0 -0.000173261 4918 4930 268
88.716 0 -0.000173261 4915 4929 268
88.726 0 -0.000173261 4918 4930 269
88.736 0 -0.000173261 4918 4930 268
88.746 0 -0.000173261 4919 4929 265
88.756 0 -0.000173261 4922 4931 267
88.766 0 -0.000173261 4917 4927 271
88.776 0 -0.000173261 4914 4927 269
88.786 0 -0.000173261 4917 4931 266
88.796 0 -0.000173261 4919 4929 273
88.806 0 -0.000173261 4914 4927 272
88.816 0 -0.000173261 4916 4928 267
88.826 0 -0.000173261 4921 4928 272
88.836 0 -0.000173261 4919 4927 270
88.846 0 -0.000173261 4916 4928 268
88.856 0 -0.000173261 4914 4931 273
88.866 0 -0.000173261 4914 4931 269
88.876 0 -0.000173261 4918 4929 271
88.886 0 -0.000173261 4915 4930 270
88.896 0 -0.000173261 4913 4930 274
88.906 0 -0.000173261 4917 4930 273
88.916 0 -0.000173261 4919 4929 272
88.926 0 -0.000173261 4918 4931 271
88.936 0 -0.000173261 4917 4930 274
88.946 0 -0.000173261 4922 4928 272
88.956 0 -0.000173261 4924 4929 275
88.966 0 -0.000173261 4920 4930 267
88.976 0 -0.000173261 4918 4929 268
88.986 0 -0.000173261 4919 4928 268
88.996 0 -0.000173261 4916 4930 274
89.006 0 -0.000173261 4914 4929 268
89.016 0 -0.000173261 4914 4927 263
89.026 0 -0.000173261 4915 4928 267
89.036 0 -0.000173261 4920 4932 272
89.046 0 -0.000173261 4920 4931 271
89.056 0 -0.000173261 4917 4929 265
89.066 0 -0.000173261 4920 4931 271
89.076 0 -0.000173261 4916 4931 270
89.086 0 -0.000173261 4914 4932 266
89.096 0 -0.000173261 4917 4930 269
89.106 0 -0.000173261 4914 4927 270
89.116 0 -0.000173261 4916 4929 269
89.126 0 -0.000173261 4918 4930 269
89.136 0 -0.000173261 4919 4931 268
89.146 0 -0.000173261 4920 4931 267
89.156 0 -0.000173261 4916 4929 270
89.166 0 -0.000173261 4916 4929 267
89.176 0 -0.000173261 4911 4929 266
89.186 0 -0.000173261 4912 4930 266
89.196 0 -0.000173261 4918 4931 271
89.206 0 -0.000173261 4918 4928 265
89.216 0 -0.000173261 4911 4928 272
89.226 0 -0.000173261 4911 4931 271
89.236 0 -0.000173261 4916 4932 268
89.246 0 -0.000173261 4917 4930 264
89.256 0 -0.000173261 4917 4928 270
89.266 0 -0.000173261 4916 4929 261
89.276 0 -0.000173261 4913 4929 267
89.286 0 -0.000173261 4911 4929 264
89.296 0 -0.000173261 4914 4929 273
89.306 0 -0.000173261 4915 4929 265
89.316 0 -0.000173261 4915 4929 261
89.326 0 -0.000173261 4917 4929 262
89.336 0 -0.000173261 4916 4930 270
89.346 0 -0.000173261 4916 4929 275
89.356 0 -0.000173261 4916 4929 267
89.366 0 -0.000173261 4916 4932 267
89.376 0 -0.000173261 4918 4931 270
89.386 0 -0.000173261 4915 4931 261
89.396 0 -0.000173261 4913 4929 271
89.406 0 -0.000173261 4916 4928 268
89.416 0 -0.000173261 4918 4930 267
89.426 0 -0.000173261 4917 4930 272
89.436 0 -0.000173261 4917 4927 269
89.446 0 -0.000173261 4919 4927 273
89.456 0 -0.000173261 4919 4930 266
89.466 0 -0.000173261 4918 4931 267
89.476 0 -0.000173261 4919 4931 272
89.486 0 -0.000173261 4919 4929 264
89.496 0 -0.000173261 4918 4931 264
89.506 0 -0.000173261 4917 4930 274
89.516 0 -0.000173261 4917 4930 267
89.526 0 -0.000173261 4917 4929 269
89.536 0 -0.000173261 4918 4928 269
89.546 0 -0.000173261 4919 4931 266
89.556 0 -0.000173261 4916 4928 269
89.566 0 -0.000173261 4914 4927 272
89.576 0 -0.000173261 4915 4930 266
89.586 0 -0.000173261 4920 4931 265
89.596 0 -0.000173261 4919 4929 266
89.606 0 -0.000173261 4918 4929 270
89.616 0 -0.000173261 4918 4932 265
89.626 0 -0.000173261 4918 4931 265
89.636 0 -0.000173261 4924 4931 265
89.646 0 -0.000173261 4923 4932 272
89.656 0 -0.000173261 4912 4931 263
89.667 0 -0.000173261 4916 4932 272
89.677 0 -0.000173261 4920 4931 271
89.687 0 -0.000173261 4915 4929 270
89.697 0 -0.000173261 4917 4930 273
89.707 0 -0.000173261 4917 4930 275
89.717 0 -0.000173261 4918 4930 273
89.726 0 -0.000173261 4923 4931 271
89.736 0 -0.000173261 4917 4930 267
89.746 0 -0.000173261 4916 4930 268
89.756 0 -0.000173261 4920 4931 272
89.766 0 -0.000173261 4920 4929 271
89.776 0 -0.000173261 4917 4929 265
89.786 0 -0.000173261 4916 4928 267
89.796 0 -0.000173261 4920 4931 266
89.806 0 -0.000173261 4918 4932 273
89.816 0 -0.000173261 4921 4931 267
89.826 0 -0.000173261 4922 4930 261
89.836 0 -0.000173261 4920 4930 274
89.846 0 -0.000173261 4919 4930 272
89.856 0 -0.000173261 4914 4928 271
89.866 0 -0.000173261 4911 4928 263
89.876 0 -0.000173261 4917 4930 271
89.886 0 -0.000173261 4922 4931 275
89.896 0 -0.000173261 4921 4930 260
89.906 0 -0.000173261 4920 4930 275
89.916 0 -0.000173261 4926 4933 266
89.926 0 -0.000173261 4917 4932 271
89.936 0 -0.000173261 4911 4929 268
89.946 0 -0.000173261 4915 4931 271
89.956 0 -0.000173261 4913 4930 269
89.966 0 -0.000173261 4915 4930 265
89.976 0 -0.000173261 4916 4928 271
89.986 0 -0.000173261 4919 4927 265
89.996 0 -0.000173261 4921 4930 264
90.006 0 -0.000173261 4919 4930 264
90.016 0 -0.000173261 4921 4930 271
90.026 0 -0.000173261 4920 4931 263
90.036 0 -0.000173261 4917 4930 273
90.046 0 -0.000173261 4914 4929 267
90.056 0 -0.000173261 4914 4927 270
90.066 0 -0.000173261 4921 4931 266
90.076 0 -0.000173261 4919 4930 269
90.086 0 -0.000173261 4913 4928 268
90.096 0 -0.000173261 4912 4930 276
90.106 0 -0.000173261 4919 4931 268
90.116 0 -0.000173261 4923 4929 263
90.126 0 -0.000173261 4921 4931 265
90.136 0 -0.000173261 4920 4931 276
90.146 0 -0.000173261 4915 4928 269
90.156 0 -0.000173261 4915 4929 270
90.166 0 -0.000173261 4915 4930 270
90.176 0 -0.000173261 4915 4929 268
90.186 0 -0.000173261 4918 4930 273
90.196 0 -0.000173261 4919 4930 269
90.206 0 -0.000173261 4915 4928 268
90.216 0 -0.000173261 4916 4928 274
90.226 0 -0.000173261 4920 4930 266
90.236 0 -0.000173261 4916 4931 259
90.246 0 -0.000173261 4922 4931 270
90.256 0 -0.000173261 4923 4931 268
90.266 0 -0.000173261 4917 4930 262
90.276 0 -0.000173261 4920 4931 265
90.286 0 -0.000173261 4921 4931 260
90.296 0 -0.000173261 4918 4928 270
90.306 0 -0.000173261 4918 4930 268
90.316 0 -0.000173261 4918 4929 270
90.326 0 -0.000173261 4915 4929 263
90.336 0 -0.000173261 4915 4929 270
90.346 0 -0.000173261 4917 4929 266
90.356 0 -0.000173261 4917 4930 266
90.366 0 -0.000173261 4914 4932 262
90.376 0 -0.000173261 4917 4932 263
90.386 0 -0.000173261 4922 4932 269
90.396 0 -0.000173261 4921 4929 269
90.406 0 -0.000173261 4918 4929 264
90.416 0 -0.000173261 4918 4932 266
90.426 0 -0.000173261 4922 4935 266
90.436 0 -0.000173261 4920 4932 262
90.446 0 -0.000173261 4916 4929 267
90.456 0 -0.000173261 4915 4930 269
90.466 0 -0.000173261 4918 4930 266
90.476 0 -0.000173261 4915 4928 267
90.486 0 -0.000173261 4914 4929 263
90.496 0 -0.000173261 4919 4930 272
90.506 0 -0.000173261 4922 4928 267
90.516 0 -0.000173261 4922 4930 274
90.526 0 -0.000173261 4919 4931 272
90.536 0 -0.000173261 4917 4930 272
90.546 0 -0.000173261 4913 4930 265
90.556 0 -0.000173261 4912 4928 266
90.566 0 -0.000173261 4917 4929 263
90.576 0 -0.000173261 4918 4930 264
90.586 0 -0.000173261 4920 4930 267
90.596 0 -0.000173261 4921 4931 263
90.606 0 -0.000173261 4920 4931 260
90.616 0 -0.000173261 4918 4929 267
90.626 0 -0.000173261 4916 4929 260
90.636 0 -0.000173261 4915 4930 274
90.646 0 -0.000173261 4916 4930 269
90.656 0 -0.000173261 4917 4930 269
90.666 0 -0.000173261 4918 4932 272
90.676 0 -0.000173261 4920 4929 258
90.686 0 -0.000173261 4918 4926 263
90.696 0 -0.000173261 4917 4928 273
90.706 0 -0.000173261 4919 4930 263
90.716 0 -0.000173261 4919 4931 267
90.726 0 -0.000173261 4921 4931 269
90.736 0 -0.000173261 4925 4932 263
90.746 0 -0.000173261 4924 4932 263
90.756 0 -0.000173261 4919 4931 267
90.766 0 -0.000173261 4918 4930 269
90.776 0 -0.000173261 4916 4930 267
90.786 0 -0.000173261 4916 4929 260
90.796 0 -0.000173261 4917 4929 268
90.806 0 -0.000173261 4916 4930 271
90.816 0 -0.000173261 4913 4928 263
90.826 0 -0.000173261 4914 4927 263
90.836 0 -0.000173261 4918 4929 265
90.846 0 -0.000173261 4917 4930 265
90.856 0 -0.000173261 4917 4929 262
90.866 0 -0.000173261 4915 4927 265
90.876 0 -0.000173261 4917 4929 268
90.886 0 -0.000173261 4921 4930 259
90.896 0 -0.000173261 4917 4929 261
90.906 0 -0.000173261 4915 4928 264
90.916 0 -0.000173261 4916 4927 266
90.926 0 -0.000173261 4917 4928 271
90.936 0 -0.000173261 4919 4928 266
90.946 0 -0.000173261 4918 4928 274
90.956 0 -0.000173261 4918 4932 268
90.966 0 -0.000173261 4918 4930 266
90.976 0 -0.000173261 4918 4926 265
90.986 0 -0.000173261 4920 4930 266
90.996 0 -0.000173261 4918 4930 268
91.006 0 -0.000173261 4916 4929 265
91.016 0 -0.000173261 4918 4931 257
91.026 0 -0.000173261 4921 4933 269
91.036 0 -0.000173261 4921 4931 269
91.046 0 -0.000173261 4919 4930 267
91.056 0 -0.000173261 4918 4930 266
91.066 0 -0.000173261 4918 4929 267
91.076 0 -0.000173261 4917 4929 269
91.086 0 -0.000173261 4916 4929 259
91.096 0 -0.000173261 4918 4928 264
91.106 0 -0.000173261 4919 4929 266
91.116 0 -0.000173261 4916 4930 271
91.126 0 -0.000173261 4918 4929 267
91.136 0 -0.000173261 4920 4929 266
91.146 0 -0.000173261 4918 4933 267
91.156 0 -0.000173261 4916 4932 266
91.166 0 -0.000173261 4918 4931 268
91.176 0 -0.000173261 4921 4931 268
91.186 0 -0.000173261 4920 4931 271
91.196 0 -0.000173261 4915 4929 271
91.206 0 -0.000173261 4918 4928 259
91.216 0 -0.000173261 4919 4929 264
91.226 0 -0.000173261 4916 4928 270
91.236 0 -0.000173261 4917 4929 264
91.246 0 -0.000173261 4916 4928 266
91.256 0 -0.000173261 4916 4930 266
91.266 0 -0.000173261 4922 4931 267
91.276 0 -0.000173261 4920 4929 265
91.286 0 -0.000173261 4916 4929 266
91.296 0 -0.000173261 4917 4929 262
91.307 0 -0.000173261 4915 4929 267
91.317 0 -0.000173261 4918 4932 264
91.327 0 -0.000173261 4922 4932 271
91.337 0 -0.000173261 4918 4930 269
91.347 0 -0.000173261 4915 4929 272
91.357 0 -0.000173261 4914 4928 260
91.366 0 -0.000173261 4916 4929 267
91.376 0 -0.000173261 4918 4930 269
91.386 0 -0.000173261 4920 4931 269
91.396 0 -0.000173261 4919 4928 260
91.406 0 -0.000173261 4918 4927 266
91.416 0 -0.000173261 4919 4930 268
91.426 0 -0.000173261 4917 4930 266
91.436 0 -0.000173261 4918 4930 264
91.446 0 -0.000173261 4917 4929 262
91.456 0 -0.000173261 4916 4928 273
91.466 0 -0.000173261 4917 4929 267
91.476 0 -0.000173261 4917 4930 263
91.486 0 -0.000173261 4916 4930 264
91.496 0 -0.000173261 4918 4929 264
91.506 0 -0.000173261 4917 4929 264
91.516 0 -0.000173261 4917 4929 268
91.526 0 -0.000173261 4919 4928 266
91.536 0 -0.000173261 4918 4932 260
91.546 0 -0.000173261 4919 4931 274
91.556 0 -0.000173261 4919 4927 266
91.566 0 -0.000173261 4921 4929 261
91.576 0 -0.000173261 4920 4929 263
91.586 0 -0.000173261 4916 4929 268
91.596 0 -0.000173261 4916 4929 269
91.606 0 -0.000173261 4916 4929 266
91.616 0 -0.000173261 4916 4928 261
91.626 0 -0.000173261 4917 4929 268
91.636 0 -0.000173261 4917 4930 268
91.646 0 -0.000173261 4918 4929 268
91.656 0 -0.000173261 4917 4928 262
91.666 0 -0.000173261 4916 4928 262
91.676 0 -0.000173261 4918 4928 266
91.686 0 -0.000173261 4916 4931 272
91.696 0 -0.000173261 4920 4932 268
91.706 0 -0.000173261 4922 4930 265
91.716 0 -0.000173261 4920 4929 261
91.726 0 -0.000173261 4919 4928 268
91.736 0 -0.000173261 4919 4929 268
91.746 0 -0.000173261 4919 4931 264
91.756 0 -0.000173261 4918 4931 268
91.766 0 -0.000173261 4921 4930 269
91.776 0 -0.000173261 4921 4928 267
91.786 0 -0.000173261 4919 4930 264
91.796 0 -0.000173261 4917 4930 269
91.806 0 -0.000173261 4919 4928 268
91.816 0 -0.000173261 4917 4928 267
91.826 0 -0.000173261 4918 4929 261
91.836 0 -0.000173261 4918 4931 263
91.846 0 -0.000173261 4916 4929 267
91.856 0 -0.000173261 4917 4929 264
91.866 0 -0.000173261 4917 4929 262
91.876 0 -0.000173261 4920 4928 262
91.886 0 -0.000173261 4920 4928 269
91.896 0 -0.000173261 4918 4929 267
91.906 0 -0.000173261 4917 4929 271
91.916 0 -0.000173261 4917 4928 267
91.926 0 -0.000173261 4919 4930 263
91.936 0 -0.000173261 4918 4930 262
91.946 0 -0.000173261 4917 4930 265
91.956 0 -0.000173261 4916 4929 263
91.966 0 -0.000173261 4916 4927 262
91.976 0 -0.000173261 4917 4931 265
91.986 0 -0.000173261 4921 4933 268
91.996 0 -0.000173261 4923 4931 268
92.006 0 -0.000173261 4921 4931 267
92.016 0 -0.000173261 4919 4929 265
92.026 0 -0.000173261 4918 4931 267
92.036 0 -0.000173261 4917 4931 263
92.046 0 -0.000173261 4916 4928 269
92.056 0 -0.000173261 4918 4928 266
92.066 0 -0.000173261 4920 4929 266
92.076 0 -0.000173261 4917 4929 259
92.086 0 -0.000173261 4916 4929 262
92.096 0 -0.000173261 4917 4929 269
92.106 0 -0.000173261 4916 4931 267
92.116 0 -0.000173261 4917 4931 264
92.126 0 -0.000173261 4917 4928 261
92.136 0 -0.000173261 4917 4927 262
92.146 0 -0.000173261 4917 4928 265
92.156 0 -0.000173261 4918 4929 259
92.166 0 -0.000173261 4918 4929 262
92.176 0 -0.000173261 4917 4931 265
92.186 0 -0.000173261 4919 4932 259
92.196 0 -0.000173261 4919 4929 263
92.206 0 -0.000173261 4918 4929 258
92.216 0 -0.000173261 4919 4930 264
92.226 0 -0.000173261 4920 4929 266
92.236 0 -0.000173261 4918 4930 259
92.246 0 -0.000173261 4914 4930 267
92.256 0 -0.000173261 4913 4928 263
92.266 0 -0.000173261 4916 4929 255
92.276 0 -0.000173261 4914 4929 260
92.286 0 -0.000173261 4916 4929 262
92.296 0 -0.000173261 4918 4930 264
92.306 0 -0.000173261 4917 4930 267
92.316 0 -0.000173261 4908 4931 269
92.326 0 -0.000173261 4909 4931 269
92.336 0 -0.000173261 4915 4928 263
92.346 0 -0.000173261 4913 4926 267
92.356 0 -0.000173261 4917 4928 259
92.366 0 -0.000173261 4919 4932 266
92.376 0 -0.000173261 4919 4931 259
92.386 0 -0.000173261 4915 4930 262
92.396 0 -0.000173261 4915 4929 259
92.406 0 -0.000173261 4919 4930 266
92.416 0 -0.000173261 4919 4932 265
92.426 0 -0.000173261 4917 4930 268
92.436 0 -0.000173261 4919 4929 262
92.446 0 -0.000173261 4918 4930 263
92.456 0 -0.000173261 4917 4927 267
92.466 0 -0.000173261 4918 4928 266
92.476 0 -0.000173261 4918 4930 272
92.486 0 -0.000173261 4915 4931 258
92.496 0 -0.000173261 4915 4930 267
92.506 0 -0.000173261 4915 4929 258
92.516 0 -0.000173261 4914 4928 269
92.526 0 -0.000173261 4917 4929 260
92.536 0 -0.000173261 4919 4929 269
92.546 0 -0.000173261 4916 4929 264
92.556 0 -0.000173261 4917 4930 265
92.566 0 -0.000173261 4919 4930 261
92.576 0 -0.000173261 4918 4929 266
92.586 0 -0.000173261 4919 4931 266
92.596 0 -0.000173261 4922 4932 274
92.606 0 -0.000173261 4921 4932 268
92.616 0 -0.000173261 4920 4932 262
92.626 0 -0.000173261 4919 4930 262
92.636 0 -0.000173261 4918 4929 264
92.646 0 -0.000173261 4919 4929 264
92.656 0 -0.000173261 4920 4930 263
92.666 0 -0.000173261 4922 4932 265
92.676 0 -0.000173261 4922 4932 264
92.686 0 -0.000173261 4920 4929 268
92.696 0 -0.000173261 4918 4929 266
92.706 0 -0.000173261 4917 4931 267
92.716 0 -0.000173261 4915 4931 264
92.726 0 -0.000173261 4916 4932 262
92.736 0 -0.000173261 4923 4930 261
92.746 0 -0.000173261 4922 4930 266
92.756 0 -0.000173261 4929 4932 267
92.766 0 -0.000173261 4927 4931 261
92.776 0 -0.000173261 4917 4929 265
92.786 0 -0.000173261 4916 4930 265
92.796 0 -0.000173261 4916 4930 271
92.806 0 -0.000173261 4916 4929 263
92.816 0 -0.000173261 4914 4928 264
92.826 0 -0.000173261 4916 4931 260
92.836 0 -0.000173261 4921 4930 256
92.846 0 -0.000173261 4919 4929 261
92.856 0 -0.000173261 4916 4929 256
92.866 0 -0.000173261 4916 4929 256
92.876 0 -0.000173261 4918 4930 265
92.886 0 -0.000173261 4918 4929 262
92.896 0 -0.000173261 4917 4927 263
92.906 0 -0.000173261 4915 4928 268
92.916 0 -0.000173261 4915 4930 267
92.926 0 -0.000173261 4915 4926 259
92.936 0 -0.000173261 4915 4927 259
92.946 0 -0.000173261 4916 4926 262
92.956 0 -0.000173261 4917 4927 264
92.966 0 -0.000173261 4921 4932 263
92.977 0 -0.000173261 4916 4931 270
92.987 0 -0.000173261 4912 4929 251
92.997 0 -0.000173261 4917 4931 263
93.007 0 -0.000173261 4920 4933 261
93.017 0 -0.000173261 4918 4930 268
93.027 0 -0.000173261 4917 4928 268
93.036 0 -0.000173261 4919 4929 263
93.046 0 -0.000173261 4917 4928 267
93.056 0 -0.000173261 4917 4929 266
93.066 0 -0.000173261 4908 4930 259
93.076 0 -0.000173261 4911 4929 264
93.086 0 -0.000173261 4926 4927 269
93.096 0 -0.000173261 4931 4929 258
93.106 0 -0.000173261 4925 4931 266
93.116 0 -0.000173261 4918 4931 270
93.126 0 -0.000173261 4918 4931 269
93.136 0 -0.000173261 4917 4929 266
93.146 0 -0.000173261 4920 4931 268
93.156 0 -0.000173261 4920 4932 265
93.166 0 -0.000173261 4917 4930 265
93.176 0 -0.000173261 4918 4929 265
93.186 0 -0.000173261 4919 4930 266
93.196 0 -0.000173261 4915 4930 267
93.206 0 -0.000173261 4912 4927 262
93.216 0 -0.000173261 4917 4927 265
93.226 0 -0.000173261 4919 4930 265
93.236 0 -0.000173261 4919 4931 268
93.246 0 -0.000173261 4918 4929 262
93.256 0 -0.000173261 4919 4928 264
93.266 0 -0.000173261 4919 4930 263
93.276 0 -0.000173261 4920 4931 262
93.286 0 -0.000173261 4920 4931 259
93.296 0 -0.000173261 4917 4930 261
93.306 0 -0.000173261 4917 4931 262
93.316 0 -0.000173261 4924 4928 259
93.326 0 -0.000173261 4925 4928 263
93.336 0 -0.000173261 4918 4930 265
93.346 0 -0.000173261 4916 4930 265
93.356 0 -0.000173261 4913 4929 260
93.366 0 -0.000173261 4912 4929 259
93.376 0 -0.000173261 4911 4930 266
93.386 0 -0.000173261 4913 4928 275
93.396 0 -0.000173261 4919 4928 267
93.406 0 -0.000173261 4925 4930 266
93.416 0 -0.000173261 4920 4929 262
93.426 0 -0.000173261 4917 4929 267
93.436 0 -0.000173261 4923 4929 267
93.446 0 -0.000173261 4923 4930 272
93.456 0 -0.000173261 4910 4930 261
