78.416 -0.00269348 0 9.85543 0.038147 -0.0305176 0.0915528
78.426 -0.0035913 -0.0035913 9.86531 -0.0152588 0.0305176 0.1297
78.437 -0.00628478 -0.0035913 9.86082 0.0534058 -0.0534058 0.144959
78.447 0.00628478 -0.0242413 9.84376 0 0.0152588 0.25177
78.457 -0.00897826 -0.0125696 9.84107 -0.0610352 0.0076294 0.106812
78.467 0.0116717 0.00269348 9.85453 -0.0076294 -0.137329 0.183106
78.477 -0.00808043 -0.00808043 9.87249 -0.0076294 -0.137329 0.183106
78.487 -0.0143652 -0.0116717 9.85723 0.038147 -0.0228882 0.0839234
78.496 -0.0035913 -0.0323217 9.83748 -0.0228882 -0.236511 0.0228882
78.507 0.0197522 0.02065 9.85364 -0.106812 -0.106812 0.0457764
78.516 0.0107739 -0.0188543 9.868 0.0457764 -0.0457764 -0.038147
78.526 0.000897826 -0.0197522 9.84196 0.183106 0.0915528 0.0686646
78.536 0.00897826 -0.00538695 9.85902 0.0457764 -0.205994 0.0991822
78.546 0.0350152 0.0134674 9.85453 0.144959 -0.0305176 0.0991822
78.556 -0.0170587 0.00628478 9.83748 0.137329 -0.0076294 0.0991822
78.566 -0.00628478 -0.02065 9.84376 0.076294 -0.12207 0.0915528
78.576 0.0224456 -0.0296282 9.85364 0.076294 -0.0305176 -0.1297
78.586 0.0116717 -0.0107739 9.86261 0.0686646 -0.0610352 0.175476
78.596 -0.00808043 -0.0215478 9.84107 0.0839234 -0.152588 0.144959
78.606 0.00269348 -0.0251391 9.85453 -0.0076294 0.152588 0.175476
78.616 0.02065 -0.00628478 9.84556 0 0.0076294 0.038147
78.626 0.0161609 -0.0269348 9.85813 0.0610352 -0.152588 0.106812
78.636 -0.0035913 -0.0170587 9.84556 -0.0610352 -0.175476 0.0915528
78.646 0.00538695 -0.0035913 9.8294 0.0228882 -0.0686646 0.0610352
78.656 -0.00269348 -0.00987608 9.85633 0.0991822 0.1297 0.0305176
78.666 -0.00628478 -0.00808043 9.85453 0.0534058 -0.144959 0.12207
78.676 -0.00987608 -0.0143652 9.84556 0.0686646 -0.0152588 0.076294
78.686 -0.00448913 -0.00538695 9.85992 -0.0076294 0.0686646 0.228882
78.696 0.0116717 -0.00448913 9.8689 0.0610352 0.0076294 0.144959
78.706 0.00538695 -0.0107739 9.8689 0.0228882 -0.0305176 0.0991822
78.716 -0.0143652 -0.0143652 9.86172 0.0839234 -0.205994 0.076294
78.726 -0.00897826 -0.0143652 9.87429 0.0152588 -0.25177 0.12207
78.736 -0.00179565 -0.00179565 9.84735 0.106812 -0.0305176 0.076294
78.746 0.00269348 -0.0251391 9.88506 0 0.0228882 0.0839234
78.756 -0.0242413 -0.0260369 9.86351 0.0076294 0.0686646 0.076294
78.766 0.00628478 -0.02065 9.84017 0.0610352 0.1297 0.152588
78.776 0.00538695 -0.0161609 9.84466 -0.0076294 0.0305176 0.160217
78.786 0.0143652 -0.000897826 9.84286 0.0228882 0.144959 0.221253
78.796 0.0125696 0.0107739 9.84466 0.0305176 0.152588 0.0457764
78.806 -0.00897826 -0.0170587 9.86261 0.0915528 -0.0152588 0.0686646
