11.737 0.000519784 -0.000519784 324 0 0
9.523 0.000519784 -0.000519784 324 0 0
9.533 0.000519784 -0.000519784 327 0 0
9.543 0.000519784 -0.000519784 324 0 0
9.553 0.000519784 -0.000519784 321 0 0
9.563 0.000519784 -0.000519784 321 0 0
9.573 0.000519784 -0.000519784 325 0 0
9.583 0.000519784 -0.000519784 323 0 0
9.593 0.000519784 -0.000519784 332 0 0
9.603 0.000519784 -0.000519784 319 0 0
9.613 0.000519784 -0.000519784 328 0 0
9.623 0.000519784 -0.000519784 323 0 0
9.633 0.000519784 -0.000519784 323 0 0
9.643 0.000519784 -0.000519784 320 0 0
9.653 0.000519784 -0.000519784 326 0 0
9.663 0.000519784 -0.000519784 325 0 0
9.673 0.000519784 -0.000519784 329 0 0
9.683 0.000519784 -0.000519784 323 0 0
9.693 0.000519784 -0.000519784 325 0 0
9.703 0.000519784 -0.000519784 321 0 0
9.713 0.000519784 -0.000519784 317 0 0
9.723 0.000519784 -0.000519784 327 0 0
9.733 0.000519784 -0.000519784 327 0 0
9.743 0.000519784 -0.000519784 321 0 0
9.753 0.000519784 -0.000519784 325 0 0
9.763 0.000519784 -0.000519784 325 0 0
9.773 0.000519784 -0.000519784 325 0 0
9.783 0.000519784 -0.000519784 326 0 0
9.793 0.000519784 -0.000519784 325 0 0
9.803 0.000519784 -0.000519784 328 0 0
9.813 0.000519784 -0.000519784 324 0 0
9.823 0.000519784 -0.000519784 322 0 0
9.833 0.000519784 -0.000519784 322 0 0
9.843 0.000519784 -0.000519784 322 0 0
9.853 0.000519784 -0.000519784 325 0 0
9.863 0.000519784 -0.000519784 328 0 0
9.873 0.000519784 -0.000519784 324 0 0
9.883 0.000519784 -0.000519784 323 0 0
9.893 0.000519784 -0.000519784 325 0 0
9.903 0.000519784 -0.000519784 325 0 0
9.913 0.000519784 -0.000519784 328 0 0
9.923 0.000519784 -0.000519784 326 0 0
9.933 0.000519784 -0.000519784 322 0 0
9.943 0.000519784 -0.000519784 323 0 0
9.953 0.000519784 -0.000519784 328 0 0
9.963 0.000519784 -0.000519784 323 0 0
9.973 0.000519784 -0.000519784 321 0 0
9.983 0.000519784 -0.000519784 325 0 0
9.993 0.000519784 -0.000519784 323 0 0
10.003 0.000519784 -0.000519784 326 0 0
